Tau,Total_Mean,Total_Std,Total_Min,Total_Max
0.05,31.118477247749624,4.849358995258643,20.797642001690182,48.37042164639191
0.5,28.702286287418904,5.170497337679582,20.345049087022407,40.38815230211728
0.95,30.767190193002474,4.326019912760715,20.545736191267547,44.094108007824985
