Date,Tau,Total_Spillover,dlog_SOLVPN_TO,dlog_SOLVPN_FROM,dlog_SOLVPN_NET,dlog_COPPER_TO,dlog_COPPER_FROM,dlog_COPPER_NET,dlog_DXY_TO,dlog_DXY_FROM,dlog_DXY_NET,d_UST10Y_TO,d_UST10Y_FROM,d_UST10Y_NET,dlog_VIX_TO,dlog_VIX_FROM,dlog_VIX_NET
2023-05-05,0.95,33.148282506499086,40.14084260269466,33.49662727856416,6.644215324130499,22.216396728123367,31.75658710828494,-9.540190380161572,47.89594788481938,44.28570946450064,3.610238420318737,26.873918592289026,23.092940418252827,3.7809781740362,28.614306724569015,33.10954826289285,-4.495241538323835
2023-05-08,0.95,33.069187874452176,40.41193765189103,33.55210125379696,6.8598363980940675,22.052615027764165,31.64070132722915,-9.588086299464983,47.44820116710419,44.101317365802814,3.3468838013013738,27.042304209775146,23.121602574198253,3.9207016355768936,28.39088131572639,32.93021685123375,-4.539335535507362
2023-05-09,0.95,33.50466624686631,40.4847196887624,35.35922024931224,5.125499439450159,22.007096211112753,31.417369170344433,-9.41027295923168,49.19646998914429,44.62032432367502,4.576145665469269,26.704759642689822,22.721480870228984,3.9832787724608387,29.13028570262228,33.40493662077086,-4.274650918148581
2023-05-10,0.95,33.32146989972857,39.99263697115123,34.63043269435957,5.362204276791658,22.96068797828391,32.25085295493274,-9.290164976648828,48.255458596856236,45.281379109031484,2.9740794878247527,27.346859123783098,20.697114023622444,6.649745100160654,28.05170682856829,33.747570716696515,-5.695863888128226
2023-05-11,0.95,33.330940014075765,40.439471407906154,34.691452186454285,5.7480192214518695,22.32370357648955,31.980967992352692,-9.657264415863143,49.72124742081614,45.130751834535346,4.590495586280795,25.414228672914398,21.227417231971025,4.186811440943373,28.75604899225256,33.62411082506548,-4.86806183281292
2023-05-12,0.95,33.31748058678657,40.710298782261425,34.68699612271175,6.023302659549678,21.592397099482707,31.734468212927545,-10.142071113444839,51.40994731435803,45.299787934786494,6.1101593795715345,24.344932381421458,21.23390519531356,3.111027186107897,28.52982735640922,33.63224546819349,-5.102418111784267
2023-05-15,0.95,33.44321375669294,41.0477884448468,34.82803480032936,6.219753644517439,21.83286052236717,31.922707500478676,-10.089846978111506,50.846427435926735,45.157615874983435,5.6888115609433,24.776676735766134,21.193618870658582,3.583057865107552,28.712315644557897,34.11409173701468,-5.401776092456785
2023-05-16,0.95,33.362037069621195,40.87365057064636,34.654489095819606,6.219161474826755,21.73382938724233,32.108104288925844,-10.374274901683513,50.07132104258692,44.922489467414586,5.148831575172338,25.52301171918714,20.473241317611613,5.049770401575525,28.608372628443302,34.65186117833442,-6.043488549891119
2023-05-17,0.95,34.53748119236543,45.54895437284367,34.090495610505435,11.458458762338232,20.17963079816827,35.320669672358875,-15.141038874190606,50.4310697250665,46.41596210407314,4.015107620993362,26.93842064359586,21.83903284796831,5.099387795627553,29.58933042215278,35.02124572692136,-5.431915304768577
2023-05-18,0.95,33.97746899586194,42.009195439210366,34.11355659658643,7.895638842623939,21.10758253592482,33.60504018242227,-12.497457646497452,51.41052622477408,46.26473419318863,5.145792031585451,26.077058197459245,21.323085453389545,4.753972744069699,29.282982581941187,34.58092855372284,-5.297945971781655
2023-05-19,0.95,33.883394683152645,41.75688739749609,33.953968246903344,7.802919150592743,21.07789024440224,33.572901553181325,-12.495011308779084,51.35674502608958,46.239066715052246,5.117678311037331,26.00262845229483,21.11007454929512,4.892553902999708,29.222822295480565,34.54096235133128,-5.318140055850716
2023-05-22,0.95,33.727530719931075,41.85364500381862,33.71783151273336,8.135813491085258,20.604824801562426,33.316038597606166,-12.71121379604374,50.70337941509333,45.99068998978873,4.712689425304603,26.504774578489197,21.43728658330962,5.067487995179576,28.971029800691817,34.17580691621751,-5.204777115525694
2023-05-23,0.95,34.901112550557464,39.246679321873934,33.920978187186435,5.325701134687499,21.609860990447004,32.98744313647557,-11.377582146028566,56.55746327862131,46.648245705289106,9.909217573332207,27.327491280241066,25.66073887977347,1.6667524004675975,29.764067881604028,35.288156844062755,-5.524088962458727
2023-05-24,0.95,36.83046663290169,39.63630856272676,41.76410202630041,-2.1277934635736457,24.16704228221438,33.32556778520661,-9.15852550299223,59.25628239086611,46.60734297424871,12.648939416617402,27.196883928323736,24.90553772064844,2.2913462076752964,33.89581600037753,37.54978265810435,-3.6539666577268193
2023-05-25,0.95,37.508486347281405,39.20064121197624,42.07410743472373,-2.8734662227474885,23.537055026256184,34.29377131727798,-10.756716291021796,61.30556183517641,47.171812504180664,14.133749330995748,29.093937733828945,25.969880840871117,3.124056892957828,34.405235929169265,38.032859639353546,-3.627623710184281
2023-05-26,0.95,37.5623557507306,39.384511649056854,42.23051606380702,-2.846004414750169,23.369654148073327,34.33215379572816,-10.962499647654834,61.21916880539722,47.19239389207329,14.026774913323926,29.26776043961118,26.073755717681234,3.1940047219299466,34.57068371151447,37.98295928436336,-3.412275572848891
2023-05-29,0.95,37.47234270098865,39.254883978059205,42.122087038746095,-2.86720306068689,23.328255884795034,34.234445344497566,-10.906189459702532,61.16489832252071,47.13100033140455,14.033897991116163,29.08421171256138,25.92292447163499,3.1612872409263915,34.529463607006775,37.9512563186599,-3.4217927116531257
2023-05-30,0.95,37.629653991179666,39.17452380112515,42.148020363960384,-2.973496562835237,23.923370728422377,34.714785313953136,-10.79141458553076,61.666042885748496,47.43991984165209,14.226123044096404,28.825606716765705,25.79042788533701,3.035178831428695,34.55872582383657,38.05511655099569,-3.496390727159124
2023-05-31,0.95,37.87037501748256,38.804761921143836,42.26742966251172,-3.4626677413678806,24.454782278605812,35.29227494949275,-10.837492670886938,62.00286929822639,47.71317907837071,14.289690219855686,29.02874863380832,25.983105925995964,3.0456427078123554,35.060712955628404,38.09588547104163,-3.0351725154132296
2023-06-01,0.95,37.617997611343995,45.133865060256674,41.3862028771818,3.7476621830748726,25.635949667562883,36.92116274950471,-11.285213081941826,57.931819424545374,47.470252395929634,10.46156702861574,26.952821474320622,24.31406543554272,2.6387560387779025,32.43553243003435,37.99830459856104,-5.562772168526692
2023-06-02,0.95,37.69339181517189,45.06916689223467,41.60078930989349,3.4683775823411764,26.00182609627716,36.58239313338135,-10.580567037104192,58.12260040998339,47.8597350693272,10.262865340656191,26.790890528792886,24.258839553935353,2.5320509748575333,32.48247514857133,38.165202009322016,-5.682726860750684
2023-06-05,0.95,37.75519045064185,45.20317611405399,41.6601191355285,3.5430569785254917,26.071290127686787,36.70115088213566,-10.62986075444887,58.01143353888435,47.848754351100766,10.162679187783581,26.933414487417075,24.411061368720887,2.522353118696188,32.55663798516702,38.154866515723405,-5.5982285305563835
2023-06-06,0.95,37.12096960065882,43.97026596928446,41.59954851131683,2.370717457967629,27.09515057593417,34.17444087674157,-7.079290300807401,58.24767185716156,47.65051410253937,10.597157754622195,25.001534256328327,23.910494769381685,1.0910394869466415,31.290225344585664,38.26984974331475,-6.9796243987290865
2023-06-07,0.95,35.6382944597058,38.70448032928985,40.568649443897385,-1.8641691146075345,24.940162818819644,33.99326268934022,-9.053099870520576,57.873325755262805,47.12562270579037,10.747703049472435,25.791153781651555,24.470257790656134,1.320895990995421,30.882349613505156,32.03367966884487,-1.151330055339713
2023-06-08,0.95,34.08690963197732,34.933081927218936,36.70813627963838,-1.7750543524194455,22.567156672758102,30.19468207921149,-7.627525406453387,57.61378484830365,46.341087501601294,11.272697346702358,26.521276187406396,24.675692052080343,1.8455841353260531,28.799248524199527,32.51495024735508,-3.7157017231555542
2023-06-09,0.95,34.953172770906455,36.823916728291536,40.02380777477672,-3.1998910464851846,25.970108875794494,31.1312763935658,-5.161167517771304,58.73401151270715,46.467185239148264,12.266826273558884,26.930244380243305,24.231417191541592,2.6988271887017135,26.30758235749573,32.912177255499856,-6.604594898004127
2023-06-12,0.95,35.044313553082546,37.0560242584561,40.099706633431076,-3.0436823749749777,26.115574600971204,31.69858242180207,-5.583007820830865,58.506791759248,46.40929249900327,12.097499260244732,27.01640008141073,23.95779407135671,3.058606010054021,26.526777065326712,33.05619213981963,-6.529415074492917
2023-06-13,0.95,35.15698941442564,37.14345865745201,40.21425609908815,-3.070797441636145,26.238124449576194,31.76576567061672,-5.5276412210405255,58.33434279498696,46.43859514259684,11.89574765239012,26.7154999357328,23.756976122682826,2.9585238130499754,27.353521234380185,33.60935403714366,-6.255832802763475
2023-06-14,0.95,35.204684584075196,38.111231545545806,40.55055750144838,-2.439325955902575,26.357929793234526,31.295896004748503,-4.937966211513977,58.128407946582946,46.2545831951464,11.873824751436544,27.79101866311875,24.296354041112856,3.4946646220058923,25.634834971893994,33.62603217791991,-7.991197206025916
2023-06-15,0.95,35.129676615590775,37.021427548584626,40.74669244230286,-3.725264893718233,26.492376983446043,31.412968573213185,-4.920591589767142,58.82414413010485,46.02346905044848,12.800675079656365,28.396386101646065,24.34205220904495,4.0543338926011145,24.9140483141722,33.12320080294432,-8.20915248877212
2023-06-16,0.95,35.12758559067158,36.82496343471872,40.8954914134141,-4.070527978695381,26.838647361335788,31.836266596515262,-4.997619235179474,59.03426839467689,46.116632051057316,12.917636343619577,27.155850724968055,24.07985329594843,3.075997429019626,25.78419803765849,32.70968459642282,-6.925486558764327
