Date,dlog_SOLVPN_const,dlog_SOLVPN_L1_dlog_SOLVPN,dlog_SOLVPN_L1_dlog_COPPER,dlog_SOLVPN_L1_dlog_DXY,dlog_SOLVPN_L1_d_UST10Y,dlog_SOLVPN_L1_dlog_VIX,dlog_COPPER_const,dlog_COPPER_L1_dlog_SOLVPN,dlog_COPPER_L1_dlog_COPPER,dlog_COPPER_L1_dlog_DXY,dlog_COPPER_L1_d_UST10Y,dlog_COPPER_L1_dlog_VIX,dlog_DXY_const,dlog_DXY_L1_dlog_SOLVPN,dlog_DXY_L1_dlog_COPPER,dlog_DXY_L1_dlog_DXY,dlog_DXY_L1_d_UST10Y,dlog_DXY_L1_dlog_VIX,d_UST10Y_const,d_UST10Y_L1_dlog_SOLVPN,d_UST10Y_L1_dlog_COPPER,d_UST10Y_L1_dlog_DXY,d_UST10Y_L1_d_UST10Y,d_UST10Y_L1_dlog_VIX,dlog_VIX_const,dlog_VIX_L1_dlog_SOLVPN,dlog_VIX_L1_dlog_COPPER,dlog_VIX_L1_dlog_DXY,dlog_VIX_L1_d_UST10Y,dlog_VIX_L1_dlog_VIX
2021-06-03,0.004242628415004413,0.05997303587193394,-0.15313318711606358,-0.39691408931932565,0.04390351070043032,0.008981161382517538,-0.005404053748783847,-0.09737070254665425,-0.008386244080262693,-0.07217972587294143,0.08587342590052312,-0.11344861906368506,0.0008246521589701869,-0.0001843982362441177,-0.0026899991608331716,-0.0640407035510099,-0.014918284250348059,0.01208917931530333,0.0027866145130323585,-0.5472970579162999,0.5990750131605062,1.4125514927224343,-0.3531323045790534,0.13043867123266342,-0.013106537307147108,0.08140514431387813,1.1643288884243288,-2.1764628313349186,-0.061054643531521235,0.036218076583802716
2021-06-04,0.004189475318129566,0.06002645420055911,-0.15216391021729792,-0.3971996539585056,0.042821128519133556,0.00864163463822075,-0.0035574345111489456,-0.09922653633774642,-0.04206039428208839,-0.06225877700443845,0.12347702523852673,-0.10165294478366585,0.0004348700697352902,0.0002073288494604028,0.0044178985320817,-0.06613480508442099,-0.02285560517390324,0.009599363076472805,-0.0019407434528041978,-0.542546110630153,0.6852810695878524,1.3871537952944346,-0.4493977778567579,0.1002416638401264,-0.01600084180184793,0.0843138912680446,1.217108174103819,-2.1920124618795356,-0.1199927637258647,0.01773008924407782
2021-06-07,0.005048380664453783,0.05965357152143112,-0.143783602397387,-0.3995699201724066,0.005872602381532088,-0.010618589615849008,-0.0034037777079053695,-0.09929324445722071,-0.0405611705139334,-0.06268281386813122,0.11686699255545797,-0.10509856833380454,0.0002575901506688497,0.0002842926400107694,0.002688184893176417,-0.0656455770171321,-0.015229349555247811,0.013574714972436092,-0.002318131602147995,-0.5423822724321482,0.6815989073186077,1.3881952492610963,-0.43316323471446055,0.10870427315825046,-0.016894284516700442,0.08470176790030372,1.2083908864516186,-2.1895468850960937,-0.08155850360226244,0.03776478470833063
2021-06-08,0.004870256933487673,0.056621099619267,-0.1446904285005904,-0.39891919069714216,0.003920200435338406,-0.010963916163291572,-0.0026369769640516238,-0.086238826061182,-0.0366573957237305,-0.06548412418750292,0.1252718426926228,-0.1036119800391669,0.00035129669771051894,0.001879602088176035,0.00316524397136636,-0.06598790991042228,-0.01420223854750649,0.013756382839974868,-0.003151432663843921,-0.556568827148528,0.6773565800864392,1.3912395014765289,-0.44229699025504,0.10708876141787249,-0.012990238164175645,0.1511663024379858,1.228266346736353,-2.2038093195320196,-0.03876652043776207,0.04533351707577486
2021-06-09,0.004706556307472756,0.05713628411953563,-0.14675574029838467,-0.39959681124158475,0.007076047870578393,-0.013786802778747618,-0.0021879266135046353,-0.08765203861921413,-0.030991999021436713,-0.06362533017780825,0.11661497660991033,-0.09586846521528693,0.0002933621003501395,0.002061928859404457,0.0024343181933675147,-0.0662277237361912,-0.013085365906623892,0.012757346956962743,-0.008066948088115655,-0.5410991406906068,0.6153404947169004,1.3708922717859866,-0.3475348801629442,0.02232462192105704,-0.009069863794963728,0.1388284381338851,1.2777273392420614,-2.1875813656191117,-0.11434413855347186,0.11293724348679562
2021-06-10,0.005142587202055097,0.05283949328688139,-0.14751048452730164,-0.3981829490592865,-0.007146400304735677,-0.004556572476151597,-0.002077081107802767,-0.08874434643193671,-0.031183866172983403,-0.06326590548901477,0.11299941982276712,-0.09352200408524249,0.00018162079428879537,0.003163064181416659,0.0026277359234625985,-0.06659005312340602,-0.009440589918854384,0.010391922850381912,-0.011594932276703343,-0.5063332323395645,0.6214472310494198,1.3594525240846953,-0.2324591529404999,-0.052358403913095694,-0.014814755493529123,0.1954404770781249,1.287671414098038,-2.2062095986524177,0.07304263947266332,-0.008674949823550007
2021-06-11,0.004747987783390741,0.04620900027325552,-0.1270983919808519,-0.39947995999895763,0.010740918873688386,0.01720201383121074,-0.0018038889756471475,-0.08415387204713749,-0.04531572451022464,-0.062367948808700155,0.10061553217933816,-0.10858607743365394,0.0003230964980320726,0.0055402944075602645,-0.004690610281041665,-0.06612503587610798,-0.015853729292991916,0.002590818325919054,-0.011005751654472446,-0.49643317214006233,0.5909697168446117,1.3613891050230613,-0.2591669009631873,-0.08484638238713596,-0.014835626187363614,0.19508978474784341,1.2887510267733437,-2.2062781986476065,0.07398871476936887,-0.007524119965185237
2021-06-14,0.005277321709701269,0.03773675148809484,-0.11919250105072576,-0.3963604046898911,0.01920701144263615,0.014526792060991158,-0.002197473770637288,-0.077854354605558,-0.0511941281157451,-0.06468748563744117,0.09432059217550758,-0.10659692359398988,0.0002944048787634764,0.005999517828562105,-0.0051191352655013955,-0.06629412591316439,-0.016312619027065833,0.0027358240409791003,-0.00801406400562825,-0.5443165984399124,0.6356522037836646,1.3790201968993558,-0.2113182683447779,-0.09996619150964797,-0.010357406782981131,0.12341368952207656,1.3556356763536028,-2.179886440206054,0.14561272777343792,-0.030156771013883955
2021-06-15,0.004123690598704942,0.030784426106389005,-0.12519096302876037,-0.3916510636065867,-0.005246458349792919,0.005510529645331011,-0.005189801851826997,-0.09588753546462774,-0.06675314524845735,-0.052472234650232874,0.030892340592369796,-0.12998361536797856,0.00032927374951814367,0.006209654095578803,-0.004937829826141118,-0.06643646725955159,-0.0155735050507108,0.0030083434675662523,-0.006499988019412967,-0.5351920621748452,0.643524847949202,1.3728394514451436,-0.17922446380063578,-0.08813285390385425,-0.007107837169228568,0.14299712922820623,1.372532255847057,-2.193151799937802,0.2144937172256604,-0.0047595950047829155
2021-06-16,0.003149954021545055,0.055319775629298434,-0.07059745328252112,-0.3896924576025259,0.002936017711534171,-0.004122332497013676,-0.004288157912757258,-0.11860635871640796,-0.11730470953169866,-0.054285831134138,0.02331567137778878,-0.12106394246026843,0.0006754251667462656,-0.0025123619082915013,-0.02434515333989573,-0.06713272768562555,-0.01848227499065163,0.006432707880641212,-0.00042325145397836914,-0.6883082735699737,0.30282656805300673,1.3606165022396508,-0.23028832711229935,-0.028017657470635532,-0.00048713819829035877,-0.023825363782922687,1.0013361826225404,-2.2064688931432155,0.15885884419155485,0.06073684619806112
2021-06-17,0.0034547013715221556,0.05135574742872571,-0.06477360233216656,-0.3880530094955442,0.013073955629877482,-0.002355804530786905,-0.006842091304068059,-0.0853858434722193,-0.16611145849685066,-0.06802521644481074,-0.061645258292767735,-0.13586831979109648,0.0012635441281209632,-0.010162371492808076,-0.01310595085829599,-0.06396882644750736,0.0010825006159787785,0.009841855139230053,-0.005032419261144257,-0.6283541142634187,0.21474341879469888,1.3358205805137133,-0.3836201184725379,-0.054735605413423205,-0.002873493220897083,0.00721536095808736,0.9557319272702433,-2.2193067577700707,0.07947269342721962,0.0469038698486449
2021-06-18,0.0032423235956340643,0.05397299758658981,-0.045668694444926786,-0.3942344994039286,0.02385194388200635,-0.0023035528790455793,-0.0071973864037814216,-0.08100734317045923,-0.1341501097896855,-0.07836647302965148,-0.043614339592652,-0.13578090595630143,0.0013345725362925009,-0.011037694307177076,-0.019495466850824025,-0.061901466119973284,-0.002522129603162587,0.009824379903735189,-0.007495393158942346,-0.5980015088842949,0.4363056291029146,1.264133002893184,-0.25862632557324816,-0.05412963591488427,0.003403074799068439,-0.0701342984985389,0.39110950683100487,-2.036620308058172,-0.2390576994069274,0.04535963554758134
