t,Date,mean_abs_beta,mean_diag_cov,mean_diag_P,min_cov_eig,min_P_eig
44,2021-01-05,0.18979549661137976,1.5323882533392943,0.0026631497930949353,0.1335057027828108,0.00045023670840137263
45,2021-01-06,0.17229573322076266,1.596612450342459,0.0026678304043416127,0.12852587873559582,0.0005367418501859863
46,2021-01-07,0.16128588057241583,1.5589356573069817,0.002633368515057092,0.13370404845943215,0.0005021450897733384
47,2021-01-11,0.170802883505009,1.5926755527085608,0.00261765586230635,0.15811259196822,0.0005984228641226893
48,2021-01-12,0.16328521142280963,1.573326785193544,0.002317451516990439,0.15616783425452577,0.00036917669744714136
49,2021-01-13,0.16168136274441355,1.5142863520293577,0.002364620266754578,0.1505752482721613,0.0004528415682169728
50,2021-01-14,0.15986373479006785,1.4603811304151764,0.002423158662148143,0.17591522436659235,0.0005518429659794713
51,2021-01-19,0.16915468497445232,1.406161910503745,0.002397179691779347,0.1924542099888118,0.0006407446687104883
52,2021-01-20,0.17323658781237294,1.3788439711460754,0.0023560041720427694,0.1839802863446579,0.0007396152639597132
53,2021-01-21,0.164352293554368,1.3291764885429633,0.0024041410977249924,0.17573194790120522,0.0007230580600128273
54,2021-01-25,0.15709770282216917,1.283340649430382,0.0024211292269834834,0.1669481594856396,0.0008222068751583901
55,2021-01-26,0.1548668598001401,1.2253254344176028,0.002387362936180329,0.1654562652465718,0.0009049228681397447
56,2021-01-27,0.21589797852104123,1.506088230921547,0.00243817274269965,0.157291914012473,0.0010108876058650793
57,2021-01-28,0.20250612154928382,1.525402448115094,0.0023119395781868793,0.1496636667948456,0.00013947637527990424
58,2021-02-01,0.22184808280957108,1.7762608322665265,0.0023749194095589515,0.20914160134888188,0.00017598167042875125
59,2021-02-02,0.22206394532766635,1.9975515928819574,0.002113681289086656,0.20696442551906125,0.00017824589086541098
60,2021-02-03,0.21928827302286352,2.0262089572507227,0.0020497706451238756,0.20159214544534546,0.00018018728576918197
61,2021-02-04,0.21119380199945076,2.0045897681419578,0.0020210917190929684,0.19224271914846353,0.0002811715955103485
62,2021-02-08,0.21258806148998066,1.9612696944454144,0.0019900320096497438,0.18400353441858183,0.0003343847548658372
63,2021-02-09,0.2037920666226793,1.911603324560751,0.002053765045275149,0.17758221998009355,0.00034569697853383674
64,2021-02-10,0.20106986617561126,1.8451493241076367,0.002078709561499298,0.16888370404969097,0.0004491813640512013
65,2021-02-11,0.22399807226622956,1.9384327650843471,0.0020590132885757585,0.18845499758249687,0.0005481342223851033
66,2021-02-16,0.21602134062224126,1.8796267768327384,0.00190699253446474,0.18823276706311762,0.00026064433909489185
67,2021-02-17,0.2121524187084524,1.8356731586181465,0.0019647553875386647,0.17985358146904615,0.0001461482209913547
68,2021-02-18,0.2600666426388398,3.939536690724979,0.001989091980085039,0.17632962072401498,9.980538315386252e-05
69,2021-02-22,0.25759722459977724,4.280297130829702,0.0020004040333618644,0.17356963217828356,6.126254904248522e-05
70,2021-02-23,0.25072671716928546,4.159830653448229,0.0019273194000127558,0.1653990615390638,0.00011391252881425355
71,2021-02-24,0.26260155859602036,3.974839157974078,0.0019424191260390819,0.18561377445016605,0.00021270306529526248
72,2021-02-25,0.2741030005053703,3.971567284609919,0.001916536184641277,0.18686125818701027,0.0003082311199205066
73,2021-03-01,0.2778365675399315,3.8252178710743396,0.0018003965283761418,0.20671320502090879,0.0003147316422667594
74,2021-03-02,0.2694800778782361,3.7020322215133867,0.0018098535039024353,0.19688508605230626,0.00034231023164097395
75,2021-03-03,0.2669498585391277,3.676873360339094,0.0017541093441275832,0.24581470599692634,0.00044526345077479753
76,2021-03-04,0.2622649387313836,3.7074169548380373,0.0016522961960585307,0.23401386622647208,0.00037822181862780127
77,2021-03-08,0.26165001122174913,3.599564655648724,0.001663593445281683,0.22232307221524325,0.00028364900567669676
78,2021-03-09,0.2682554066999542,3.5729641452370493,0.0016647393820965917,0.2512830076155465,0.00036295899109132243
79,2021-03-10,0.2552505008849334,3.421342712284842,0.0016779727295329336,0.23965796216664015,0.00030482936614130895
80,2021-03-11,0.24882409627444632,3.3058127636067662,0.0017732781445506187,0.24244250296976133,0.00040449171371599336
81,2021-03-15,0.23666118281062487,3.1914735151973406,0.0017636697454362028,0.23065789137743087,0.00045375921657274886
82,2021-03-16,0.2277753401427056,3.0508171549106717,0.0018249040646833997,0.21935633274027333,0.0005386028368769728
83,2021-03-17,0.22612602513218694,2.912581807853207,0.001898756227604481,0.2268657626674675,0.000643562589147956
84,2021-03-18,0.22763952566182133,2.8743007362230575,0.001929053854919459,0.21765600691921352,0.0007483298737598543
85,2021-03-22,0.22390266425485894,2.794273538894371,0.0018317565030763355,0.2218713296876905,0.00046159153129168894
86,2021-03-23,0.2247685345432399,2.7595577050185693,0.0018792584576275521,0.21486162598865124,0.0005162502748262684
87,2021-03-24,0.2165421717942827,2.7682273823793615,0.0018403271678049012,0.22725608847746329,0.000401971198474967
88,2021-03-25,0.21229474298511733,2.700535150186523,0.0018556944708739995,0.2158985814680364,0.00042655776501078713
89,2021-03-29,0.21486720667263617,2.5971863354306803,0.0018801329235586606,0.20514684815392822,0.00042042170239022734
90,2021-03-30,0.21389889239065288,2.505740042518933,0.0019053946975750133,0.22471153815890124,0.0005243721522496418
