Date,SOLVPN,COPPER,GOLD,SILVER,DXY,UST10Y,VIX,OIL,GAS,PJM_LMP
2024-04-04,1023.72,4.266,2296.9,27.385,103.891,4.307,16.35,87.37,1.78,30.43337
2024-04-08,1018.07,4.288,2339.0,27.956,103.902,4.422,15.19,87.24,1.73,27.566509
2024-04-09,1028.26,4.295,2350.6,28.134,103.922,4.362,14.98,86.04,1.83,31.285509791666666
2024-04-10,1003.5,4.289,2336.6,28.204,105.031,4.546,15.8,86.98,1.9,31.394797583333332
2024-04-11,1006.88,4.2665,2360.8,28.401,105.064,4.584,14.91,85.79,1.62,34.162744583333335
2024-04-15,972.82,4.3925,2370.9,28.866,105.998,4.61,19.23,86.21,1.41,33.166468625
2024-04-16,961.57,4.3205,2395.5,28.526,106.065,4.669,18.4,86.15,1.38,25.863357958333335
2024-04-17,954.61,4.352,2376.2,28.553,105.764,4.589,18.21,83.58,1.5,28.159304083333335
2024-04-18,955.5,4.4535,2385.8,28.532,105.982,4.637,18.0,83.5,1.59,35.10959725
2024-04-22,941.6,4.4935,2334.6,27.397,105.913,4.61,16.94,83.82,1.64,30.579748416666664
2024-04-23,960.81,4.4495,2329.9,27.511,105.505,4.607,15.69,84.17,1.59,24.649355874999998
2024-04-24,964.53,4.4765,2326.0,27.496,105.7,4.648,15.97,84.09,1.6,29.376339083333335
2024-04-25,964.71,4.5315,2330.3,27.502,105.451,4.704,15.37,84.92,1.46,27.65038033333333
2024-04-29,983.8,4.6765,2357.7,27.66,105.448,4.611,14.67,84.26,1.55,33.284070166666666
2024-04-30,964.9,4.5645,2302.9,26.654,106.1,4.682,15.65,83.49,1.68,33.733354999999996
2024-05-01,949.78,4.546,2311.0,26.748,105.628,4.641,15.39,80.7,1.63,28.413703125
2024-05-02,964.95,4.4845,2309.6,26.829,105.178,4.589,14.68,80.59,1.66,34.12945870833334
2024-05-06,968.64,4.615,2331.2,27.614,104.919,4.487,13.49,80.1,1.88,30.541503791666667
2024-05-07,974.12,4.6055,2324.2,27.544,105.3,4.461,13.23,79.97,1.95,30.733135708333332
2024-05-08,968.52,4.5425,2322.3,27.601,105.426,4.5,13.0,80.57,2.01,37.16067683333333
2024-05-09,988.38,4.585,2340.3,28.365,105.104,4.459,12.69,80.86,2.03,29.738474916666664
2024-05-13,987.33,4.766,2343.0,28.443,105.103,4.49,13.6,80.71,2.11,30.827759916666665
2024-05-14,993.44,4.895,2359.9,28.702,104.892,4.445,13.42,79.62,2.14,32.081869708333336
2024-05-15,1016.49,4.9245,2394.9,29.729,104.212,4.344,12.45,80.23,2.12,36.47891091666667
2024-05-16,1022.25,4.877,2385.5,29.876,104.345,4.377,12.42,80.85,2.32,39.91531191666667
2024-05-20,1016.5,5.079,2438.5,32.426,104.46,4.447,12.15,81.39,2.52,42.36446375
2024-05-21,1012.22,5.106,2425.9,32.078,104.556,4.412,11.86,80.66,2.52,41.41273820833333
2024-05-22,999.67,4.8485,2392.9,31.496,104.836,4.426,12.29,79.15,2.51,54.924825625000004
2024-05-23,990.8,4.7925,2337.2,30.455,105.036,4.479,12.77,77.47,2.64,44.53510420833334
2024-05-28,996.37,4.855,2356.5,32.137,104.539,4.548,12.92,80.9,2.29,43.6631275
2024-05-29,986.95,4.791,2341.2,32.373,105.034,4.616,14.28,80.24,2.2,26.940195625
2024-05-30,995.16,4.6595,2354.7,31.68,104.658,4.55,14.47,78.96,1.87,24.299116625
2024-06-03,1000.04,4.6655,2357.5,30.942,104.078,4.392,13.11,75.26,2.55,34.662438625
2024-06-04,1005.13,4.5375,2335.7,29.772,104.051,4.33,13.16,74.27,2.58,37.943313249999996
2024-06-05,1015.44,4.5865,2363.6,30.229,104.221,4.277,12.63,75.08,2.27,34.57755475
2024-06-06,1017.46,4.667,2378.9,31.532,104.057,4.287,12.58,76.52,2.3,31.95284020833333
2024-06-10,1014.55,4.5395,2315.1,30.03,105.112,4.471,12.74,78.75,2.61,20.389703375
2024-06-11,1010.87,4.4935,2314.6,29.386,105.199,4.402,12.85,78.88,2.71,20.901487291666665
2024-06-12,1014.92,4.555,2342.7,30.422,104.615,4.318,12.04,79.56,2.8,23.535306666666667
2024-06-13,1029.16,4.472,2305.9,29.216,105.187,4.248,11.94,79.61,2.79,30.91043983333333
2024-06-17,1018.29,4.4275,2316.9,29.545,105.564,4.285,12.75,81.33,2.5,35.27174541666667
2024-06-18,1026.26,4.447,2334.8,29.717,104.876,4.219,12.3,82.67,2.43,39.120673125
2024-06-20,1023.06,4.521,2357.0,30.981,105.227,4.261,13.28,83.34,2.39,55.194435666666664
2024-06-24,1015.71,4.425,2332.4,29.685,105.121,4.234,13.33,82.63,2.58,32.716450208333335
2024-06-25,1015.39,4.3655,2318.4,29.028,105.259,4.248,12.84,81.97,2.61,28.202399749999998
2024-06-26,1014.42,4.3635,2301.0,29.091,105.714,4.329,12.55,82.19,2.45,32.08043779166667
2024-06-27,1021.95,4.3485,2336.6,29.256,105.571,4.286,12.24,83.04,2.55,30.124320375
2024-07-01,1018.09,4.418,2338.9,29.613,105.587,4.471,12.22,84.7,2.21,25.242307166666667
2024-07-02,1022.35,4.419,2333.4,29.658,105.407,4.438,12.03,84.09,2.06,29.11976291666667
2024-07-03,1038.55,4.5335,2369.4,30.842,105.077,4.355,12.09,85.19,2.02,34.67197041666667
2024-07-08,1057.0,4.618,2363.5,30.913,104.668,4.28,12.37,83.63,2.1,61.280222083333335
2024-07-09,1060.11,4.5775,2367.9,31.056,104.807,4.298,12.51,82.78,2.42,78.58457995833334
2024-07-10,1066.5,4.6085,2379.7,31.014,104.729,4.282,12.85,83.39,2.4,76.04337470833333
2024-07-11,1081.04,4.5065,2421.9,31.671,104.131,4.212,12.92,83.92,2.23,47.26419325
2024-07-15,1092.77,4.5265,2428.9,30.936,103.882,4.231,13.12,83.22,2.12,102.26472704166667
2024-07-16,1097.55,4.4495,2467.8,31.458,103.959,4.16,13.19,81.92,2.1,92.086705375
2024-07-17,1079.03,4.4085,2459.9,30.377,103.443,4.16,14.48,84.16,1.98,47.80811941666667
2024-07-18,1066.98,4.2795,2456.4,30.224,103.885,4.202,15.93,84.17,2.0,38.87991425
2024-07-22,1058.27,4.1975,2394.7,29.321,104.037,4.254,14.91,81.25,2.19,37.47896145833334
2024-07-23,1054.44,4.1605,2407.3,29.331,104.175,4.254,14.72,78.24,2.13,44.71287370833334
2024-07-24,1033.97,4.109,2415.7,29.316,104.122,4.286,18.04,78.78,2.0,43.07624141666667
2024-07-25,1021.14,4.1255,2353.5,27.975,104.108,4.245,18.46,79.43,2.0,35.96150658333333
2024-07-29,1031.11,4.0845,2377.8,27.866,104.314,4.172,16.6,77.27,1.9,36.578424500000004
2024-07-30,1025.48,4.098,2417.6,28.685,104.319,4.141,17.69,76.17,1.81,39.84672979166667
2024-07-31,1051.02,4.1875,2438.5,29.073,103.859,4.033,16.36,79.36,1.94,68.528151
2024-08-01,1061.33,4.095,2445.9,28.607,104.205,3.982,18.59,77.74,1.95,67.89089320833334
2024-08-05,1007.38,4.0105,2411.8,27.338,102.483,3.779,38.57,74.46,1.83,54.670251875
2024-08-06,1026.12,4.036,2398.9,27.341,102.758,3.901,27.71,74.6,1.83,46.405932541666665
2024-08-07,1020.67,3.9635,2400.0,27.069,102.998,3.953,27.85,76.68,1.96,31.607922541666667
2024-08-08,1033.2,3.97,2430.3,27.733,103.022,3.99,23.79,77.64,1.85,32.606370375000004
2024-08-12,1035.59,4.075,2469.9,28.134,102.961,3.907,20.71,81.45,2.1,30.85568533333333
2024-08-13,1049.05,4.056,2473.9,27.916,102.38,3.846,18.12,79.81,2.16,30.537413583333333
2024-08-14,1052.02,4.046,2446.2,27.469,102.385,3.839,16.19,78.47,2.18,31.67106941666667
2024-08-15,1054.09,4.153,2458.6,28.548,102.808,3.919,15.23,79.66,2.19,30.875487375000002
2024-08-19,1071.83,4.1885,2506.8,29.44,101.731,3.875,14.65,75.82,2.12,27.424741583333333
2024-08-20,1069.31,4.168,2516.1,29.659,101.299,3.81,15.88,75.27,2.18,20.689607958333333
2024-08-21,1080.73,4.197,2512.8,29.676,100.91,3.799,16.27,72.76,2.14,19.073015458333334
2024-08-22,1082.76,4.1545,2482.1,29.185,101.399,3.858,17.55,73.72,1.93,19.551104833333333
2024-08-26,1102.94,4.235,2520.2,30.155,100.741,3.82,16.15,78.4,2.13,39.5727335
2024-08-27,1099.33,4.2575,2517.7,30.125,100.455,3.829,15.43,76.5,1.91,55.138681958333336
2024-08-28,1091.86,4.1725,2502.6,29.34,100.99,3.839,17.11,75.49,1.89,73.58791366666667
2024-08-29,1087.75,4.1985,2536.7,29.827,101.27,3.863,15.65,76.9,1.85,36.17614041666667
2024-09-03,1085.48,4.0715,2499.7,28.208,101.766,3.831,20.72,71.28,1.93,18.476221958333333
2024-09-04,1085.13,4.058,2502.7,28.421,101.301,3.757,21.32,70.11,2.05,22.766377458333334
2024-09-05,1111.06,4.1155,2519.7,28.96,101.074,3.725,19.9,70.09,2.02,26.486072833333335
2024-09-09,1118.72,4.123,2509.3,28.521,101.518,3.702,19.45,69.65,2.03,24.234346708333334
2024-09-10,1138.24,4.0765,2519.5,28.484,101.598,3.64,19.08,66.73,2.13,31.742373333333333
2024-09-11,1137.91,4.12,2519.0,28.793,101.658,3.661,17.69,68.25,2.13,38.487828916666665
2024-09-12,1136.35,4.172,2557.1,29.967,101.351,3.68,17.07,69.89,2.13,38.67572629166667
2024-09-16,1148.24,4.2505,2585.2,30.99,100.711,3.618,17.14,71.1,2.23,34.42893741666666
2024-09-17,1151.52,4.2495,2568.9,30.834,100.567,3.648,17.61,72.16,2.33,32.13804854166667
2024-09-18,1138.21,4.273,2574.9,30.542,100.282,3.713,18.23,71.87,2.31,33.65293483333333
2024-09-19,1154.06,4.321,2590.9,31.281,100.321,3.719,16.33,72.86,2.24,38.048194458333334
2024-09-23,1178.96,4.3195,2628.6,30.94,100.56,3.751,15.89,71.33,2.4,34.15444841666667
2024-09-24,1194.32,4.462,2653.0,32.28,100.159,3.732,15.39,72.34,2.61,37.99147033333333
2024-09-25,1187.86,4.4605,2660.7,31.87,100.624,3.791,15.41,70.42,2.62,42.732198458333336
2024-09-26,1188.02,4.61,2670.4,32.195,100.246,3.796,15.37,68.28,2.64,39.02558858333334
2024-09-30,1200.92,4.553,2647.9,31.458,100.521,3.787,16.73,68.75,2.65,45.28616783333334
2024-10-01,1202.89,4.589,2678.5,31.742,100.931,3.731,19.26,70.41,2.67,36.04926
2024-10-02,1205.32,4.649,2658.1,31.92,101.425,3.783,18.9,70.74,2.77,34.96098116666666
2024-10-03,1185.59,4.553,2667.4,32.464,101.75,3.846,20.49,74.33,2.75,35.907237333333335
2024-10-07,1186.84,4.5665,2654.0,32.004,102.301,4.026,22.64,77.76,2.51,40.293262166666665
2024-10-08,1178.05,4.4565,2623.5,30.6,102.303,4.035,21.42,74.26,2.51,39.11661675
2024-10-09,1178.86,4.3995,2614.1,30.67,102.695,4.067,20.86,73.85,2.43,36.39200575
2024-10-10,1175.04,4.4275,2627.4,31.24,102.773,4.094,20.93,76.46,2.26,30.593222166666667
2024-10-15,1191.08,4.3375,2667.0,31.756,103.055,4.038,20.64,71.22,2.37,45.548667458333334
2024-10-16,1203.96,4.3675,2679.3,31.974,103.4,4.016,19.58,70.97,2.21,46.606945125
2024-10-17,1194.49,4.325,2695.5,31.774,103.652,4.096,19.11,71.26,2.19,42.453099
2024-10-21,1199.97,4.3595,2726.8,34.078,103.834,4.182,18.37,71.16,1.76,42.463115458333334
2024-10-22,1200.49,4.3805,2747.4,35.041,103.909,4.206,18.2,72.84,1.76,35.451719875
2024-10-23,1198.41,4.3365,2717.1,33.839,104.277,4.242,19.24,71.37,1.9,39.888186624999996
2024-10-24,1189.47,4.3515,2736.5,33.795,103.919,4.202,19.08,70.58,2.04,38.038880125
2024-10-28,1209.21,4.3625,2743.6,34.001,104.183,4.278,19.8,67.65,2.03,34.02442425
2024-10-29,1195.78,4.3605,2768.8,34.441,104.191,4.274,19.34,67.48,1.82,30.76264529166667
2024-10-30,1186.12,4.36,2800.8,34.234,103.862,4.299,20.35,68.91,2.03,28.9918495
2024-10-31,1167.31,4.3515,2749.3,32.953,103.878,4.281,23.16,69.58,1.82,31.302018583333336
2024-11-04,1159.87,4.4375,2746.2,32.765,103.79,4.286,21.98,71.83,1.35,27.13142579166667
2024-11-05,1180.81,4.481,2749.7,32.934,103.324,4.28,20.49,72.26,1.62,28.169260875000003
2024-11-06,1153.66,4.2595,2676.3,31.485,104.985,4.431,16.27,71.98,1.8,37.70016566666667
2024-11-07,1184.13,4.44,2705.8,32.013,104.37,4.325,15.2,72.69,1.49,37.230847000000004
2024-11-12,1160.63,4.154,2606.3,30.915,105.95,4.429,14.71,68.43,1.92,30.284158666666666
2024-11-13,1154.49,4.102,2586.5,30.817,106.379,4.45,14.02,68.76,2.06,41.04926404166667
2024-11-14,1147.9,4.105,2572.9,30.724,106.598,4.445,14.31,68.99,2.11,38.16772216666667
2024-11-18,1165.21,4.1335,2614.6,31.379,106.201,4.413,15.58,69.46,2.08,27.899806958333333
2024-11-19,1172.3,4.153,2631.0,31.417,106.143,4.395,16.35,69.75,2.1,29.075892166666666
2024-11-20,1163.53,4.164,2651.7,31.159,106.616,4.413,17.16,69.25,2.32,27.708777791666666
2024-11-21,1177.7,4.138,2674.9,31.099,106.93,4.419,16.87,70.39,2.84,36.02366620833333
2024-11-25,1203.06,4.1215,2618.5,30.396,106.77,4.274,14.6,69.41,2.78,29.426522333333335
2024-11-26,1193.39,4.075,2621.3,30.567,106.968,4.294,14.1,69.05,3.19,32.060219833333335
2024-11-27,1200.44,4.117,2652.3,30.455,106.048,4.26,14.1,69.03,3.39,36.187207666666666
2024-12-02,1198.89,4.1135,2646.5,30.742,106.423,4.195,13.34,68.35,3.05,60.70276225
2024-12-03,1199.09,4.1845,2655.9,31.363,106.34,4.226,13.3,70.15,2.94,53.235611166666665
2024-12-04,1197.51,4.183,2664.3,31.786,106.29,4.183,13.45,68.81,2.75,45.731241708333336
2024-12-05,1203.79,4.1745,2636.1,31.406,105.701,4.177,13.54,68.58,2.95,47.715309708333336
2024-12-09,1203.77,4.258,2673.3,32.481,106.125,4.2,14.19,68.65,3.05,32.046851
2024-12-10,1179.03,4.2535,2705.6,32.612,106.382,4.227,14.18,68.85,2.9,31.258599375
2024-12-11,1184.21,4.245,2741.5,32.823,106.695,4.274,13.58,70.57,2.9,36.60876016666666
2024-12-12,1181.36,4.225,2695.1,31.482,106.959,4.335,13.92,70.25,3.12,47.20361866666667
2024-12-16,1167.51,4.1705,2657.0,30.927,107.03,4.402,14.69,71.03,2.87,29.579557875000003
2024-12-17,1163.61,4.125,2649.6,30.796,106.663,4.394,15.87,70.31,2.85,29.782961999999998
2024-12-18,1124.83,4.1355,2640.8,30.61,107.749,4.518,27.62,70.8,3.01,30.559629208333334
2024-12-19,1110.5,4.0555,2596.0,29.282,108.152,4.565,24.09,70.1,3.15,32.53914008333333
2024-12-23,1122.58,4.0635,2615.5,30.06,107.807,4.588,16.78,69.5,2.89,61.22568475
2024-12-26,1140.4,4.108,2640.3,30.234,107.893,4.584,14.73,70.38,2.96,31.949955083333336
2024-12-30,1144.75,4.093,2618.1,29.412,107.933,4.532,17.4,71.73,3.39,24.027503
2025-01-02,1146.38,4.026,2669.0,29.9,109.209,4.561,17.93,73.79,3.65,34.08634320833333
2025-01-06,1180.2,4.1615,2647.4,30.583,108.101,4.623,16.04,74.31,4.05,62.163924208333334
2025-01-07,1182.4,4.1955,2665.4,30.686,108.378,4.684,17.82,74.99,3.8,60.95315887499999
2025-01-08,1191.58,4.2585,2672.4,30.69,108.926,4.692,17.7,73.99,3.75,67.88489779166666
2025-01-13,1114.02,4.3255,2678.6,30.309,109.812,4.789,19.19,79.57,4.4,46.48610204166667
2025-01-14,1127.52,4.3425,2682.3,30.351,109.11,4.792,18.71,78.2,4.32,57.12258075
2025-01-15,1133.96,4.389,2717.8,31.531,108.916,4.654,16.12,80.73,4.45,60.20400191666667
2025-01-16,1166.05,4.441,2750.9,31.725,108.817,4.611,16.6,79.35,4.3,56.84993145833334
2025-01-21,1193.94,4.341,2785.6,31.496,107.861,4.572,15.06,76.79,4.4,240.841556125
2025-01-22,1175.98,4.301,2797.4,31.42,107.962,4.612,15.1,76.12,3.91,181.17684870833332
2025-01-23,1191.83,4.3055,2778.3,30.712,107.863,4.645,15.02,75.03,3.91,86.83444541666667
2025-01-27,1137.37,4.208,2752.4,30.283,107.16,4.533,17.9,73.51,3.71,42.173558416666665
2025-01-28,1134.21,4.2245,2781.0,30.755,107.683,4.533,16.41,74.15,3.4,38.48306575
2025-01-29,1134.4,4.2605,2781.5,31.264,107.809,4.533,16.56,72.94,3.38,36.224885625
2025-01-30,1149.34,4.3075,2845.2,32.493,107.631,4.519,15.84,73.1,3.12,36.771615625
2025-02-03,1131.7,4.3055,2857.1,32.526,108.877,4.551,18.62,73.52,3.3,34.479890250000004
2025-02-04,1142.14,4.3535,2875.8,33.022,107.823,4.512,17.21,73.04,3.25,36.067616083333334
2025-02-05,1171.03,4.444,2893.0,32.976,107.442,4.423,15.77,71.39,3.22,52.795033
2025-02-06,1182.0,4.461,2876.7,32.626,107.547,4.435,15.5,70.97,3.31,40.492144833333334
2025-02-10,1207.66,4.707,2934.4,32.491,108.193,4.5,15.81,72.73,3.48,46.71033666666667
2025-02-11,1218.18,4.601,2932.6,32.322,107.833,4.536,16.02,73.67,3.65,49.30653387500001
2025-02-12,1220.13,4.7045,2928.7,32.785,107.823,4.625,15.89,71.72,3.97,53.044892125
2025-02-13,1235.8,4.778,2945.4,32.726,107.216,4.532,15.1,71.66,4.43,44.163180875
2025-02-18,1280.06,4.6425,2949.0,33.373,106.955,4.551,15.35,72.21,6.4,71.13391470833334
2025-02-19,1296.79,4.614,2936.1,33.043,107.063,4.534,15.27,72.58,7.15,110.13112579166666
2025-02-20,1325.15,4.666,2956.1,33.486,106.269,4.506,15.66,72.88,5.62,111.52530766666666
2025-02-24,1262.6,4.5635,2949.7,32.763,106.509,4.399,18.98,71.06,3.86,42.90292983333333
2025-02-25,1253.72,4.5035,2906.0,31.976,106.228,4.297,19.43,69.15,3.88,39.215674125
2025-02-26,1252.92,4.5615,2917.8,32.419,106.329,4.254,19.1,68.87,3.9,33.87561041666667
2025-02-27,1228.16,4.6185,2895.9,32.11,107.176,4.265,21.13,70.62,3.91,35.27631341666667
2025-03-03,1193.79,4.607,2901.1,32.31,106.669,4.158,22.78,68.63,3.8,60.06355379166666
2025-03-04,1200.14,4.5565,2920.6,32.381,105.687,4.241,23.51,68.47,4.39,43.007166874999996
2025-03-05,1234.2,4.794,2926.0,33.134,104.252,4.279,21.93,66.58,4.4,40.68871254166667
2025-03-06,1203.37,4.8075,2926.6,33.338,104.028,4.279,24.87,66.62,4.39,49.82742983333333
2025-03-10,1187.97,4.6665,2899.4,32.53,103.62,4.218,27.86,66.31,4.23,48.23201233333333
2025-03-11,1195.96,4.766,2920.9,33.147,102.931,4.281,26.92,66.52,4.57,38.463180875
2025-03-12,1200.94,4.8495,2946.8,33.743,103.587,4.315,24.23,67.65,4.18,48.04022895833333
2025-03-13,1182.58,4.9255,2991.3,34.306,103.83,4.269,24.66,66.82,3.89,48.50868475000001
2025-03-17,1237.67,4.959,3034.1,34.308,103.47,4.298,20.51,67.84,4.15,51.44820895833333
2025-03-18,1222.14,5.0165,3068.9,34.818,102.892,4.283,21.7,67.49,4.17,52.20684666666667
2025-03-19,1206.98,5.1,3069.1,34.205,103.093,4.246,19.9,67.4,4.21,40.63281558333333
2025-03-20,1197.68,5.112,3071.3,33.991,103.497,4.24,19.8,68.55,4.23,49.545387291666664
2025-03-24,1200.82,5.0925,3044.0,33.45,103.936,4.338,17.48,69.46,4.03,44.78452829166667
2025-03-25,1175.4,5.185,3039.6,34.023,103.831,4.316,17.15,69.48,3.94,52.331775666666665
2025-03-26,1165.79,5.2185,3037.3,34.054,104.207,4.353,18.33,70.05,3.85,52.98940004166667
2025-03-27,1152.14,5.0985,3075.8,34.905,103.992,4.36,18.69,70.3,3.88,51.80485645833334
2025-03-31,1129.91,5.034,3150.3,34.611,103.883,4.21,22.28,71.87,4.11,45.78575075
2025-04-01,1140.75,5.035,3146.0,34.309,103.949,4.16,21.77,71.61,3.96,39.716030958333334
2025-04-02,1151.32,5.0405,3166.2,34.65,103.491,4.125,21.51,72.12,4.04,45.01252629166667
2025-04-03,1128.02,4.8285,3121.7,31.97,101.795,4.036,30.02,67.43,4.21,44.023748125
2025-04-07,1039.52,4.186,2973.6,29.604,102.972,4.201,46.98,61.05,3.97,65.84026304166666
2025-04-08,1003.68,4.144,2990.2,29.686,102.701,4.289,52.33,60.04,3.85,66.442215875
2025-04-09,1051.45,4.1925,3079.4,30.415,102.623,4.325,33.62,62.63,3.42,62.333680125
2025-04-10,1047.72,4.3365,3177.5,30.759,100.61,4.424,40.72,60.57,3.7,54.33872495833333
2025-04-14,1078.93,4.6255,3226.3,32.167,99.397,4.383,30.89,61.99,3.57,55.94994045833334
2025-04-15,1077.02,4.626,3240.4,32.297,99.962,4.339,30.12,61.74,3.27,46.35328445833333
2025-04-16,1065.82,4.6855,3346.4,32.98,99.143,4.28,32.64,62.88,3.25,45.007002375000006
2025-04-21,1062.84,4.78,3425.3,32.521,98.044,4.416,33.82,63.48,3.16,43.77722633333334
2025-04-22,1078.51,4.928,3419.4,32.905,98.69,4.4,30.57,64.6,3.12,42.610975125
2025-04-23,1090.27,4.895,3294.1,33.547,99.636,4.384,28.45,62.64,3.12,46.65377866666666
2025-04-24,1100.05,4.9105,3348.6,33.503,99.168,4.314,26.47,63.55,2.87,43.329896749999996
2025-04-28,1117.32,4.8645,3333.0,33.165,98.789,4.205,25.15,63.3,2.96,29.600120416666666
2025-04-29,1135.27,4.8725,3333.6,33.577,99.018,4.171,24.17,61.84,3.17,39.56922029166667
2025-04-30,1151.09,4.609,3319.1,32.828,99.27,4.167,24.7,59.55,3.12,37.39166108333333
2025-05-01,1158.41,4.628,3222.2,32.469,100.054,4.215,24.6,60.59,3.08,41.665281875
2025-05-05,1186.25,4.699,3322.3,32.474,99.64,4.348,23.64,58.5,3.26,40.85781004166667
2025-05-06,1185.72,4.778,3422.8,33.381,99.047,4.298,24.76,60.42,3.08,38.457266624999995
2025-05-07,1174.99,4.6595,3391.9,32.791,99.435,4.268,23.55,59.42,3.18,38.089254375
2025-05-08,1168.16,4.604,3306.0,32.617,100.49,4.379,22.48,61.25,3.23,34.99636625
2025-05-12,1185.54,4.621,3228.0,32.624,101.599,4.472,18.39,63.32,3.19,39.345454958333335
2025-05-13,1183.04,4.723,3247.8,33.1,100.826,4.47,18.22,65.04,3.27,42.268234125
2025-05-14,1190.93,4.6505,3188.3,32.444,100.873,4.541,18.62,64.48,3.31,39.46111908333334
2025-05-15,1195.82,4.6835,3226.6,32.68,100.729,4.431,17.83,63.03,3.2,47.71296195833333
2025-05-19,1214.4,4.6705,3261.4,32.507,100.288,4.447,18.14,63.98,2.96,29.898125041666663
2025-05-20,1212.74,4.654,3312.6,33.174,99.977,4.483,18.09,63.97,3.15,35.3741225
2025-05-21,1209.06,4.672,3341.9,33.646,99.435,4.595,20.87,62.93,3.2,35.27732654166667
2025-05-22,1198.7,4.6795,3323.6,33.219,99.849,4.528,20.28,62.55,3.0,32.57858641666667
2025-05-27,1207.69,4.715,3313.7,33.311,99.425,4.445,18.96,61.61,3.2,33.072595125
2025-05-28,1196.33,4.6505,3308.3,33.16,99.785,4.474,19.31,62.54,3.09,33.87994345833334
2025-05-29,1203.3,4.6755,3343.9,33.423,99.209,4.425,19.18,61.66,2.97,39.00260191666667
2025-06-02,1209.96,4.8585,3397.2,34.694,98.635,4.441,18.36,63.27,3.0,23.798383166666667
2025-06-03,1215.69,4.834,3377.1,34.633,99.159,4.457,17.69,64.1,2.84,25.516946625
2025-06-04,1242.67,4.8865,3399.2,34.648,98.73,4.356,17.61,63.57,2.8,39.425761125
2025-06-05,1244.46,4.933,3375.1,35.805,98.704,4.389,18.48,64.06,2.86,45.07778566666667
2025-06-09,1250.18,4.925,3354.9,36.796,98.442,4.475,17.16,65.99,3.13,30.909509666666665
2025-06-10,1259.99,4.9,3343.4,36.642,99.07,4.473,16.95,65.66,2.79,34.90195270833333
2025-06-11,1258.78,4.8145,3343.7,36.261,98.604,4.419,17.26,68.91,2.73,37.23660891666667
2025-06-12,1263.88,4.8355,3402.4,36.295,97.901,4.364,18.02,68.73,2.9,46.326615583333336
2025-06-16,1263.04,4.836,3417.3,36.448,97.702,4.448,19.11,72.53,2.9,38.972038625
2025-06-17,1256.88,4.809,3406.9,37.151,98.394,4.386,21.6,75.62,2.9,35.91570279166667
2025-06-18,1259.75,4.853,3408.1,36.913,98.468,4.39,20.14,75.89,3.43,41.304774208333335
2025-06-23,1262.7,4.843,3380.6,36.153,98.01,4.341,19.83,69.36,3.5,97.70675629166668
2025-06-24,1294.48,4.867,3320.0,35.701,97.45,4.294,17.48,65.45,3.3,154.42880695833333
2025-06-25,1278.03,4.913,3329.0,36.085,97.273,4.29,16.76,65.98,3.26,108.36827541666666
2025-06-26,1271.83,5.0925,3333.9,36.757,96.762,4.245,16.59,66.44,3.23,75.29854999999999
2025-06-30,1293.99,5.0825,3307.7,36.172,96.493,4.231,16.73,66.3,3.26,52.36452329166667
2025-07-01,1284.67,5.0995,3349.8,36.397,96.467,4.241,16.83,66.64,3.14,50.199967625
2025-07-02,1296.72,5.1975,3359.7,36.727,96.429,4.282,16.64,68.66,3.1,49.506808875
2025-07-03,1305.82,5.1415,3342.9,37.084,96.822,4.346,16.38,68.13,3.24,50.682040875000006
2025-07-07,1281.07,5.026,3342.8,36.904,97.141,4.382,17.79,69.16,3.24,60.89381591666666
2025-07-08,1285.1,5.6855,3316.9,36.749,97.172,4.417,16.81,69.55,3.2,66.48431649999999
2025-07-09,1285.6,5.4865,3321.0,36.63,97.199,4.342,15.94,69.61,3.08,63.25402845833333
2025-07-10,1286.13,5.591,3325.7,37.305,97.322,4.346,15.78,67.78,3.11,52.269182291666674
2025-07-14,1297.06,5.5505,3359.1,38.742,97.763,4.427,17.2,68.19,3.21,59.368935083333334
2025-07-15,1317.25,5.5775,3336.7,38.11,98.31,4.489,17.38,67.76,3.31,67.139316375
2025-07-16,1327.99,5.526,3359.1,38.119,98.075,4.455,17.16,67.13,3.42,75.913344125
2025-07-17,1335.23,5.5125,3345.3,38.303,98.446,4.463,16.52,68.76,3.52,94.52244400000001
2025-07-21,1340.72,5.6375,3462.9,39.334,97.57,4.37,16.65,68.39,3.5,44.91700533333333
2025-07-22,1344.42,5.7215,3501.8,39.555,97.117,4.336,16.5,67.56,3.16,38.12610195833333
2025-07-23,1356.84,5.8195,3455.1,39.503,96.943,4.388,15.37,66.05,3.08,43.93894066666667
2025-07-24,1359.89,5.8015,3431.1,39.224,97.124,4.408,15.39,67.16,3.13,68.05818554166667
2025-07-28,1348.83,5.5975,3354.0,38.043,98.395,4.42,15.03,67.81,3.12,112.28664275
2025-07-29,1340.75,5.607,3368.3,38.101,98.647,4.328,15.98,70.27,3.08,168.25720408333333
2025-07-30,1329.66,5.586,3352.8,37.739,99.586,4.378,15.48,71.09,2.98,99.36965820833332
2025-07-31,1329.12,4.3545,3348.6,36.712,99.743,4.36,16.72,70.36,2.99,51.313418041666665
2025-08-04,1323.93,4.4375,3426.4,37.328,98.586,4.198,17.52,67.33,2.89,35.84616454166667
2025-08-05,1321.04,4.386,3434.7,37.823,98.581,4.196,17.85,66.2,2.98,38.26859054166666
2025-08-06,1309.31,4.413,3433.4,37.902,97.983,4.218,16.77,65.38,3.02,36.957952166666665
