root,abs_root
(-47.207338361755795-0j),47.207338361755795
(-15.855454247979884+12.387691191969772j),20.120892685897132
(-15.855454247979884-12.387691191969772j),20.120892685897132
(13.073842970286817-0j),13.073842970286817
(-8.23540707412785-0j),8.23540707412785
