Date,delta_total
2021-03-10,0.27865277528992705
2021-03-11,1.380201275084114
2021-03-15,0.47363078542149567
2021-03-16,0.43908094147206944
2021-03-17,0.4139739195121352
2021-03-18,0.5185176864401901
2021-03-22,0.6356101413195417
2021-03-23,1.0867392313078363
2021-03-24,0.7696943410105619
2021-03-25,0.31115286840984047
2021-03-29,0.3791365084306824
2021-03-30,0.6832865305263963
2021-03-31,0.6896211523430931
2021-04-05,0.33219048022270004
2021-04-06,0.1991238422680163
2021-04-07,0.24325384066862268
2021-04-08,0.5072560381522708
2021-04-12,0.4039298016459701
2021-04-13,0.39560986045345864
2021-04-14,0.619760745099152
2021-04-15,0.8061147170766491
2021-04-19,0.3276502712999591
2021-04-20,0.21369918847477215
2021-04-21,0.7682335711419638
2021-04-22,0.6417192475813274
2021-04-26,0.5402330301682517
2021-04-27,0.24505300941528563
2021-04-28,0.2548727387216954
2021-04-29,0.22312745648977186
2021-05-03,0.8949373004187979
2021-05-04,0.3635171140083893
2021-05-05,0.3788664025184422
2021-05-06,0.6728399821211144
2021-05-10,0.3358338944834619
2021-05-11,0.460825110519332
2021-05-12,0.6856089186473966
2021-05-13,0.6372878260516482
2021-05-17,0.485372956772377
2021-05-18,0.4330303535867392
2021-05-19,0.6350546777216233
2021-05-20,0.23249323865621566
2021-05-24,0.503330066361252
2021-05-25,0.35199516618280813
2021-05-26,0.26847560398433823
2021-05-27,0.2840046973018539
2021-06-01,0.19727289478700702
2021-06-02,0.22688033781505057
2021-06-03,1.082716679949519
2021-06-07,0.6078449775599977
2021-06-08,0.27056715487091665
2021-06-09,0.21919835154100997
2021-06-10,0.3498403446636879
2021-06-14,0.3521057808246018
2021-06-15,0.4005891602481901
2021-06-16,0.6621904952674538
2021-06-17,1.9528410075981244
2021-06-21,0.7571469034275194
2021-06-22,0.3049087818435608
2021-06-23,0.14878319005773538
2021-06-24,0.18919003282124813
2021-06-28,0.3790147521918646
2021-06-29,0.16888111692540686
2021-06-30,0.32064446946583497
2021-07-01,0.3204746806690738
2021-07-06,0.7539779151266818
2021-07-07,0.3402330597133397
2021-07-08,0.39947340119985136
2021-07-12,0.18994700145863233
2021-07-13,0.35768086656202
2021-07-14,0.3464991576287805
2021-07-15,0.22848138576799504
2021-07-19,0.9439112617463743
2021-07-20,0.5837416659527113
2021-07-21,0.2698790137637622
2021-07-22,0.3538337426476359
2021-07-26,0.39141054817903803
2021-07-27,0.4329767590609755
2021-07-28,0.2481331139999982
2021-07-29,0.5837028471781984
2021-08-02,0.302070594661508
2021-08-03,0.2337200564695397
2021-08-04,0.565144367998676
2021-08-05,0.16995815508193313
2021-08-09,0.5783365328537081
2021-08-10,0.7666921308532784
2021-08-11,0.2527427680356646
2021-08-12,0.1923054295086017
2021-08-16,0.4995679227318286
2021-08-17,0.72784203175493
2021-08-18,0.5870366250212172
2021-08-19,0.38368439901478907
2021-08-23,0.8580702402829057
2021-08-24,0.598758370148449
2021-08-25,0.35790439520771405
2021-08-26,0.21760048027943069
2021-08-30,0.46834834566010725
2021-08-31,0.17150162433830235
2021-09-01,0.4187625215436355
2021-09-02,0.5514325241760163
2021-09-07,0.7029000046189774
2021-09-08,0.48516413482875415
2021-09-09,0.6247887928319954
2021-09-13,0.4887240210188671
2021-09-14,0.3475187973901863
2021-09-15,0.5691559470047562
2021-09-16,0.9836673671750849
2021-09-20,0.8599293715334416
2021-09-21,0.31966524922964856
2021-09-22,0.8313949575529849
2021-09-23,0.7514249133280307
2021-09-27,0.8225586390403044
2021-09-28,0.8874313611033048
2021-09-29,0.6649870492529308
2021-09-30,0.7872440455448931
2021-10-04,0.9454143158344678
2021-10-05,0.6120185823192159
2021-10-06,0.47753421764458887
2021-10-07,0.32088889718829006
2021-10-11,0.7321698949065022
2021-10-12,0.5818985543976022
2021-10-13,0.7674547084023581
2021-10-14,0.994970033866313
2021-10-18,0.462908138205175
2021-10-19,0.871946149831167
2021-10-20,0.6311728711593814
2021-10-21,0.8336286915679504
2021-10-25,0.31038648173533223
2021-10-26,0.3238074695625364
2021-10-27,0.3633701406632825
2021-10-28,0.5585481043094582
2021-11-01,0.36831124699072554
2021-11-02,0.467873803354554
2021-11-03,0.7369179314294377
2021-11-04,0.6913913180490243
2021-11-08,0.5108098267055137
2021-11-09,0.2900853900965392
2021-11-10,1.2998306373517032
2021-11-11,1.3488649346703445
2021-11-15,0.2703521314942802
2021-11-16,0.3915834188083488
2021-11-17,0.46400449040621305
2021-11-18,0.27889466866022483
2021-11-22,0.7844099940888525
2021-11-23,1.2768819073421518
2021-11-24,0.8064662474950298
2021-11-29,1.1778955293221072
2021-11-30,0.9545306207874071
2021-12-01,0.6475321590682105
2021-12-02,0.2669941410048691
2021-12-06,0.5870843383202692
2021-12-07,0.7336275245097017
2021-12-08,0.736842886680743
2021-12-09,0.5830529074125028
2021-12-13,0.4744717969561053
2021-12-14,0.3728629557763837
2021-12-15,0.624149377678858
2021-12-16,0.6887454630276728
2021-12-20,0.2589792758894206
2021-12-21,0.42359615340138934
2021-12-22,0.6733417815893079
2021-12-27,0.6226690236811494
2021-12-28,0.21796801778072972
2021-12-29,0.32806303401380177
2021-12-30,0.114992188429824
2022-01-03,0.8339189110272752
2022-01-04,0.8066091762719693
2022-01-05,1.1910915291570405
2022-01-06,1.2422602270142216
2022-01-10,0.7436998778536025
2022-01-11,0.5467036769193488
2022-01-12,0.5802280054542833
2022-01-13,0.4992477742656274
2022-01-18,0.6409253655790429
2022-01-19,1.2688686201827382
2022-01-20,0.8539443690852085
2022-01-24,0.7867823732145589
2022-01-25,0.5037623411594052
2022-01-26,0.770722840502583
2022-01-27,1.1260606458966769
2022-01-31,0.9897204853403635
2022-02-01,0.5397464079204931
2022-02-02,0.138804986413941
2022-02-03,0.548377607657607
2022-02-07,0.5888274495575315
2022-02-08,0.49587409274954447
2022-02-09,0.21729614228244581
2022-02-10,0.8339892847550563
2022-02-14,0.6573026277166832
2022-02-15,0.6189552186963797
2022-02-16,0.30487870119849364
2022-02-17,0.7523859244309515
2022-02-22,0.41799721249807
2022-02-23,0.3187723910077185
2022-02-24,0.6487707000950101
2022-02-28,1.1091387935396577
2022-03-01,1.754254716287747
2022-03-02,2.6257636989884503
2022-03-03,0.7834896142926343
2022-03-07,1.4272127059856172
2022-03-08,0.7687789495838102
2022-03-09,0.8093632586068225
2022-03-10,1.1477573882038155
2022-03-14,0.7079399785919781
2022-03-15,0.8463043580815061
2022-03-16,0.8815765859221845
2022-03-17,0.891924521425517
2022-03-21,0.5540170308939313
2022-03-22,0.19312714009065413
2022-03-23,0.2901708768330956
2022-03-24,0.5481616123683232
2022-03-28,0.5545155962050993
2022-03-29,0.6610335405419808
2022-03-30,0.5194471565018551
2022-03-31,0.26497259385873007
2022-04-04,0.6034803048755357
2022-04-05,0.803251025542561
2022-04-06,0.16909288200508166
2022-04-07,0.3683849170227802
2022-04-11,0.574603576646797
2022-04-12,0.5717093721574411
2022-04-13,0.5178093252448391
2022-04-18,0.6744172828882684
2022-04-19,0.38738023742602756
2022-04-20,0.49996934469004484
2022-04-21,0.41572176015545065
2022-04-25,0.8257831494607406
2022-04-26,0.953849165388665
2022-04-27,0.3485195765783117
2022-04-28,0.4814484469629643
2022-05-02,0.6142859684769829
2022-05-03,0.8783216101402823
2022-05-04,0.523804984997369
2022-05-05,0.7127473082633179
2022-05-09,1.2556239829011084
2022-05-10,0.44308821106228136
2022-05-11,0.302177437104035
2022-05-12,0.7472036410120945
2022-05-16,0.8123296845030206
2022-05-17,0.7091645956351147
2022-05-18,1.0941691072980382
2022-05-19,0.5971742691774753
2022-05-23,0.7510808463696281
2022-05-24,0.6455172672085568
2022-05-25,0.45016689476749416
2022-05-26,0.1161050515523078
2022-05-31,0.17768294787417904
2022-06-01,0.4693418247512513
2022-06-02,0.8134701052889796
2022-06-06,0.41108354258299895
2022-06-07,0.24105075405283838
2022-06-08,0.320873523515996
2022-06-09,0.20108727058836395
2022-06-13,1.6496875747204311
2022-06-14,0.8195841578322919
2022-06-15,1.1223438442107792
2022-06-16,1.1111646180314279
2022-06-21,0.4354915900044845
2022-06-22,0.6212641657798657
2022-06-23,1.225706268452819
2022-06-27,0.9042000532311363
2022-06-28,0.42661368273901346
2022-06-29,0.8396500096917329
2022-06-30,0.4917767973861735
2022-07-05,1.3823655196391056
2022-07-06,0.9704389117789382
2022-07-07,0.23779852045414088
2022-07-11,0.39633842814019904
2022-07-12,0.4778549459932042
2022-07-13,0.2144349107444729
2022-07-14,0.6896643249545271
2022-07-18,0.5801489548222548
2022-07-19,0.5882128882742576
2022-07-20,0.2728606173556668
2022-07-21,0.5059008101414744
2022-07-25,0.855624083383626
2022-07-26,0.12862083203602703
2022-07-27,0.29794363122508066
2022-07-28,1.475136748205753
2022-08-01,0.8774238384936284
2022-08-02,0.44674597001742256
2022-08-03,0.8486538893095488
2022-08-04,0.993237974841396
2022-08-08,0.4073322365768166
2022-08-09,0.14872826587175997
2022-08-10,0.6155823343189306
2022-08-11,1.134259874197731
2022-08-15,0.2404303783790939
2022-08-16,0.21366595924343035
2022-08-17,0.3695346061573116
2022-08-18,0.32040650247178953
2022-08-22,0.9173177676917842
2022-08-23,0.5869559132049442
2022-08-24,0.20838682860946398
2022-08-25,0.39151557984533186
2022-08-29,0.814713958010095
2022-08-30,0.5911956975353445
2022-08-31,0.3996544952281607
2022-09-01,0.8277867954981923
2022-09-06,1.1521118975325075
2022-09-07,0.49118747927413803
2022-09-08,0.4321925626776689
2022-09-12,1.0617226778412716
2022-09-13,1.8388763211553065
2022-09-14,0.4255596351103504
2022-09-15,0.36632555437631553
2022-09-19,0.22582038553300193
2022-09-20,0.4316595455812662
2022-09-21,0.3767660171920648
2022-09-22,0.4043260028912739
2022-09-26,0.9622001216959518
2022-09-27,0.4906111756927929
2022-09-28,0.5167641599644861
2022-09-29,0.6016980993600104
2022-10-03,1.096574719228121
2022-10-04,0.7591540922106976
2022-10-05,0.47800202285129956
2022-10-06,0.39267697438610794
2022-10-10,0.6161647460834782
2022-10-11,0.20666572224811888
2022-10-12,0.2401161478098765
2022-10-13,0.3445340460149402
2022-10-17,0.5775009521980221
2022-10-18,0.4144434369380663
2022-10-19,0.27613505071184186
2022-10-20,0.5351902338694066
2022-10-24,0.6053588215197764
2022-10-25,0.40470386715959095
2022-10-26,1.0287285429620188
2022-10-27,0.5420488626667103
2022-10-31,0.3696633920570418
2022-11-01,0.9917008754992308
2022-11-02,0.5443191973920546
2022-11-03,0.6113672886604433
2022-11-07,0.7203995960172312
2022-11-08,0.840299830284421
2022-11-09,0.4871495432216174
2022-11-10,1.5326092762232644
2022-11-14,1.7387038538360036
2022-11-15,0.24022103281115306
2022-11-16,0.7031724659256801
2022-11-17,1.6776962550163559
2022-11-21,0.41809381457372546
2022-11-22,0.178816275166782
2022-11-23,0.2880775953211255
2022-11-28,0.28135226907166855
2022-11-29,0.34269341530584024
2022-11-30,0.4563634387226038
2022-12-01,0.9904761803543396
2022-12-05,0.7909736518962067
2022-12-06,0.2378159251268448
2022-12-07,0.1828459731014292
2022-12-08,0.1910749893145574
2022-12-12,0.22895358307909103
2022-12-13,1.3893858266706318
2022-12-14,1.1090973103188349
2022-12-15,1.6357617519257168
2022-12-19,0.5986362449835612
2022-12-20,1.8804423567765924
2022-12-21,0.25308258000377903
2022-12-22,0.31017181119632664
2022-12-27,0.23642598452811792
2022-12-28,0.27052163562628845
2022-12-29,0.7319024097553807
2023-01-03,1.4849943735885915
2023-01-04,0.3057864080928454
2023-01-05,0.8195090312799035
2023-01-09,0.37517375600499026
2023-01-10,0.5869387902635312
2023-01-11,0.8077693561741052
2023-01-12,0.9158944903276792
2023-01-17,1.044211790832554
2023-01-18,0.6906899126514892
2023-01-19,0.39187507001671995
2023-01-23,0.15792723457069457
2023-01-24,0.2228073812098909
2023-01-25,0.278391548233634
2023-01-26,0.4389963723955349
2023-01-30,0.5801698060855939
2023-01-31,0.24939278302705625
2023-02-01,1.0985266607996136
2023-02-02,0.9392041481499493
2023-02-06,1.3731402372923276
2023-02-07,0.8788361816577267
2023-02-08,0.29001684563553315
2023-02-09,0.3054171884217203
2023-02-13,0.4798573098360737
2023-02-14,0.19472273452649674
2023-02-15,0.5831016779388274
2023-02-16,0.6087571068428206
2023-02-21,0.6460690133479493
2023-02-22,0.5681829260336045
2023-02-23,0.5946411778092283
2023-02-27,0.37930390857934615
2023-02-28,0.17299795660501197
2023-03-01,0.387588725307187
2023-03-02,0.4305766904743977
2023-03-06,0.19975175305930307
2023-03-07,1.068679848244762
2023-03-08,0.3219614288032255
2023-03-09,0.5334103460106491
2023-03-13,1.115394829303638
2023-03-14,1.0475669997226915
2023-03-15,0.9015550844745973
2023-03-16,0.4515502763563069
2023-03-20,0.9909249582286378
2023-03-21,0.8816169035886222
2023-03-22,0.6614261228644941
2023-03-23,0.570887756940664
2023-03-27,0.41898156504511697
2023-03-28,0.4429830828010671
2023-03-29,0.36580361298045727
2023-03-30,0.5234470857168142
2023-04-03,0.870895126513249
2023-04-04,0.7547320944400997
2023-04-05,0.36772291448742356
2023-04-10,0.3626963096185723
2023-04-11,0.5704082593658993
2023-04-12,0.2711589232088375
2023-04-13,0.3799428297582067
2023-04-17,0.8343190035166419
2023-04-18,0.33024807118924876
2023-04-19,0.17083014221133697
2023-04-20,0.46174943650483397
2023-04-24,0.43371177963406526
2023-04-25,0.6661920321751021
2023-04-26,0.2901263583569062
2023-04-27,0.5225964342946186
2023-05-01,0.5296563212990931
2023-05-02,1.3380677416652116
2023-05-03,0.9275807812295331
2023-05-04,0.3826938260830586
2023-05-08,0.11383571048868824
2023-05-09,0.26776711816343857
2023-05-10,0.3923975422295739
2023-05-11,1.5331712696897022
2023-05-15,0.92344773255701
2023-05-16,0.7898437475248602
2023-05-17,0.8665477455771777
2023-05-18,0.9271324069697062
2023-05-22,0.4002829874525772
2023-05-23,0.34882711663735594
2023-05-24,1.2162281495144658
2023-05-25,0.759681561896544
2023-05-30,0.3147978714719132
2023-05-31,0.38884413433243104
2023-06-01,0.6142035337695793
2023-06-05,0.3615030860512952
2023-06-06,0.09197141079600019
2023-06-07,0.17102633662110658
2023-06-08,0.5649228633340059
2023-06-12,0.563032231082769
2023-06-13,0.4503353138030126
2023-06-14,0.4600313223806185
2023-06-15,0.33331770701308366
2023-06-20,0.5822485795709463
2023-06-21,0.25155514040163257
2023-06-22,0.17014439186638078
2023-06-26,0.4280051617663938
2023-06-27,0.2291904307566841
2023-06-28,0.4555467322096428
2023-06-29,0.4014186314732141
2023-07-03,0.13265111388266995
2023-07-05,0.45306892142025446
2023-07-06,1.0057619599865435
2023-07-10,0.2633356185134943
2023-07-11,0.2748272936897674
2023-07-12,0.9523387412974917
2023-07-13,0.42560618860162297
2023-07-17,0.5022481412468408
2023-07-18,0.27478749633395144
2023-07-19,0.1910084335737522
2023-07-20,0.5196940949641358
2023-07-24,0.3783017055578546
2023-07-25,0.2208869310396949
2023-07-26,0.35218584784138013
2023-07-27,0.7944667925674329
2023-07-31,0.4814105550994333
2023-08-01,0.4275529926740486
2023-08-02,0.8548758170481513
2023-08-03,0.4104533671691299
2023-08-07,0.4250859191932379
2023-08-08,0.4720720659035523
2023-08-09,0.15586795942035248
2023-08-10,0.08614507020004206
2023-08-14,0.12465103766737043
2023-08-15,0.29198518385262867
2023-08-16,0.3728703778265324
2023-08-17,0.3141598233182238
2023-08-21,0.2774320121848933
2023-08-22,0.12889227795701477
2023-08-23,1.0133008373239625
2023-08-24,0.804741021150171
2023-08-28,0.2609489028226252
2023-08-29,0.3306780660711876
2023-08-30,0.28605110908384707
2023-08-31,0.1297531522131145
2023-09-05,0.3419016354283993
2023-09-06,0.177377714823014
2023-09-07,0.1828526876819503
2023-09-11,0.27019231000903554
2023-09-12,0.16893200647733186
2023-09-13,0.2505367932051449
2023-09-14,0.3359838283745259
2023-09-18,0.15211447514320214
2023-09-19,0.4537021590747952
2023-09-20,0.9906623220223488
2023-09-21,1.2514944214619073
2023-09-25,1.0730895418032436
2023-09-26,0.5504667388592832
2023-09-27,0.33995163184628757
2023-09-28,0.40964018927268353
2023-10-02,1.9999223003802342
2023-10-03,1.560101588851671
2023-10-04,0.5465668374017958
2023-10-05,0.36308713728486536
2023-10-09,0.425173864862361
2023-10-10,0.14401106238756953
2023-10-11,0.5672879588446812
2023-10-12,0.5352364700416534
2023-10-16,1.4928313749145312
2023-10-17,1.6584256678493874
2023-10-18,0.5705033610383587
2023-10-19,0.4831907374446865
2023-10-23,0.6293443510623871
2023-10-24,0.2394125718130273
2023-10-25,0.355614070406302
2023-10-26,0.9176736719944791
2023-10-30,1.309570051483104
2023-10-31,0.985555915937779
2023-11-01,0.45823758546027066
2023-11-02,0.6113199978725061
2023-11-06,0.5036371020141396
2023-11-07,0.255539875478316
2023-11-08,0.7329109233130963
2023-11-09,0.5067424471960993
2023-11-13,1.1051751797272398
2023-11-14,1.2913513429762857
2023-11-15,0.7740301792090313
2023-11-16,0.23643555036280642
2023-11-20,0.5564089209433969
2023-11-21,0.5134039353074996
2023-11-22,0.3536417836500835
2023-11-27,0.5678960322091262
2023-11-28,0.46648929433889563
2023-11-29,0.542529698314863
2023-11-30,0.4351739712946915
2023-12-04,0.2936199785349293
2023-12-05,0.46789128954821857
2023-12-06,0.49956143600789027
2023-12-07,0.4056897861603363
2023-12-11,0.7482091440760134
2023-12-12,0.39022198028969124
2023-12-13,0.7250474896029163
2023-12-14,0.5697667860854544
2023-12-18,0.46238178701300836
2023-12-19,0.42061551746289594
2023-12-20,0.6160954007344258
2023-12-21,0.21219843586565607
2023-12-26,0.661067479586284
2023-12-27,0.5018178752896177
2023-12-28,0.38998442529118893
2024-01-02,0.24903689181223096
2024-01-03,0.4913006002826068
2024-01-04,0.4688068378989963
2024-01-08,0.5231497916882746
2024-01-09,0.42625396736682974
2024-01-10,0.18638661209540947
2024-01-11,0.17837611135735518
2024-01-16,0.4440470508107414
2024-01-17,0.3947787957890398
2024-01-18,0.5637896998384326
2024-01-22,0.3675113685799955
2024-01-23,0.42242530417323304
2024-01-24,0.7226128656006807
2024-01-25,0.6470729341964772
2024-01-29,0.5210272824141557
2024-01-30,0.74383582624115
2024-01-31,0.4005605341546664
2024-02-01,0.4582593800713121
2024-02-05,1.3739242226006003
2024-02-06,0.3950173978316088
2024-02-07,0.3186988947711775
2024-02-08,0.1497615790584563
2024-02-12,0.17735082892657125
2024-02-13,0.8396775261818981
2024-02-14,0.5329157213269505
2024-02-15,1.9970310857880027
2024-02-20,1.4246734538084251
2024-02-21,0.2620563487596822
2024-02-22,0.6415110665272503
2024-02-26,0.7905774164906294
2024-02-27,0.19207319925683253
2024-02-28,0.1771342590326608
2024-02-29,0.3198901854183864
2024-03-04,1.1288066330531394
2024-03-05,0.3758006766392759
2024-03-06,0.27258049111038096
2024-03-07,0.5345948200274006
2024-03-11,0.2769027703646021
2024-03-12,0.4930514359718588
2024-03-13,0.7091081107014251
2024-03-14,0.4282004904110921
2024-03-18,0.3716795530259855
2024-03-19,0.16340235797332434
2024-03-20,0.313150957320299
2024-03-21,0.3886993997442058
2024-03-25,0.2285822665267628
2024-03-26,0.21721525452319224
2024-03-27,0.29808652767576677
2024-04-01,0.5772674733203336
2024-04-02,0.6558681880712023
2024-04-03,0.8097014733971875
2024-04-04,0.696425260794103
2024-04-08,0.21927712722854412
2024-04-09,0.2948092816193931
2024-04-10,1.5383171426595226
2024-04-11,0.9153688624019795
2024-04-15,0.6643976208544108
2024-04-16,0.9185510939994462
2024-04-17,0.8873550929589743
2024-04-18,0.4658409530432171
2024-04-22,0.6135934573032511
2024-04-23,0.4346386941520927
2024-04-24,0.12313964604095909
2024-04-25,0.33995264776438106
2024-04-29,0.41394618116243925
2024-04-30,1.5512542622136258
2024-05-01,0.803481886155859
2024-05-02,0.4292922101409388
2024-05-06,1.0137128373139013
2024-05-07,0.29216054902261457
2024-05-08,0.1473036729841158
2024-05-09,0.28887619658192754
2024-05-13,0.6643351666532382
2024-05-14,0.6124372438199353
2024-05-15,1.3566934506684345
2024-05-16,0.4979261472406003
2024-05-20,0.6850959175311053
2024-05-21,1.0570413764915927
2024-05-22,0.5913714258038322
2024-05-23,0.3487619212495104
2024-05-28,0.5332533620314582
2024-05-29,0.6817131094104953
2024-05-30,1.024012954592981
2024-06-03,0.35317671795344685
2024-06-04,0.23543634640906652
2024-06-05,0.5130720211013535
2024-06-06,0.5029576338013678
2024-06-10,0.9374141326744413
2024-06-11,0.49917406982888873
2024-06-12,0.5180560207671983
2024-06-13,0.7535718453174477
2024-06-17,0.24996975129335197
2024-06-18,0.3601255975282447
2024-06-20,0.6036272243456859
2024-06-24,0.44459168644524
2024-06-25,0.2260780985731115
2024-06-26,0.353145747462932
2024-06-27,0.300804322198488
2024-07-01,0.2560649253217652
2024-07-02,0.15241142080184866
2024-07-03,0.7334865061503769
2024-07-08,0.7060268906015927
2024-07-09,0.4402992304386442
2024-07-10,0.370649159879692
2024-07-11,0.892846489393709
2024-07-15,0.4924662822401551
2024-07-16,0.7708504715976487
2024-07-17,0.4637750167936741
2024-07-18,0.7441917832365681
2024-07-22,1.2150324982047536
2024-07-23,0.8209425432932674
2024-07-24,0.7833569567491652
2024-07-25,0.8444713531866839
2024-07-29,0.7045875927808035
2024-07-30,0.3812243862522285
2024-07-31,1.191712620532973
2024-08-01,0.7951895328263966
2024-08-05,2.3512050576100942
2024-08-06,2.02532237106828
2024-08-07,1.4219369552158423
2024-08-08,0.5350377087545629
2024-08-12,0.3861075605540815
2024-08-13,0.3504000584296725
2024-08-14,0.5053500842928773
2024-08-15,0.40372920882184316
2024-08-19,0.4317302167481706
2024-08-20,0.31870142133145773
2024-08-21,0.2613431850138837
2024-08-22,0.3122829520894063
2024-08-26,0.40246626189274776
2024-08-27,0.25499365173783606
2024-08-28,0.3941784789267924
2024-08-29,0.3143005006784047
2024-09-03,0.8353535848099836
2024-09-04,1.0994933927191877
2024-09-05,0.23575041017441828
2024-09-09,0.5101335846270048
2024-09-10,0.3185063469640993
2024-09-11,0.18131800160083508
2024-09-12,0.6696085438424095
2024-09-16,0.2884625752759056
2024-09-17,0.43364632118970964
2024-09-18,0.2740343212055825
2024-09-19,0.24587329313956485
2024-09-23,0.682666598193674
2024-09-24,0.3108890309051935
2024-09-25,0.8380111059982082
2024-09-26,0.3613939894876364
2024-09-30,0.16333694402971116
2024-10-01,0.4316123175018111
2024-10-02,0.48501149614092803
2024-10-03,0.5177282813187954
2024-10-07,0.550504409409546
2024-10-08,0.46068240598415416
2024-10-09,0.510071063220227
2024-10-10,0.09733579658057138
2024-10-15,0.2840858052902184
2024-10-16,0.3240071098589939
2024-10-17,0.6066309367681844
2024-10-21,0.9262381892323343
2024-10-22,0.34648580270698304
2024-10-23,0.6860059198899899
2024-10-24,0.3630775487194865
2024-10-28,0.2751130348499144
2024-10-29,0.24890279178837305
2024-10-30,0.45731610643096127
2024-10-31,0.6645940555244257
2024-11-04,0.4939796919491039
2024-11-05,0.38310033194381055
2024-11-06,2.028108887467185
2024-11-07,2.0828209667122595
2024-11-12,0.4523691893740686
2024-11-13,0.5696442936749042
2024-11-14,0.5464210322316029
2024-11-18,0.46064135498585596
2024-11-19,0.6563335736154331
2024-11-20,0.371672725627477
2024-11-21,0.39160584868226084
2024-11-25,1.138427424985499
2024-11-26,0.48970436525885525
2024-11-27,0.48073791005427063
2024-12-02,0.3308324395676699
2024-12-03,0.32929197469603
2024-12-04,0.5445417882283156
2024-12-05,0.3619067092034519
2024-12-09,0.6835859192461734
2024-12-10,0.40677306014111003
2024-12-11,0.2597241407911889
2024-12-12,0.3950626132453049
2024-12-16,0.4743814005684483
2024-12-17,0.2779709257851859
2024-12-18,2.2279442522960116
2024-12-19,1.819830200261461
2024-12-23,0.27019434162782463
2024-12-26,0.2543693438935013
2024-12-30,0.31140076221238594
2025-01-02,0.7829544579715219
2025-01-06,1.042031433631656
2025-01-07,0.1837829672330575
2025-01-08,0.3166631081695506
2025-01-13,1.6315324344681708
2025-01-14,0.8254696771660012
2025-01-15,1.2727117657981855
2025-01-16,0.7982742504387873
2025-01-21,1.084447220821363
2025-01-22,0.497090637567164
2025-01-23,0.6053108950499042
2025-01-27,1.1124094057489198
2025-01-28,1.4194062663449787
2025-01-29,0.6589059990620205
2025-01-30,0.49903222655442997
2025-02-03,1.5502850499019116
2025-02-04,0.4230488201425805
2025-02-05,0.7931036206242633
2025-02-06,0.6583263573603322
2025-02-10,0.9260202754270369
2025-02-11,0.43340061283919334
2025-02-12,0.9274568738031075
2025-02-13,0.4137831382203765
2025-02-18,0.5515428137490599
2025-02-19,0.4922858930714343
2025-02-20,0.9021807617326985
2025-02-24,1.2137984869900649
2025-02-25,0.47066375402440597
2025-02-26,0.19140563394862686
2025-02-27,0.9230527111995248
2025-03-03,1.0682389935845678
2025-03-04,1.047886315154383
2025-03-05,1.3463586834696653
2025-03-06,1.1602395052194174
2025-03-10,0.5510171228687994
2025-03-11,0.5428061976051264
2025-03-12,0.4957433006524368
2025-03-13,0.4406041454223789
2025-03-17,0.5300685006194817
2025-03-18,0.5490887115933076
2025-03-19,0.49141148014955155
2025-03-20,0.2425714926874579
2025-03-24,0.4687383357342569
2025-03-25,0.3424105913449649
