t,raw_SOLVPN_to_COPPER,raw_COPPER_to_SOLVPN,pairwise_net_SOLVPN_to_COPPER,SOLVPN_to_ALL,event_mask_raw,event_mask_net,event_mask_final
147,5.314891441284306,1.6347232769572715,3.6801681643270348,47.250303771360265,0,1,0
148,5.604286123470178,2.029197214694287,3.575088908775891,48.47232808297399,0,0,0
149,3.840930061794904,2.0397570082062324,1.8011730535886716,41.34717051623405,0,0,0
150,3.8664802083853713,1.7012446838903013,2.16523552449507,33.92505869857189,0,0,0
151,3.3079356273966307,4.971492901723424,-1.6635572743267937,21.21125604351073,0,0,0
152,2.9421177196212365,5.917522658524113,-2.975404938902877,20.90425133341423,0,0,0
153,2.44818176279488,5.206311132525446,-2.758129369730566,21.832224346012815,0,0,0
154,0.49043868564561616,5.909219555913628,-5.418780870268012,18.201368156685803,0,0,0
155,0.7402835201790025,4.683513365694595,-3.9432298455155927,18.459022683232874,0,0,0
156,0.15745947194482282,3.517846939841571,-3.360387467896748,17.11135451310851,0,0,0
157,0.1309998737424473,3.053569583586655,-2.9225697098442076,13.929011240535502,0,0,0
158,0.6182562794754127,1.3824480231839713,-0.7641917437085586,20.599590361668056,0,0,0
159,0.6348797040485682,2.67007834014096,-2.035198636092392,20.783926331747566,0,0,0
160,1.447432952885825,3.2950406604991245,-1.8476077076132995,22.069156124698978,0,0,0
161,1.5579485514832858,3.286968627141139,-1.729020075657853,22.62843052562222,0,0,0
162,1.3070041476908816,3.306561695097558,-1.9995575474066765,20.432322562612917,0,0,0
163,1.9961292617519117,2.9976293840448105,-1.0015001222928988,39.340138421386364,0,0,0
164,1.8578899637610402,3.386024558363063,-1.5281345946020226,32.70830978101925,0,0,0
165,1.789847514809461,3.39762331505874,-1.6077758002492788,32.82454935626649,0,0,0
166,2.0009225755763853,3.0899175633784344,-1.088994987802049,28.94020337547321,0,0,0
167,0.8721322660556634,3.381919333913482,-2.5097870678578187,29.172155671186268,0,0,0
168,0.9854025005555597,8.450814799048562,-7.4654122984930025,31.147497377622393,0,0,0
169,1.420640677006285,4.332283423485999,-2.9116427464797137,33.430660339399246,0,0,0
170,3.4559616840893126,2.301811792462756,1.1541498916265565,50.62098672745511,0,0,0
171,4.155966415690348,0.2977064084210231,3.858260007269325,58.17071871175929,0,1,0
172,3.4497041650477787,0.7300944217422363,2.7196097433055426,49.24454617068435,0,0,0
173,3.0337870810126533,0.5194566652772312,2.5143304157354223,45.3810954770042,0,0,0
174,1.929710110423917,1.0553492448147697,0.8743608656091473,40.849317371295676,0,0,0
175,1.8016086581213404,0.8556656003009657,0.9459430578203747,37.752561136497775,0,0,0
176,0.8864639633614594,0.49929865026139847,0.3871653131000609,41.46074675516961,0,0,0
177,1.3783944251170461,0.4938609015644327,0.8845335235526135,41.79443725742629,0,0,0
178,1.193288775874513,1.3887905715920572,-0.19550179571754422,38.903775319615214,0,0,0
179,1.0776582482845847,0.6407148988273533,0.43694334945723134,38.38650804113447,0,0,0
180,1.2052788735111684,2.759398262929632,-1.5541193894184635,33.39326691289298,0,0,0
181,2.9665774113197134,2.9836603925292318,-0.017082981209518344,30.728438993481014,0,0,0
182,2.9016818889156317,2.488344178879186,0.4133377100364459,32.08151239702143,0,0,0
183,3.4167963335173286,3.032811312446711,0.3839850210706177,33.06355417556319,0,0,0
184,4.695121920546082,4.96879007416738,-0.2736681536212977,32.038527284847056,0,0,0
185,2.417454520285301,6.000658605670287,-3.583204085384986,25.322994087627578,0,0,0
186,2.3758487252580105,4.138559590293984,-1.7627108650359737,30.64341980050434,0,0,0
187,2.545734035269621,3.4602825713555476,-0.9145485360859267,30.03276538952617,0,0,0
188,2.1099969064499615,2.7458622437796105,-0.635865337329649,32.208803895437235,0,0,0
189,0.866365837910204,5.770622233666185,-4.904256395755981,17.48970442941911,0,0,0
190,2.5068967464636223,4.875126613729971,-2.3682298672663484,28.068389125053276,0,0,0
191,1.3189958753097717,4.199061725228554,-2.8800658499187826,24.87171051197069,0,0,0
192,2.2419002762711138,3.853521228241493,-1.6116209519703792,25.318205334646212,0,0,0
193,2.280617217785924,2.0678677577014843,0.2127494600844395,33.257879676906974,0,0,0
194,2.887082468928601,1.2786441161348738,1.6084383527937274,33.06010722904777,0,0,0
195,5.877990355961908,0.4924380221284978,5.38555233383341,66.46510984745727,0,1,0
196,6.198883604181941,0.5256494511941071,5.673234152987834,63.4287869564382,0,1,0
197,7.558828316949503,2.6187885826728796,4.940039734276624,63.349660139012826,0,1,0
198,7.743598255261934,1.2397102738806174,6.503887981381316,65.61746150408526,0,1,0
199,8.79803821962505,1.777115787597987,7.020922432027064,68.68660300247352,0,1,0
200,10.719747905036947,1.1800064686069687,9.539741436429978,73.10405441882173,0,1,0
201,9.323752698394792,1.308698081344181,8.01505461705061,66.18247248830554,0,1,0
202,8.193380103369995,0.8739252239836024,7.3194548793863925,49.179030194427476,0,1,0
203,10.009553283119569,0.8912170409872361,9.118336242132333,66.13752784370729,0,1,0
204,2.819628942140752,1.3511435150915363,1.4684854270492156,50.91466476802892,0,0,0
205,3.4351644185537893,1.4857339461401626,1.9494304724136267,48.290956617006465,0,0,0
206,3.355031369786185,2.084134941627649,1.2708964281585362,48.07077605704046,0,0,0
207,3.358208743083476,1.8879634702397834,1.4702452728436926,48.251485743955975,0,0,0
208,3.596683349784751,3.2816422568452297,0.3150410929395213,51.7722763847139,0,0,0
209,3.953656737332003,3.0992335287557746,0.8544232085762284,52.61757645351361,0,0,0
210,2.687247344028733,3.123282038997156,-0.4360346949684226,40.31740196797292,0,0,0
211,2.5706792017700213,3.2848160498374863,-0.714136848067465,36.01511034773475,0,0,0
212,1.6091811720572928,2.6342852636800775,-1.0251040916227847,30.72359668012742,0,0,0
213,1.5804267529775748,2.5694576084410556,-0.9890308554634808,32.60958117719034,0,0,0
214,1.647138174963615,2.704261649154123,-1.0571234741905082,31.6541918627477,0,0,0
215,3.6492307290604895,5.496817822853652,-1.8475870937931624,40.785452455283625,0,0,0
216,1.2727912745063454,5.423077214757266,-4.150285940250921,29.580283977468532,0,0,0
217,1.3925988597511636,4.23720970713731,-2.844610847386146,28.67188463570492,0,0,0
218,1.1748176999985636,2.8687335244303394,-1.6939158244317758,23.521356698495772,0,0,0
219,0.5185885112144832,4.604486804343342,-4.085898293128858,21.768815238530706,0,0,0
220,0.6606981702937273,1.2645985094753451,-0.6039003391816178,20.803880017890258,0,0,0
221,0.40345112537187855,1.5726848925038617,-1.169233767131983,20.798373112894247,0,0,0
222,4.814620960377377,2.240288447043828,2.5743325133335495,35.16586193530168,0,0,0
223,5.932547674375748,3.952693423288598,1.9798542510871497,38.62992494677754,0,0,0
224,18.64683480874902,13.846957358163776,4.799877450585244,103.95609414511858,1,1,1
225,18.424557778820503,17.41937836000126,1.0051794188192424,98.94369511018107,1,0,0
226,16.922341520220748,17.45648376483061,-0.534142244609864,81.94052790589573,1,0,0
227,18.38047893224376,17.129502992839956,1.250975939403805,82.64764560762552,1,0,0
228,17.25441494459099,17.912199229147593,-0.6577842845566018,65.3650383802177,1,0,0
229,13.20344663190382,12.502643762011376,0.7008028698924438,62.152354595569065,0,0,0
230,11.87967211021009,11.966862599054243,-0.08719048884415415,64.54425342522515,0,0,0
231,12.051499750731079,11.15052925476823,0.9009704959628486,69.5633620868625,0,0,0
232,11.558319541289181,9.938505698996119,1.6198138422930626,76.09529193339327,0,0,0
233,11.176248711004058,8.4827921215576,2.693456589446459,82.32004399235296,0,0,0
234,9.79533837617713,7.734678272430279,2.0606601037468506,65.42375765612894,0,0,0
235,11.676355481927192,8.426672317000417,3.2496831649267754,67.85986322155406,0,0,0
236,12.068259226041192,7.243028216406791,4.825231009634401,69.49070658642503,0,1,0
237,11.853090590314451,9.343657140955727,2.509433449358724,70.69772267269609,0,0,0
238,12.13417133845654,8.131803161049854,4.0023681774066855,72.96987801869398,0,1,0
239,11.860172637196552,10.230536556830053,1.6296360803664989,65.65377273372266,0,0,0
240,11.211639868189646,10.228151314226688,0.9834885539629585,58.61237099521041,0,0,0
241,11.389666666901334,10.240976066017932,1.148690600883402,59.719564427632925,0,0,0
242,11.408244336051947,10.062300948079127,1.3459433879728202,59.623829666830034,0,0,0
243,11.248971771446268,9.235901825869195,2.0130699455770724,55.43810088359348,0,0,0
244,5.266091034754709,7.294131822344759,-2.02804078759005,57.05578092214895,0,0,0
245,18.08595595626744,5.11337168177676,12.97258427449068,151.825526721025,1,1,1
246,12.614663293570283,6.833387109542883,5.7812761840274,93.90516484135526,0,1,0
247,14.711332486264157,6.267812028395296,8.44352045786886,100.69906869655256,0,1,0
248,11.71217821536617,6.782107078058592,4.9300711373075785,90.59229758118185,0,1,0
249,10.606391880816568,6.172252810605635,4.434139070210933,87.60484863817837,0,1,0
250,10.32932775186297,8.891235842541736,1.4380919093212334,85.81734247502894,0,0,0
251,11.36157646480029,7.8937512859778876,3.4678251788224026,93.42833912347706,0,0,0
252,4.36596486549315,5.111107239386667,-0.7451423738935166,71.66629381298219,0,0,0
253,4.043781930608,5.566832799773866,-1.523050869165866,56.33614116307491,0,0,0
254,2.6485491252175644,4.2199643447232145,-1.57141521950565,57.422992232249776,0,0,0
255,1.7701500871346976,2.6641611764178625,-0.894011089283165,60.86108962073099,0,0,0
256,2.360182892294818,1.7561085852306935,0.6040743070641246,93.32386197681498,0,0,0
257,2.804288550475429,2.0307101572233934,0.7735783932520355,115.95348014309499,0,0,0
258,3.7627936132126845,5.103993973996529,-1.3412003607838443,63.23748740321904,0,0,0
259,3.853757316314202,6.27390496638852,-2.4201476500743184,62.52297886617938,0,0,0
260,4.287842180531674,5.4716501273816815,-1.1838079468500071,53.204517115079,0,0,0
261,4.483481755797947,5.681007628893472,-1.1975258730955245,52.40309979666434,0,0,0
262,3.8976662549377603,6.564515897332229,-2.6668496423944688,40.2799366807784,0,0,0
263,4.4586320937683395,6.634369446254526,-2.1757373524861867,38.98192674036164,0,0,0
264,6.588621528684128,8.213270767465602,-1.6246492387814735,44.36121721145655,0,0,0
265,8.687500881236385,13.803788931992933,-5.116288050756548,48.589657568674056,0,0,0
266,7.311847833082336,14.692502697241968,-7.380654864159633,41.691364134926914,0,0,0
267,6.473259804184356,10.986804562318111,-4.513544758133755,43.840772473040495,0,0,0
268,3.515169042390066,12.09495303749833,-8.579783995108265,31.61708262462023,0,0,0
269,4.1911287852292505,13.525247904783344,-9.334119119554092,27.48450476285415,0,0,0
270,3.4469846399619044,13.106889608237266,-9.659904968275361,27.64658913154269,0,0,0
271,3.5522884127606527,13.864705090419397,-10.312416677658744,26.294960475726427,0,0,0
272,5.658314428510888,16.457140151968712,-10.798825723457824,31.726319301383228,0,0,0
273,5.400757400857943,14.533285154373024,-9.132527753515081,43.711864052657326,0,0,0
274,3.6611354093135993,20.03706081291455,-16.375925403600952,31.912257165688878,0,0,0
275,3.3060753015454427,9.273007145224835,-5.966931843679392,58.09352886074603,0,0,0
276,4.61438931646347,8.383997156882463,-3.7696078404189937,45.91849762404298,0,0,0
277,5.533304424479849,14.329536478926572,-8.796232054446723,43.631233734231124,0,0,0
278,11.538025288463952,10.724496416598363,0.8135288718655893,86.37671596165141,0,0,0
279,9.187730939228194,8.303916844386908,0.883814094841286,81.26520522057595,0,0,0
280,6.328254997636865,9.488252851750428,-3.1599978541135627,62.696426507639366,0,0,0
281,6.332133833953249,7.175706402512317,-0.8435725685590674,58.716057913414964,0,0,0
282,10.75487769255466,5.963084098806766,4.791793593747894,65.71824383231447,0,1,0
283,13.47181529818677,8.942086251937798,4.529729046248972,69.31374950153571,0,1,0
284,15.40310923769041,5.884319280586879,9.518789957103532,87.55052759617453,0,1,0
285,13.522021600998043,5.734641679955086,7.787379921042957,81.99119378568933,0,1,0
286,14.80050381162347,5.964737846221975,8.835765965401496,86.56589713792575,0,1,0
287,14.46049724980668,6.10228913437306,8.35820811543362,89.94888611937074,0,1,0
288,13.485683799916256,6.438398566472786,7.0472852334434695,93.32885831428305,0,1,0
289,16.10967692216497,6.928475911619782,9.181201010545188,92.49099702618415,1,1,1
290,15.954391135576973,4.021449280092193,11.932941855484781,96.9835329918482,0,1,0
291,13.161934498432505,5.160012872864749,8.001921625567755,93.85390538135779,0,1,0
292,14.087275809686686,4.649919810492008,9.437355999194677,86.45459071119859,0,1,0
293,8.077170507884121,5.936409728489628,2.140760779394493,72.01119065052104,0,0,0
294,8.341080724359598,5.802691164894462,2.538389559465136,55.4588874100951,0,0,0
295,8.286088905636285,4.559750458514691,3.726338447121594,58.02863851648022,0,1,0
296,9.571126243010713,6.299456424935943,3.2716698180747708,58.00271304573332,0,0,0
297,12.135649851709575,6.549064696662555,5.58658515504702,67.59997222325183,0,1,0
298,6.799894125609793,5.751941841815595,1.0479522837941975,66.58703139792414,0,0,0
299,7.364432499008548,7.734580123382635,-0.3701476243740869,70.19029885814926,0,0,0
300,7.479778558001432,6.661018369035398,0.8187601889660341,61.97098818091001,0,0,0
301,6.014105329190158,7.463458633945084,-1.4493533047549265,58.29637827466329,0,0,0
302,3.019860717282216,5.169635072969489,-2.149774355687273,58.09788143717471,0,0,0
303,3.6873101381244866,6.913154250583722,-3.2258441124592356,64.78479872921892,0,0,0
304,4.707981156976186,5.545145819763201,-0.8371646627870151,57.10868724314878,0,0,0
305,4.485223600131845,10.909857498703168,-6.424633898571323,60.65827500724144,0,0,0
306,4.30205623355131,9.66090592976979,-5.3588496962184795,54.61962378393169,0,0,0
307,4.073549326954501,10.235483561848122,-6.1619342348936215,53.27924008200226,0,0,0
308,6.353635057262628,9.623287230465191,-3.269652173202563,44.51602004717154,0,0,0
309,6.160213104699872,4.511912247496555,1.6483008572033162,50.410652849962375,0,0,0
310,6.129617337327393,4.389325297576149,1.7402920397512442,56.15062098186746,0,0,0
311,7.6950012377971095,4.12225822869211,3.5727430091049994,55.63040344163525,0,0,0
312,9.202505040931884,5.360552826759454,3.84195221417243,88.19017479006058,0,1,0
313,9.89978021488671,4.719974767176556,5.179805447710153,107.75457227919537,0,1,0
314,8.148053145472758,3.916032907786276,4.232020237686482,93.98406541212546,0,1,0
315,8.10577646720254,4.582223603858885,3.5235528633436557,93.38968792088336,0,0,0
316,7.893596104673371,7.315140605454534,0.5784554992188369,93.9457107457321,0,0,0
317,8.071291528215365,6.317634521504542,1.7536570067108235,92.16878741543539,0,0,0
318,6.152061350238661,10.49624603621606,-4.3441846859774,77.10292820536642,0,0,0
319,5.149663919251824,10.276417661117652,-5.126753741865827,62.112988761357286,0,0,0
320,6.399660371540534,13.389997903103499,-6.990337531562965,60.528037219750665,0,0,0
321,4.732189876596377,11.394059102614216,-6.661869226017839,63.41891200290866,0,0,0
322,7.738972851712756,10.401612664145432,-2.6626398124326762,78.3342048346023,0,0,0
323,7.900185576468981,10.157665965344169,-2.257480388875188,78.04227666297385,0,0,0
324,8.142160733322665,9.816250607985332,-1.6740898746626662,77.89575013779165,0,0,0
325,7.9792457467081634,9.986702139810038,-2.007456393101875,73.4297264488337,0,0,0
326,13.064812205267259,13.756790876037359,-0.6919786707700997,79.07919911619067,0,0,0
327,11.367981140933805,8.921957983021445,2.446023157912361,77.78616410301788,0,0,0
328,10.898922155452057,7.552523211817505,3.3463989436345525,80.5676752554711,0,0,0
329,10.317018956434334,6.691460000863408,3.6255589555709253,83.12237109620946,0,0,0
330,9.832453357042533,6.8107912906088375,3.021662066433696,86.80978185888222,0,0,0
331,16.130122696397724,11.25390237999072,4.876220316407004,146.2819075277844,1,1,1
