Pair,Mean,Median,Std,Positive_Ratio,Q10,Q25,Q75,Q90
dlog_SOLVPN_to_dlog_COPPER,0.7184965800544275,0.7570239787875317,5.385502952321076,0.5897187196896218,-4.914615082770289,-1.9977291892362836,2.869364418341517,5.892126502396655
