Date,Horizon,Response
2024-08-06,8,-2.0325036362786366
2024-08-06,9,-2.0898618725962104
2024-08-06,10,-2.038922105520688
2024-08-06,11,-1.9487387957173465
2024-08-06,12,-2.0962114058722583
2024-08-06,13,-1.9570265786833019
2024-08-06,14,-2.0369045569316895
2024-08-06,15,-1.5158514728001107
2024-08-06,16,-1.2517116648909066
2024-08-06,17,-2.115454647435676
2024-08-06,18,-1.8410714729830895
2024-08-06,19,-2.032698710645995
2024-08-06,20,-2.169887056009259
2024-11-06,0,1.6450085555233747
2024-11-06,1,1.699720634768449
2024-11-06,2,0.06926885743025807
2024-11-06,3,0.18654396173109367
2024-11-06,4,0.16332070028779233
2024-11-06,5,0.07754102304204541
2024-11-06,6,0.27323324167162255
2024-11-06,7,-0.01142760631633355
2024-11-06,8,0.008505516738450292
2024-11-06,9,0.7553270930416885
2024-11-06,10,0.1066040333150447
2024-11-06,11,0.09763757811046009
2024-11-06,12,-0.05226789237614066
2024-11-06,13,-0.05380835724778055
2024-11-06,14,0.161441456284505
2024-11-06,15,-0.02119362274035863
2024-11-06,16,0.30048558730236286
2024-11-06,17,0.023672728197299486
2024-11-06,18,-0.12337619115262166
2024-11-06,19,0.011962281301494349
2024-11-06,20,0.09128106862463775
2024-11-07,0,0.054712079245074374
2024-11-07,1,-1.5757396980931164
2024-11-07,2,-1.4584645937922809
2024-11-07,3,-1.4816878552355823
2024-11-07,4,-1.5674675324813292
2024-11-07,5,-1.371775313851752
2024-11-07,6,-1.656436161839708
2024-11-07,7,-1.6365030387849242
2024-11-07,8,-0.889681462481686
2024-11-07,9,-1.5384045222083298
2024-11-07,10,-1.5473709774129145
2024-11-07,11,-1.6972764478995153
2024-11-07,12,-1.698816912771155
2024-11-07,13,-1.4835670992388694
2024-11-07,14,-1.6662021782637333
2024-11-07,15,-1.3445229682210118
2024-11-07,16,-1.621335827326075
2024-11-07,17,-1.7683847466759963
2024-11-07,18,-1.63304627422188
2024-11-07,19,-1.5537274868987367
2024-11-07,20,-1.7501379616819992
2024-12-18,0,1.9499733265108257
2024-12-18,1,1.5418592744762751
2024-12-18,2,-0.007776584157361266
2024-12-18,3,-0.023601581891684598
2024-12-18,4,0.033429836427200044
2024-12-18,5,0.504983532186336
2024-12-18,6,0.7640605078464702
2024-12-18,7,-0.09418795855212839
2024-12-18,8,0.038692182384364726
2024-12-18,9,1.3535615086829849
2024-12-18,10,0.5474987513808153
2024-12-18,11,0.9947408400129996
2024-12-18,12,0.5203033246536014
2024-12-18,13,0.806476295036177
2024-12-18,14,0.2191197117819781
2024-12-18,15,0.3273399692647183
2024-12-18,16,0.8344384799637339
2024-12-18,17,1.1414353405597928
2024-12-18,18,0.3809350732768346
2024-12-18,19,0.22106130076924407
2024-12-18,20,1.2723141241167257
2024-12-19,0,-0.40811405203455053
2024-12-19,1,-1.9577499106681868
2024-12-19,2,-1.9735749084025103
2024-12-19,3,-1.9165434900836256
2024-12-19,4,-1.4449897943244898
2024-12-19,5,-1.1859128186643555
2024-12-19,6,-2.044161285062954
2024-12-19,7,-1.911281144126461
2024-12-19,8,-0.5964118178278408
2024-12-19,9,-1.4024745751300105
2024-12-19,10,-0.9552324864978261
2024-12-19,11,-1.4296700018572244
2024-12-19,12,-1.1434970314746487
2024-12-19,13,-1.7308536147288476
2024-12-19,14,-1.6226333572461074
2024-12-19,15,-1.1155348465470918
2024-12-19,16,-0.8085379859510329
2024-12-19,17,-1.569038253233991
2024-12-19,18,-1.7289120257415815
2024-12-19,19,-0.6776592023940999
2024-12-19,20,-1.804895432153431
2025-01-13,0,1.3148693262986202
2025-01-13,1,0.5088065689964505
2025-01-13,2,0.9560486576286349
2025-01-13,3,0.4816111422692367
2025-01-13,4,0.7677841126518123
2025-01-13,5,0.18042752939761336
2025-01-13,6,0.2886477868803536
2025-01-13,7,0.7957462975793692
2025-01-13,8,1.1027431581754281
2025-01-13,9,0.3422428908924699
2025-01-13,10,0.18236911838487935
2025-01-13,11,1.233621941732361
2025-01-13,12,0.10638571197302987
2025-01-13,13,0.4764405124547127
2025-01-13,14,0.34166324919078156
2025-01-13,15,0.6093571672574862
2025-01-13,16,0.11673750466964272
2025-01-13,17,0.6107937656335569
2025-01-13,18,0.09712003005082587
2025-01-13,19,0.23487970557950927
2025-01-13,20,0.17562278490188366
2025-02-03,0,1.0512528233474816
2025-02-03,1,-0.07598340641184947
2025-02-03,2,0.29407139406983335
2025-02-03,3,0.1592941308059022
2025-02-03,4,0.42698804887260694
2025-02-03,5,-0.06563161371523663
2025-02-03,6,0.4284246472486775
2025-02-03,7,-0.08524908833405348
2025-02-03,8,0.05251058719462992
2025-02-03,9,-0.006746333482995692
2025-02-03,10,0.4031485351782685
2025-02-03,11,0.7147662604356348
2025-02-03,12,-0.028368472530024003
2025-02-03,13,-0.3076265926058031
2025-02-03,14,0.42402048464509484
2025-02-03,15,0.5692067670301377
2025-02-03,16,0.5488540885999529
2025-02-03,17,0.8473264569152352
2025-02-03,18,0.6612072786649874
2025-02-03,19,0.05198489631436948
2025-02-03,20,0.043773971050696414
2025-04-03,0,2.0987728270956265
2025-04-03,1,2.145371355892221
2025-04-03,2,1.6459667842507906
2025-04-03,3,1.7377528849078003
2025-04-03,4,2.137592777791268
2025-04-03,5,0.7228323228503898
2025-04-03,6,0.1936793618920772
2025-04-03,7,0.5383438311525728
2025-04-03,8,0.5619668546593183
2025-04-03,9,0.13767296511310476
2025-04-03,10,0.5284102295657744
2025-04-03,11,0.3072862036264399
2025-04-03,12,0.5276765745665664
2025-04-03,13,0.36858583828170177
2025-04-03,14,1.0842399382319539
2025-04-03,15,0.7308093881425474
2025-04-03,16,0.4343452249974845
2025-04-03,17,0.17320523861628687
2025-04-03,18,0.10849452585382288
2025-04-03,19,0.6730208153966639
2025-04-03,20,0.6396345506698119
2025-04-07,0,0.04659852879659443
2025-04-07,1,-0.45280604284483617
2025-04-07,2,-0.3610199421878264
2025-04-07,3,0.03881995069564148
2025-04-07,4,-1.375940504245237
2025-04-07,5,-1.9050934652035494
2025-04-07,6,-1.560428995943054
2025-04-07,7,-1.5368059724363086
2025-04-07,8,-1.961099861982522
2025-04-07,9,-1.5703625975298523
2025-04-07,10,-1.7914866234691869
2025-04-07,11,-1.5710962525290604
2025-04-07,12,-1.730186988813925
2025-04-07,13,-1.0145328888636729
2025-04-07,14,-1.3679634389530793
2025-04-07,15,-1.6644276020981423
2025-04-07,16,-1.92556758847934
2025-04-07,17,-1.990278301241804
2025-04-07,18,-1.4257520116989628
2025-04-07,19,-1.459138276425815
2025-04-07,20,-1.3056925983025685
2025-04-08,0,-0.4994045716414306
2025-04-08,1,-0.40761847098442083
2025-04-08,2,-0.007778578100952949
2025-04-08,3,-1.4225390330418315
2025-04-08,4,-1.9516919940001438
2025-04-08,5,-1.6070275247396484
2025-04-08,6,-1.583404501232903
2025-04-08,7,-2.007698390779116
2025-04-08,8,-1.6169611263264467
2025-04-08,9,-1.8380851522657813
2025-04-08,10,-1.6176947813256548
2025-04-08,11,-1.7767855176105194
2025-04-08,12,-1.0611314176602673
2025-04-08,13,-1.4145619677496737
2025-04-08,14,-1.7110261308947368
2025-04-08,15,-1.9721661172759344
2025-04-08,16,-2.0368768300383984
2025-04-08,17,-1.4723505404955572
