Is_DC_Event,N,PairImpact_mean,PairImpact_median,DC_to_CP_mean,DC_to_CP_median,CP_to_DC_mean,CP_to_DC_median,Asymmetry_mean,Asymmetry_median,Magnitude_mean,Magnitude_median,Peak_mean,Peak_median,PeakHorizon_mean,PeakHorizon_median,HalfLife_mean,HalfLife_median,AUC_mean,AUC_median
False,46,0.11064816006539412,0.10815574916399864,0.05312457297323752,0.0379722727162667,0.05752358709215659,0.04504166395248815,-0.004399014118919069,-0.0034032419721107517,1.8350957944207782,1.7733119070954775,1.5867802773862085,1.4826126047904298,5.217391304347826,2.0,3.0,2.0,17.062328371972654,12.303284659050824
True,6,0.3839029729618075,0.3418660804785557,0.15304398582796652,0.1492309093964892,0.23085898713384098,0.26164510677256564,-0.07781500130587449,-0.18709157195265144,2.2332835999678515,2.3098475579732067,1.7193710604348171,1.5246385993718587,11.5,15.5,3.8333333333333335,2.0,12.917599965851695,11.88986799726298
