datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,37.39,40.393852,1.536666,1.467186,TRUE,1
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,36.09,39.044477,1.454166,1.500311,TRUE,1
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,34.99,37.821456,1.250312,1.581144,TRUE,1
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,35.27,38.416352,1.489583,1.656769,TRUE,1
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,51288,WESTERN HUB,,,HUB,,37.38,39.233748,-0.054895,1.908643,TRUE,1
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,51288,WESTERN HUB,,,HUB,,41.22,44.219997,1.295208,1.704789,TRUE,1
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,51288,WESTERN HUB,,,HUB,,49.42,52.029577,2.561454,0.048123,TRUE,1
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,51288,WESTERN HUB,,,HUB,,56.94,60.182492,3.217702,0.02479,TRUE,1
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,51288,WESTERN HUB,,,HUB,,55.06,56.142183,1.700935,-0.618752,TRUE,1
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,51288,WESTERN HUB,,,HUB,,55.43,56.891661,1.821663,-0.360002,TRUE,1
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,51288,WESTERN HUB,,,HUB,,58.96,59.560413,1.018748,-0.418335,TRUE,1
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,51288,WESTERN HUB,,,HUB,,56.53,56.834892,1.085623,-0.780731,TRUE,1
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,51288,WESTERN HUB,,,HUB,,55.58,56.22635,1.467602,-0.821252,TRUE,1
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,51288,WESTERN HUB,,,HUB,,54.63,56.044474,1.407185,0.007289,TRUE,1
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,51288,WESTERN HUB,,,HUB,,52.36,53.509892,1.085727,0.064165,TRUE,1
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,51288,WESTERN HUB,,,HUB,,52.5,53.075517,1.092602,-0.517085,TRUE,1
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,51288,WESTERN HUB,,,HUB,,60.43,61.149266,1.882913,-1.163647,TRUE,1
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,51288,WESTERN HUB,,,HUB,,77.62,80.187908,3.886035,-1.318127,TRUE,1
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,51288,WESTERN HUB,,,HUB,,67.47,68.160826,2.636973,-1.946147,TRUE,1
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,51288,WESTERN HUB,,,HUB,,63.16,63.464368,2.285411,-1.981043,TRUE,1
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,51288,WESTERN HUB,,,HUB,,62,64.97749,3.271242,-0.293752,TRUE,1
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,51288,WESTERN HUB,,,HUB,,60.15,63.752803,3.494888,0.107915,TRUE,1
12/1/2022 3:00:00 AM,11/30/2022 10:00:00 PM,51288,WESTERN HUB,,,HUB,,55.39,58.365201,2.522494,0.452707,TRUE,1
12/1/2022 4:00:00 AM,11/30/2022 11:00:00 PM,51288,WESTERN HUB,,,HUB,,51.03,51.963018,0.470624,0.462394,TRUE,1
12/1/2022 5:00:00 AM,12/1/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,51.66,51.821874,-0.33375,0.495624,TRUE,1
12/1/2022 6:00:00 AM,12/1/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,51.51,52.352186,0.538437,0.303749,TRUE,1
12/1/2022 7:00:00 AM,12/1/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,51.18,51.468124,-0.000938,0.289062,TRUE,1
