datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
1/1/2026 5:00:00 AM,1/1/2026 12:00:00 AM,51288,WESTERN HUB,,,HUB,,34.96,42.565871,6.435826,1.170045,True,1
1/1/2026 6:00:00 AM,1/1/2026 1:00:00 AM,51288,WESTERN HUB,,,HUB,,33.95,41.845329,6.668247,1.227082,True,1
1/1/2026 7:00:00 AM,1/1/2026 2:00:00 AM,51288,WESTERN HUB,,,HUB,,32.14,38.447092,5.148695,1.158397,True,1
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,51288,WESTERN HUB,,,HUB,,32.01,37.997251,4.913628,1.073623,True,1
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,51288,WESTERN HUB,,,HUB,,34.70,41.253974,5.333305,1.220669,True,1
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,51288,WESTERN HUB,,,HUB,,35.68,44.218424,7.452829,1.085595,True,1
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,51288,WESTERN HUB,,,HUB,,36.91,44.247485,6.256610,1.080875,True,1
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,51288,WESTERN HUB,,,HUB,,41.18,47.918090,5.322803,1.415287,True,1
1/1/2026 1:00:00 PM,1/1/2026 8:00:00 AM,51288,WESTERN HUB,,,HUB,,42.00,49.404706,6.059945,1.344761,True,1
1/1/2026 2:00:00 PM,1/1/2026 9:00:00 AM,51288,WESTERN HUB,,,HUB,,37.83,44.467491,5.445779,1.191712,True,1
1/1/2026 3:00:00 PM,1/1/2026 10:00:00 AM,51288,WESTERN HUB,,,HUB,,37.54,44.464857,5.718063,1.206794,True,1
1/1/2026 4:00:00 PM,1/1/2026 11:00:00 AM,51288,WESTERN HUB,,,HUB,,37.27,44.503552,5.987421,1.246131,True,1
1/1/2026 5:00:00 PM,1/1/2026 12:00:00 PM,51288,WESTERN HUB,,,HUB,,36.50,43.692088,5.836037,1.356051,True,1
1/1/2026 6:00:00 PM,1/1/2026 1:00:00 PM,51288,WESTERN HUB,,,HUB,,36.08,43.751450,6.179391,1.492059,True,1
1/1/2026 7:00:00 PM,1/1/2026 2:00:00 PM,51288,WESTERN HUB,,,HUB,,35.58,42.500001,5.506763,1.413238,True,1
1/1/2026 8:00:00 PM,1/1/2026 3:00:00 PM,51288,WESTERN HUB,,,HUB,,37.65,44.972033,5.881452,1.440581,True,1
1/1/2026 9:00:00 PM,1/1/2026 4:00:00 PM,51288,WESTERN HUB,,,HUB,,47.95,56.818860,7.090349,1.778511,True,1
1/1/2026 10:00:00 PM,1/1/2026 5:00:00 PM,51288,WESTERN HUB,,,HUB,,59.02,70.372516,9.174865,2.177651,True,1
1/1/2026 11:00:00 PM,1/1/2026 6:00:00 PM,51288,WESTERN HUB,,,HUB,,58.21,67.985780,8.166313,1.609467,True,1
1/2/2026 12:00:00 AM,1/1/2026 7:00:00 PM,51288,WESTERN HUB,,,HUB,,58.47,67.567230,7.875467,1.221763,True,1
1/2/2026 1:00:00 AM,1/1/2026 8:00:00 PM,51288,WESTERN HUB,,,HUB,,56.03,63.983858,6.907367,1.046491,True,1
1/2/2026 2:00:00 AM,1/1/2026 9:00:00 PM,51288,WESTERN HUB,,,HUB,,53.32,62.443762,7.842310,1.281452,True,1
1/2/2026 3:00:00 AM,1/1/2026 10:00:00 PM,51288,WESTERN HUB,,,HUB,,49.27,59.999999,9.201561,1.528438,True,1
1/2/2026 4:00:00 AM,1/1/2026 11:00:00 PM,51288,WESTERN HUB,,,HUB,,44.26,52.943596,7.369738,1.313858,True,1
