t,TCI,diag_mean,offdiag_mean,diag_minus_offdiag,row_err,net_abs_mean
241,55.6162911532899,0.44383708846710085,0.061795879059210995,0.3820412094078899,1.1102230246251565e-16,0.17229353693123134
242,55.25214394922152,0.4474785605077848,0.061391271054690576,0.38608728945309423,2.220446049250313e-16,0.17351161000284432
243,53.67228145321793,0.4632771854678207,0.059635868281353255,0.40364131718646745,1.1102230246251565e-16,0.14851786923972332
244,53.311097350497775,0.4668890264950223,0.05923455261166419,0.40765447388335807,2.220446049250313e-16,0.1488997599501587
245,56.78552445515444,0.4321447554484556,0.06309502717239382,0.36904972827606175,3.3306690738754696e-16,0.22707954141991196
246,51.046269537686385,0.4895373046231362,0.05671807726409598,0.4328192273590402,2.220446049250313e-16,0.15899408893320238
247,51.50414783861616,0.4849585216138384,0.05722683093179574,0.42773169068204264,2.220446049250313e-16,0.1616832322298545
248,50.826727588530964,0.49173272411469016,0.0564741417650344,0.43525858234965575,2.220446049250313e-16,0.1354157781696459
249,50.78898537285315,0.4921101462714687,0.05643220596983683,0.43567794030163187,2.220446049250313e-16,0.12656054869428746
250,48.03365946910048,0.5196634053089955,0.053370732743444976,0.4662926725655505,2.220446049250313e-16,0.15046581440596934
251,50.23084008159786,0.49769159918402134,0.05581204453510874,0.4418795546489126,2.220446049250313e-16,0.13699672684277717
252,48.297619023868215,0.517023809761318,0.05366402113763135,0.46335978862368665,2.220446049250313e-16,0.12934025470467186
253,48.76925039765826,0.5123074960234174,0.054188055997398066,0.45811944002601934,2.220446049250313e-16,0.13621591261473365
254,49.02609019638513,0.509739098036149,0.05447343355153903,0.45526566448461,2.220446049250313e-16,0.12989536522998216
255,48.4851408608567,0.5151485913914329,0.05387237873428522,0.46127621265714763,3.3306690738754696e-16,0.12251024476979269
256,47.7262940862645,0.5227370591373548,0.053029215651405004,0.4697078434859498,2.220446049250313e-16,0.12824921486562063
257,47.04637514360655,0.5295362485639346,0.05227375015956283,0.47726249840437174,1.1102230246251565e-16,0.13195600664642937
258,47.15254732024725,0.5284745267975275,0.052391719244719165,0.4760828075528083,2.220446049250313e-16,0.1353433141431018
259,46.47066053921974,0.5352933946078026,0.051634067265799714,0.48365932734200284,2.220446049250313e-16,0.13388895848632762
260,48.32388598129144,0.5167611401870854,0.053693206645879385,0.463067933541206,2.220446049250313e-16,0.15170835323348864
261,48.0918692740039,0.519081307259961,0.053435410304448774,0.4656458969555123,2.220446049250313e-16,0.1432577489766593
262,50.09084219248982,0.4990915780751016,0.05565649132498869,0.44343508675011295,2.220446049250313e-16,0.16485453032905467
263,53.07993097835121,0.4692006902164879,0.058977701087056904,0.410222989129431,2.220446049250313e-16,0.21665006713846574
264,53.83013467519546,0.46169865324804515,0.059811260750217185,0.40188739249782796,2.220446049250313e-16,0.21648736026383028
265,51.77389732192882,0.4822610267807116,0.05752655257992091,0.4247344742007907,3.3306690738754696e-16,0.1647225840769692
266,52.38678803753473,0.47613211962465274,0.05820754226392748,0.41792457736072525,2.220446049250313e-16,0.11225064289022255
267,50.65989590259316,0.4934010409740681,0.05628877322510352,0.4371122677489646,2.220446049250313e-16,0.13885220037147167
268,53.02774715611716,0.46972252843882834,0.05891971906235239,0.41080280937647595,2.220446049250313e-16,0.17286413358579417
269,56.03642531289991,0.43963574687100093,0.062262694792111,0.37737305207888994,3.3306690738754696e-16,0.18103550285158423
270,54.42523139520672,0.45574768604793264,0.060472479328007464,0.39527520671992517,2.220446049250313e-16,0.20211748686734127
271,53.21233069314005,0.46787669306859925,0.059124811881266726,0.4087518811873325,2.220446049250313e-16,0.14524789277972816
272,55.24520561415158,0.4475479438584844,0.061383561793501754,0.38616438206498266,2.220446049250313e-16,0.16729876459741816
273,52.708627034186236,0.47291372965813794,0.05856514114909582,0.4143485885090421,2.220446049250313e-16,0.17025685069762148
274,51.47897848779894,0.4852102151220106,0.05719886498644326,0.42801135013556735,2.220446049250313e-16,0.15917151366470367
275,50.935828612446066,0.49064171387553934,0.056595365124940074,0.4340463487505993,2.220446049250313e-16,0.15331591608550493
276,54.8840751209663,0.45115924879033675,0.06098230568996256,0.3901769431003742,2.220446049250313e-16,0.18496462236866237
277,64.1368527656398,0.358631472343602,0.07126316973959977,0.2873683026040022,2.220446049250313e-16,0.21141412413013022
278,59.11355947775277,0.40886440522247225,0.06568173275305864,0.3431826724694136,1.1102230246251565e-16,0.2168150650279232
