Date,Close
2020-10-12," 1,000.00 "
2020-10-13, 995.11 
2020-10-14, 981.90 
2020-10-15, 981.37 
2020-10-16, 986.19 
2020-10-19, 981.23 
2020-10-20, 982.46 
2020-10-21, 982.00 
2020-10-22, 967.55 
2020-10-23, 968.39 
2020-10-26, 965.58 
2020-10-27, 959.25 
2020-10-28, 937.41 
2020-10-29, 936.67 
2020-10-30, 922.54 
2020-11-02, 931.45 
2020-11-03, 944.82 
2020-11-04, 968.24 
2020-11-05, 983.68 
2020-11-06, 993.95 
2020-11-09, 963.54 
2020-11-10, 938.95 
2020-11-11, 965.62 
2020-11-12, 968.11 
2020-11-13, 977.61 
2020-11-16, 972.27 
2020-11-17, 967.79 
2020-11-18, 966.47 
2020-11-19, 967.46 
2020-11-20, 960.51 
2020-11-23, 955.72 
2020-11-24, 946.90 
2020-11-25, 953.69 
2020-11-26, 954.24 
2020-11-27, 964.47 
2020-11-30, 957.70 
2020-12-01, 971.36 
2020-12-02, 958.51 
2020-12-03, 960.93 
2020-12-04, 974.08 
2020-12-07, 968.28 
2020-12-08, 965.93 
2020-12-09, 947.25 
2020-12-10, 949.15 
2020-12-11, 948.67 
2020-12-14, 948.09 
2020-12-15, 950.46 
2020-12-16, 952.73 
2020-12-17, 974.39 
2020-12-18, 969.88 
2020-12-21, 965.80 
2020-12-22, 972.18 
2020-12-23, 967.50 
2020-12-24, 970.02 
2020-12-25, 970.88 
2020-12-28, 976.72 
2020-12-29, 975.18 
2020-12-30, 981.41 
2020-12-31, 994.16 
2021-01-01, 994.16 
2021-01-04, 974.28 
2021-01-05, 979.82 
2021-01-06, 960.89 
2021-01-07, 972.68 
2021-01-08, 981.78 
2021-01-11, 973.58 
2021-01-12, 972.08 
2021-01-13, 979.67 
2021-01-14, 984.72 
2021-01-15, 994.23 
2021-01-18, 996.02 
2021-01-19," 1,010.81 "
2021-01-20," 1,019.92 "
2021-01-21," 1,022.39 "
2021-01-22," 1,022.31 "
2021-01-25," 1,030.65 "
2021-01-26," 1,034.85 "
2021-01-27," 1,016.70 "
2021-01-28," 1,013.15 "
2021-01-29," 1,014.52 "
2021-02-01," 1,045.36 "
2021-02-02," 1,053.54 "
2021-02-03," 1,042.70 "
2021-02-04," 1,035.70 "
2021-02-05," 1,039.92 "
2021-02-08," 1,043.92 "
2021-02-09," 1,047.04 "
2021-02-10," 1,048.12 "
2021-02-11," 1,037.86 "
2021-02-12," 1,035.82 "
2021-02-15," 1,036.45 "
2021-02-16," 1,023.53 "
2021-02-17," 1,026.49 "
2021-02-18," 1,027.74 "
2021-02-19," 1,029.22 "
2021-02-22," 1,013.07 "
2021-02-23," 1,003.79 "
2021-02-24, 999.87 
2021-02-25, 992.42 
2021-02-26, 985.85 
2021-03-01, 984.76 
2021-03-02, 965.54 
2021-03-03, 937.13 
2021-03-04, 922.57 
2021-03-05, 933.52 
2021-03-08, 917.36 
2021-03-09, 941.47 
2021-03-10, 943.12 
2021-03-11, 965.74 
2021-03-12, 971.79 
2021-03-15, 981.89 
2021-03-16, 990.40 
2021-03-17, 986.55 
2021-03-18, 975.97 
2021-03-19, 977.41 
2021-03-22, 989.10 
2021-03-23, 992.69 
2021-03-24, 974.59 
2021-03-25, 975.06 
2021-03-26," 1,003.11 "
2021-03-29," 1,005.53 "
2021-03-30, 995.39 
2021-03-31," 1,001.04 "
2021-04-01," 1,018.39 "
2021-04-02," 1,018.39 "
2021-04-05," 1,029.57 "
2021-04-06," 1,028.86 "
2021-04-07," 1,021.80 "
2021-04-08," 1,019.61 "
2021-04-09," 1,019.91 "
2021-04-12," 1,024.30 "
2021-04-13," 1,032.34 "
2021-04-14," 1,023.59 "
2021-04-15," 1,044.36 "
2021-04-16," 1,043.10 "
2021-04-19," 1,047.46 "
2021-04-20," 1,056.45 "
2021-04-21," 1,058.11 "
2021-04-22," 1,050.93 "
2021-04-23," 1,061.57 "
2021-04-26," 1,064.64 "
2021-04-27," 1,062.56 "
2021-04-28," 1,057.06 "
2021-04-29," 1,055.01 "
2021-04-30," 1,064.25 "
2021-05-03," 1,048.23 "
2021-05-04," 1,036.04 "
2021-05-05," 1,028.09 "
2021-05-06," 1,020.78 "
2021-05-07," 1,034.60 "
2021-05-10," 1,028.14 "
2021-05-11," 1,020.53 "
2021-05-12," 1,002.16 "
2021-05-13," 1,004.58 "
2021-05-14," 1,020.65 "
2021-05-17," 1,018.56 "
2021-05-18," 1,026.83 "
2021-05-19," 1,025.33 "
2021-05-20," 1,034.41 "
2021-05-21," 1,031.97 "
2021-05-24," 1,038.81 "
2021-05-25," 1,045.05 "
2021-05-26," 1,049.14 "
2021-05-27," 1,047.99 "
2021-05-28," 1,053.74 "
2021-05-31," 1,054.76 "
2021-06-01," 1,061.66 "
2021-06-02," 1,077.21 "
2021-06-03," 1,079.79 "
2021-06-04," 1,087.76 "
2021-06-07," 1,106.71 "
2021-06-08," 1,111.93 "
2021-06-09," 1,112.96 "
2021-06-10," 1,126.28 "
2021-06-11," 1,118.16 "
2021-06-14," 1,126.40 "
2021-06-15," 1,117.61 "
2021-06-16," 1,106.08 "
2021-06-17," 1,109.64 "
2021-06-18," 1,104.58 "
2021-06-21," 1,105.90 "
2021-06-22," 1,104.32 "
2021-06-23," 1,098.71 "
2021-06-24," 1,094.17 "
2021-06-25," 1,102.91 "
2021-06-28," 1,112.48 "
2021-06-29," 1,113.23 "
2021-06-30," 1,108.80 "
2021-07-01," 1,101.91 "
2021-07-02," 1,107.68 "
2021-07-05," 1,111.34 "
2021-07-06," 1,121.51 "
2021-07-07," 1,122.03 "
2021-07-08," 1,117.60 "
2021-07-09," 1,123.01 "
2021-07-12," 1,130.67 "
2021-07-13," 1,124.62 "
2021-07-14," 1,128.17 "
2021-07-15," 1,124.81 "
2021-07-16," 1,123.02 "
2021-07-19," 1,117.60 "
2021-07-20," 1,123.13 "
2021-07-21," 1,116.71 "
2021-07-22," 1,108.97 "
2021-07-23," 1,112.86 "
2021-07-26," 1,109.82 "
2021-07-27," 1,110.07 "
2021-07-28," 1,113.07 "
2021-07-29," 1,101.98 "
2021-07-30," 1,114.60 "
2021-08-02," 1,121.12 "
2021-08-03," 1,124.84 "
2021-08-04," 1,133.20 "
2021-08-05," 1,130.12 "
2021-08-06," 1,136.10 "
2021-08-09," 1,132.02 "
2021-08-10," 1,116.81 "
2021-08-11," 1,120.81 "
2021-08-12," 1,125.02 "
2021-08-13," 1,127.78 "
2021-08-16," 1,128.13 "
2021-08-17," 1,125.53 "
2021-08-18," 1,115.34 "
2021-08-19," 1,125.37 "
2021-08-20," 1,130.59 "
2021-08-23," 1,136.68 "
2021-08-24," 1,130.38 "
2021-08-25," 1,126.74 "
2021-08-26," 1,128.26 "
2021-08-27," 1,126.72 "
2021-08-30," 1,146.15 "
2021-08-31," 1,154.46 "
2021-09-01," 1,175.81 "
2021-09-02," 1,182.85 "
2021-09-03," 1,191.71 "
2021-09-06," 1,191.95 "
2021-09-07," 1,184.28 "
2021-09-08," 1,182.56 "
2021-09-09," 1,160.61 "
2021-09-10," 1,149.63 "
2021-09-13," 1,148.01 "
2021-09-14," 1,147.71 "
2021-09-15," 1,148.68 "
2021-09-16," 1,150.55 "
2021-09-17," 1,151.31 "
2021-09-20," 1,134.75 "
2021-09-21," 1,136.89 "
2021-09-22," 1,151.08 "
2021-09-23," 1,138.02 "
2021-09-24," 1,121.69 "
2021-09-27," 1,099.91 "
2021-09-28," 1,085.53 "
2021-09-29," 1,084.48 "
2021-09-30," 1,076.41 "
2021-10-01," 1,075.89 "
2021-10-04," 1,069.03 "
2021-10-05," 1,059.43 "
2021-10-06," 1,067.54 "
2021-10-07," 1,073.40 "
2021-10-08," 1,057.74 "
2021-10-11," 1,052.12 "
2021-10-12," 1,055.41 "
2021-10-13," 1,060.38 "
2021-10-14," 1,075.35 "
2021-10-15," 1,078.66 "
2021-10-18," 1,073.91 "
2021-10-19," 1,090.39 "
2021-10-20," 1,107.39 "
2021-10-21," 1,120.22 "
2021-10-22," 1,126.63 "
2021-10-25," 1,127.18 "
2021-10-26," 1,131.14 "
2021-10-27," 1,123.00 "
2021-10-28," 1,135.73 "
2021-10-29," 1,125.21 "
2021-11-01," 1,134.17 "
2021-11-02," 1,136.59 "
2021-11-03," 1,139.94 "
2021-11-04," 1,133.56 "
2021-11-05," 1,125.32 "
2021-11-08," 1,134.80 "
2021-11-09," 1,141.07 "
2021-11-10," 1,126.12 "
2021-11-11," 1,129.65 "
2021-11-12," 1,139.53 "
2021-11-15," 1,148.44 "
2021-11-16," 1,152.41 "
2021-11-17," 1,155.15 "
2021-11-18," 1,154.38 "
2021-11-19," 1,155.20 "
2021-11-22," 1,147.06 "
2021-11-23," 1,148.46 "
2021-11-24," 1,161.07 "
2021-11-25," 1,161.42 "
2021-11-26," 1,145.28 "
2021-11-29," 1,165.33 "
2021-11-30," 1,151.31 "
2021-12-01," 1,136.25 "
2021-12-02," 1,145.03 "
2021-12-03," 1,134.56 "
2021-12-06," 1,133.30 "
2021-12-07," 1,158.57 "
2021-12-08," 1,160.58 "
2021-12-09," 1,147.48 "
2021-12-10," 1,150.44 "
2021-12-13," 1,156.55 "
2021-12-14," 1,145.98 "
2021-12-15," 1,158.21 "
2021-12-16," 1,161.59 "
2021-12-17," 1,163.86 "
2021-12-20," 1,156.86 "
2021-12-21," 1,164.13 "
2021-12-22," 1,171.00 "
2021-12-23," 1,171.59 "
2021-12-24," 1,171.94 "
2021-12-27," 1,189.78 "
2021-12-28," 1,192.95 "
2021-12-29," 1,192.72 "
2021-12-30," 1,199.18 "
2021-12-31," 1,201.07 "
2022-01-03," 1,192.60 "
2022-01-04," 1,168.42 "
2022-01-05," 1,123.73 "
2022-01-06," 1,120.47 "
2022-01-07," 1,119.82 "
2022-01-10," 1,112.46 "
2022-01-11," 1,108.65 "
2022-01-12," 1,111.92 "
2022-01-13," 1,097.49 "
2022-01-14," 1,089.55 "
2022-01-17," 1,089.53 "
2022-01-18," 1,080.88 "
2022-01-19," 1,071.23 "
2022-01-20," 1,064.38 "
2022-01-21," 1,052.69 "
2022-01-24," 1,056.58 "
2022-01-25," 1,043.20 "
2022-01-26," 1,027.44 "
2022-01-27," 1,001.44 "
2022-01-28," 1,030.36 "
2022-01-31," 1,057.69 "
2022-02-01," 1,057.87 "
2022-02-02," 1,059.53 "
2022-02-03," 1,042.96 "
2022-02-04," 1,038.90 "
2022-02-07," 1,035.82 "
2022-02-08," 1,036.60 "
2022-02-09," 1,067.44 "
2022-02-10," 1,043.70 "
2022-02-11," 1,019.56 "
2022-02-14," 1,009.58 "
2022-02-15," 1,025.93 "
2022-02-16," 1,022.03 "
2022-02-17," 1,014.21 "
2022-02-18," 1,007.85 "
2022-02-21," 1,006.06 "
2022-02-22," 1,002.83 "
2022-02-23, 991.73 
2022-02-24," 1,007.70 "
2022-02-25," 1,026.36 "
2022-02-28," 1,021.83 "
2022-03-01," 1,023.98 "
2022-03-02," 1,036.35 "
2022-03-03," 1,039.21 "
2022-03-04," 1,036.80 "
2022-03-07," 1,011.52 "
2022-03-08, 999.33 
2022-03-09," 1,022.81 "
2022-03-10," 1,015.39 "
2022-03-11, 995.51 
2022-03-14, 977.03 
2022-03-15, 985.99 
2022-03-16," 1,019.70 "
2022-03-17," 1,034.26 "
2022-03-18," 1,048.20 "
2022-03-21," 1,042.07 "
2022-03-22," 1,045.35 "
2022-03-23," 1,038.87 "
2022-03-24," 1,050.94 "
2022-03-25," 1,045.64 "
2022-03-28," 1,059.70 "
2022-03-29," 1,085.47 "
2022-03-30," 1,083.65 "
2022-03-31," 1,067.84 "
2022-04-01," 1,085.52 "
2022-04-04," 1,095.03 "
2022-04-05," 1,092.84 "
2022-04-06," 1,094.28 "
2022-04-07," 1,082.90 "
2022-04-08," 1,080.70 "
2022-04-11," 1,066.51 "
2022-04-12," 1,059.19 "
2022-04-13," 1,069.17 "
2022-04-14," 1,056.61 "
2022-04-15," 1,056.39 "
2022-04-18," 1,051.50 "
2022-04-19," 1,071.39 "
2022-04-20," 1,080.65 "
2022-04-21," 1,061.29 "
2022-04-22," 1,048.64 "
2022-04-25," 1,045.48 "
2022-04-26," 1,025.55 "
2022-04-27," 1,017.89 "
2022-04-28," 1,040.98 "
2022-04-29," 1,014.50 "
2022-05-02," 1,003.52 "
2022-05-03," 1,018.64 "
2022-05-04," 1,031.81 "
2022-05-05," 1,008.21 "
2022-05-06," 1,001.86 "
2022-05-09, 952.78 
2022-05-10, 938.86 
2022-05-11, 942.80 
2022-05-12, 940.82 
2022-05-13, 972.63 
2022-05-16, 962.40 
2022-05-17, 975.07 
2022-05-18, 959.06 
2022-05-19, 967.06 
2022-05-20, 980.18 
2022-05-23, 994.61 
2022-05-24, 999.87 
2022-05-25," 1,006.72 "
2022-05-26," 1,005.58 "
2022-05-27," 1,030.42 "
2022-05-30," 1,034.26 "
2022-05-31," 1,024.42 "
2022-06-01," 1,015.39 "
2022-06-02," 1,028.72 "
2022-06-03," 1,018.33 "
2022-06-06," 1,025.24 "
2022-06-07," 1,029.81 "
2022-06-08," 1,024.43 "
2022-06-09," 1,005.62 "
2022-06-10, 982.34 
2022-06-13, 940.97 
2022-06-14, 928.87 
2022-06-15, 945.88 
2022-06-16, 920.01 
2022-06-17, 930.68 
2022-06-20, 931.29 
2022-06-21, 953.39 
2022-06-22, 966.02 
2022-06-23, 985.43 
2022-06-24," 1,001.72 "
2022-06-27," 1,001.48 "
2022-06-28, 981.41 
2022-06-29, 963.49 
2022-06-30, 970.08 
2022-07-01, 979.42 
2022-07-04, 980.09 
2022-07-05, 974.42 
2022-07-06, 973.70 
2022-07-07, 980.37 
2022-07-08, 973.92 
2022-07-11, 965.67 
2022-07-12, 955.26 
2022-07-13, 956.12 
2022-07-14, 950.39 
2022-07-15, 959.32 
2022-07-18, 952.93 
2022-07-19, 976.03 
2022-07-20, 970.15 
2022-07-21, 981.99 
2022-07-22, 984.39 
2022-07-25, 980.76 
2022-07-26, 981.58 
2022-07-27, 989.17 
2022-07-28," 1,022.75 "
