Date,Close,,,,,
2022-03-01,25.541,,,,,
2022-02-28,24.366,,,,,
2022-02-24,24.697,,,,,
2022-02-23,24.574,,,,,
2022-02-22,24.331,,,,,
2022-02-17,23.903,,,,,
2022-02-16,23.633,,,,,
2022-02-15,23.369,,,,,
2022-02-14,23.877,,,,,
2022-02-10,23.545,,,,,
2022-02-09,23.362,,,,,
2022-02-08,23.221,,,,,
2022-02-07,23.098,,,,,
2022-02-03,22.397,,,,,
2022-02-02,22.73,,,,,
2022-02-01,22.618,,,,,
2022-01-31,22.419,,,,,
2022-01-27,22.676,,,,,
2022-01-26,23.807,,,,,
2022-01-25,23.896,,,,,
2022-01-24,23.8,,,,,
2022-01-20,24.716,,,,,
2022-01-19,24.231,,,,,
2022-01-18,23.492,,,,,
2022-01-13,23.162,,,,,
2022-01-12,23.207,,,,,
2022-01-11,22.812,,,,,
2022-01-10,22.462,,,,,
2022-01-06,22.19,,,,,
2022-01-05,23.17,,,,,
2022-01-04,23.056,,,,,
2022-01-03,22.81,,,,,
2021-12-30,23.06,,,,,
2021-12-29,22.85,,,,,
2021-12-28,23.113,,,,,
2021-12-27,22.981,,,,,
2021-12-22,22.804,,,,,
2021-12-21,22.513,,,,,
2021-12-20,22.281,,,,,
2021-12-16,22.471,,,,,
2021-12-15,21.53,,,,,
2021-12-14,21.909,,,,,
2021-12-13,22.315,,,,,
2021-12-09,22.001,,,,,
2021-12-08,22.422,,,,,
2021-12-07,22.512,,,,,
2021-12-06,22.252,,,,,
2021-12-02,22.304,,,,,
2021-12-01,22.324,,,,,
2021-11-30,22.799,,,,,
2021-11-29,22.836,,,,,
2021-11-24,23.514,,,,,
2021-11-23,23.452,,,,,
2021-11-22,24.318,,,,,
2021-11-18,24.919,,,,,
2021-11-17,25.185,,,,,
2021-11-16,24.963,,,,,
2021-11-15,25.124,,,,,
2021-11-11,25.32,,,,,
2021-11-10,24.791,,,,,
2021-11-09,24.337,,,,,
2021-11-08,24.561,,,,,
2021-11-04,23.93,,,,,
2021-11-03,23.251,,,,,
2021-11-02,23.524,,,,,
2021-11-01,24.091,,,,,
2021-10-28,24.139,,,,,
2021-10-27,24.191,,,,,
2021-10-26,24.088,,,,,
2021-10-25,24.592,,,,,
2021-10-21,24.17,,,,,
2021-10-20,24.445,,,,,
2021-10-19,23.883,,,,,
2021-10-18,23.264,,,,,
