Date,Close,,,,,
2021-10-14,23.477,,,,,
2021-10-13,23.17,,,,,
2021-10-12,22.514,,,,,
2021-10-11,22.665,,,,,
2021-10-07,22.658,,,,,
2021-10-06,22.532,,,,,
2021-10-05,22.608,,,,,
2021-10-04,22.644,,,,,
2021-09-30,22.047,,,,,
2021-09-29,21.485,,,,,
2021-09-28,22.46,,,,,
2021-09-27,22.685,,,,,
2021-09-23,22.663,,,,,
2021-09-22,22.89,,,,,
2021-09-21,22.593,,,,,
2021-09-20,22.185,,,,,
2021-09-16,22.774,,,,,
2021-09-15,23.779,,,,,
2021-09-14,23.863,,,,,
2021-09-13,23.775,,,,,
2021-09-09,24.156,,,,,
2021-09-08,24.036,,,,,
2021-09-07,24.357,,,,,
2021-09-02,23.9,,,,,
2021-09-01,24.201,,,,,
2021-08-31,23.991,,,,,
2021-08-30,23.992,,,,,
2021-08-26,23.567,,,,,
2021-08-25,23.795,,,,,
2021-08-24,23.909,,,,,
2021-08-23,23.666,,,,,
2021-08-19,23.239,,,,,
2021-08-18,23.43,,,,,
2021-08-17,23.666,,,,,
2021-08-16,23.799,,,,,
2021-08-12,23.122,,,,,
2021-08-11,23.496,,,,,
2021-08-10,23.402,,,,,
2021-08-09,23.279,,,,,
2021-08-05,25.303,,,,,
2021-08-04,25.474,,,,,
2021-08-03,25.595,,,,,
2021-08-02,25.59,,,,,
2021-07-29,25.799,,,,,
2021-07-28,24.877,,,,,
2021-07-27,24.649,,,,,
2021-07-26,25.318,,,,,
2021-07-22,25.381,,,,,
2021-07-21,25.255,,,,,
2021-07-20,24.995,,,,,
2021-07-19,25.144,,,,,
2021-07-15,26.394,,,,,
2021-07-14,26.271,,,,,
2021-07-13,26.14,,,,,
2021-07-12,26.239,,,,,
2021-07-08,25.987,,,,,
2021-07-07,26.129,,,,,
2021-07-06,26.174,,,,,
2021-07-01,26.1,,,,,
2021-06-30,26.194,,,,,
2021-06-29,25.901,,,,,
2021-06-28,26.239,,,,,
2021-06-24,26.069,,,,,
2021-06-23,26.132,,,,,
2021-06-22,25.876,,,,,
2021-06-21,26.043,,,,,
2021-06-17,25.873,,,,,
2021-06-16,27.828,,,,,
2021-06-15,27.71,,,,,
2021-06-14,28.054,,,,,
2021-06-10,28.047,,,,,
2021-06-09,28.017,,,,,
2021-06-08,27.747,,,,,
2021-06-07,28.033,,,,,
2021-06-03,27.492,,,,,
2021-06-02,28.22,,,,,
2021-06-01,28.119,,,,,
2021-05-27,27.955,,,,,
2021-05-26,27.877,,,,,
2021-05-25,28.056,,,,,
2021-05-24,27.905,,,,,
2021-05-20,28.067,,,,,
2021-05-19,28.025,,,,,
2021-05-18,28.333,,,,,
2021-05-17,28.274,,,,,
2021-05-13,27.059,,,,,
2021-05-12,27.244,,,,,
2021-05-11,27.667,,,,,
2021-05-10,27.492,,,,,
2021-05-06,27.477,,,,,
2021-05-05,26.522,,,,,
2021-05-04,26.558,,,,,
2021-05-03,26.96,,,,,
2021-04-29,26.085,,,,,
2021-04-28,26.102,,,,,
2021-04-27,26.43,,,,,
2021-04-26,26.228,,,,,
2021-04-22,26.2,,,,,
2021-04-21,26.586,,,,,
2021-04-20,25.854,,,,,
2021-04-19,25.852,,,,,
2021-04-15,25.979,,,,,
2021-04-14,25.539,,,,,
2021-04-13,25.442,,,,,
2021-04-12,24.882,,,,,
2021-04-08,25.604,,,,,
2021-04-07,25.267,,,,,
2021-04-06,25.247,,,,,
2021-04-05,24.801,,,,,
2021-03-31,24.552,,,,,
2021-03-30,24.157,,,,,
2021-03-29,24.771,,,,,
2021-03-25,25.047,,,,,
2021-03-24,25.231,,,,,
2021-03-23,25.227,,,,,
2021-03-22,25.769,,,,,
2021-03-18,26.351,,,,,
2021-03-17,26.058,,,,,
2021-03-16,26.003,,,,,
2021-03-15,26.288,,,,,
2021-03-11,26.193,,,,,
2021-03-10,26.13,,,,,
2021-03-09,26.183,,,,,
2021-03-08,25.269,,,,,
2021-03-04,25.461,,,,,
2021-03-03,26.387,,,,,
2021-03-02,26.879,,,,,
2021-03-01,26.678,,,,,
2021-02-25,27.685,,,,,
2021-02-24,27.894,,,,,
2021-02-23,27.717,,,,,
2021-02-22,28.111,,,,,
2021-02-18,27.098,,,,,
2021-02-17,27.335,,,,,
2021-02-16,27.341,,,,,
2021-02-11,27.072,,,,,
2021-02-10,27.108,,,,,
2021-02-09,27.427,,,,,
2021-02-08,27.589,,,,,
2021-02-04,26.261,,,,,
2021-02-03,26.914,,,,,
2021-02-02,26.426,,,,,
2021-02-01,29.441,,,,,
2021-01-28,25.945,,,,,
2021-01-27,25.389,,,,,
2021-01-26,25.538,,,,,
2021-01-25,25.484,,,,,
2021-01-21,25.854,,,,,
2021-01-20,25.766,,,,,
2021-01-19,25.32,,,,,
2021-01-14,25.802,,,,,
2021-01-13,25.572,,,,,
2021-01-12,25.435,,,,,
2021-01-11,25.284,,,,,
2021-01-07,27.261,,,,,
2021-01-06,27.042,,,,,
2021-01-05,27.64,,,,,
2021-01-04,27.364,,,,,
2020-12-30,26.573,,,,,
2020-12-29,26.183,,,,,
2020-12-28,26.51,,,,,
2020-12-23,25.885,,,,,
2020-12-22,25.5,,,,,
2020-12-21,26.34,,,,,
2020-12-17,26.15,,,,,
2020-12-16,25.018,,,,,
2020-12-15,24.614,,,,,
2020-12-14,24.022,,,,,
2020-12-10,24.073,,,,,
2020-12-09,23.963,,,,,
2020-12-08,24.711,,,,,
2020-12-07,24.776,,,,,
2020-12-03,24.12,,,,,
2020-12-02,24.066,,,,,
2020-12-01,24.08,,,,,
2020-11-30,22.583,,,,,
2020-11-25,23.387,,,,,
2020-11-24,23.33,,,,,
2020-11-23,23.675,,,,,
2020-11-19,24.085,,,,,
2020-11-18,24.48,,,,,
2020-11-17,24.686,,,,,
2020-11-16,24.837,,,,,
2020-11-12,24.35,,,,,
2020-11-11,24.306,,,,,
2020-11-10,24.502,,,,,
2020-11-09,23.736,,,,,
2020-11-05,25.232,,,,,
2020-11-04,23.933,,,,,
2020-11-03,24.374,,,,,
2020-11-02,24.073,,,,,
2020-10-29,23.408,,,,,
2020-10-28,23.359,,,,,
2020-10-27,24.57,,,,,
2020-10-26,24.42,,,,,
2020-10-22,24.709,,,,,
2020-10-21,25.241,,,,,
2020-10-20,24.98,,,,,
2020-10-19,24.698,,,,,
2020-10-15,24.224,,,,,
2020-10-14,24.395,,,,,
2020-10-13,24.129,,,,,
2020-10-12,25.271,,,,,
