equation,lb_lag,lb_stat,lb_pvalue
dlog_SOLVPN,20,17.394290469223844,0.6272422349097644
dlog_COPPER,20,34.766574944496796,0.0213833092559158
dlog_DXY,20,26.440331579779805,0.15175660149333434
d_UST10Y,20,20.152241919477113,0.4484431934178349
dlog_VIX,20,22.034128986133137,0.33866158629616105
