break_idx,break_date,F_stat
722,2023-08-15,1.3679764895263984
723,2023-08-16,1.3603727098995138
724,2023-08-17,1.3702082934513649
725,2023-08-18,1.3623484936969101
726,2023-08-21,1.367386366750805
727,2023-08-22,1.3667807669666179
728,2023-08-23,1.3292024127896434
729,2023-08-24,1.2803020513028882
730,2023-08-25,1.2888946909827235
731,2023-08-28,1.2851215455280258
732,2023-08-29,1.2873059638907098
733,2023-08-30,1.276682258835026
734,2023-08-31,1.2783666512411178
735,2023-09-01,1.2804180773907234
736,2023-09-05,1.248643831823977
737,2023-09-06,1.2427270800888794
738,2023-09-07,1.224285853417542
739,2023-09-08,1.2247023666447456
740,2023-09-11,1.204899387192934
741,2023-09-12,1.2184904382322992
742,2023-09-13,1.2186543999458983
743,2023-09-14,1.2200824016842484
744,2023-09-15,1.149824086197162
745,2023-09-18,1.1405016557919494
746,2023-09-19,1.1347635876050541
747,2023-09-20,1.0806903837657083
748,2023-09-21,1.0838641372725881
749,2023-09-22,1.0019534636832783
750,2023-09-25,1.0023266528900616
751,2023-09-26,1.013623073506878
752,2023-09-27,1.0170848561694075
753,2023-09-28,1.0170324740760026
754,2023-09-29,0.9765884092279316
755,2023-10-02,0.9616523431360945
756,2023-10-03,0.9605766464466863
757,2023-10-04,0.9526292965589934
758,2023-10-05,0.9589429921715911
759,2023-10-06,0.9716828248504427
760,2023-10-09,0.9523790442428589
761,2023-10-10,0.9369494883224571
762,2023-10-11,0.9633684264306527
763,2023-10-12,0.9972584093046415
764,2023-10-13,0.995833007158753
765,2023-10-16,1.0012134894280902
766,2023-10-17,1.0052428291269018
767,2023-10-18,1.0032112529156345
768,2023-10-19,1.03028408879633
769,2023-10-20,1.0637719983603153
770,2023-10-23,1.0495127502397905
771,2023-10-24,1.0462429808597509
772,2023-10-25,0.9397467751184283
773,2023-10-26,0.9220626502314773
774,2023-10-27,0.9186310097599365
775,2023-10-30,0.9323663835160522
776,2023-10-31,0.9378282924204918
777,2023-11-01,0.9514489196680975
778,2023-11-02,0.9550167074846196
779,2023-11-03,1.008218699244876
780,2023-11-06,1.054041141388996
781,2023-11-07,1.0573390474516087
782,2023-11-08,1.0509566550207798
783,2023-11-09,1.049395206156179
784,2023-11-10,1.0458884441730543
785,2023-11-13,1.093026547063487
786,2023-11-14,1.1173954526925134
787,2023-11-15,1.2526662298699434
788,2023-11-16,1.2009011007633874
