t,Date,rho_raw,rho_used,scale_used,row_err,diag_mean,offdiag_mean,tci,success,error_msg
797,797,0.39661664905747546,0.39661664905747546,1.0,2.220446049250313e-16,0.3945775190478779,0.10090374682535368,60.542248095212216,1,
798,798,0.41610917456384444,0.41610917456384444,1.0,2.220446049250313e-16,0.41543686867911733,0.09742718855348047,58.45631313208829,1,
799,799,0.5319094039129982,0.5319094039129982,1.0,2.220446049250313e-16,0.4140571979932643,0.09765713366778928,58.594280200673566,1,
800,800,0.4225686825367955,0.4225686825367955,1.0,1.1102230246251565e-16,0.4429440411198518,0.09284265981335806,55.705595888014834,1,
801,801,0.32078446647411757,0.32078446647411757,1.0,2.220446049250313e-16,0.46018169169282114,0.0899697180511965,53.981830830717904,1,
802,802,0.4422613641904146,0.4422613641904146,1.0,2.220446049250313e-16,0.4213707276622697,0.09643821205628839,57.86292723377303,1,
803,803,0.35874709406818955,0.35874709406818955,1.0,2.220446049250313e-16,0.43267109796008113,0.09455481700665314,56.73289020399188,1,
804,804,0.38852974522022593,0.38852974522022593,1.0,1.1102230246251565e-16,0.437245382565525,0.0937924362390792,56.27546174344752,1,
805,805,0.38282548673527744,0.38282548673527744,1.0,2.220446049250313e-16,0.4577104036768036,0.09038159938719942,54.22895963231965,1,
806,806,0.4818857715227517,0.4818857715227517,1.0,1.1102230246251565e-16,0.4170325810484373,0.09716123649192712,58.296741895156266,1,
807,807,0.5357724360823212,0.5357724360823212,1.0,0.0,0.369551063657972,0.10507482272367132,63.04489363420279,1,
808,808,0.614675700691989,0.614675700691989,1.0,2.220446049250313e-16,0.3536544492587028,0.10772425845688284,64.63455507412971,1,
809,809,0.6935383738272118,0.6935383738272118,1.0,2.220446049250313e-16,0.25252920619948604,0.12457846563341901,74.7470793800514,1,
810,810,0.5977787255905445,0.5977787255905445,1.0,0.0,0.36291498820012585,0.10618083529997902,63.70850117998741,1,
811,811,0.5634777942777712,0.5634777942777712,1.0,2.220446049250313e-16,0.37699007468675355,0.10383498755220774,62.30099253132464,1,
812,812,0.519246947234543,0.519246947234543,1.0,2.220446049250313e-16,0.3884025000187001,0.10193291666354998,61.15974999812999,1,
813,813,0.5072277298313762,0.5072277298313762,1.0,2.220446049250313e-16,0.39424797505921944,0.10095867082346344,60.57520249407806,1,
814,814,0.5137688350766397,0.5137688350766397,1.0,2.220446049250313e-16,0.3829367630350412,0.10284387282749313,61.70632369649588,1,
815,815,0.5046180017012336,0.5046180017012336,1.0,1.1102230246251565e-16,0.4184797550655795,0.09692004082240342,58.152024493442056,1,
816,816,0.4840362438083108,0.4840362438083108,1.0,0.0,0.4223610543800825,0.09627315760331961,57.76389456199177,1,
817,817,0.42919147856489875,0.42919147856489875,1.0,2.220446049250313e-16,0.44400363691006256,0.09266606051498959,55.59963630899375,1,
818,818,0.4071022723419207,0.4071022723419207,1.0,1.1102230246251565e-16,0.46545484766276785,0.08909085872287201,53.4545152337232,1,
819,819,0.4251333516362501,0.4251333516362501,1.0,2.220446049250313e-16,0.4808556137103954,0.08652406438160076,51.914438628960454,1,
820,820,0.4231468112723924,0.4231468112723924,1.0,2.220446049250313e-16,0.4798277182787413,0.08669538028687644,52.01722817212586,1,
821,821,0.5648454406917444,0.5648454406917444,1.0,3.3306690738754696e-16,0.4879102544241189,0.08534829092931352,51.208974557588114,1,
822,822,0.6085776235751803,0.6085776235751803,1.0,1.1102230246251565e-16,0.4926275351800485,0.08456207746999189,50.737246481995136,1,
823,823,0.6426690554556611,0.6426690554556611,1.0,2.220446049250313e-16,0.5118916476257974,0.08135139206236708,48.81083523742025,1,
824,824,0.6511925005382877,0.6511925005382877,1.0,2.220446049250313e-16,0.5133985048742248,0.08110024918762919,48.66014951257752,1,
825,825,0.5004813047423669,0.5004813047423669,1.0,2.220446049250313e-16,0.5174770111713357,0.0804204981381107,48.25229888286642,1,
826,826,0.48489281972957765,0.48489281972957765,1.0,2.220446049250313e-16,0.5097354670472771,0.08171075549212051,49.026453295272304,1,
827,827,0.5413110088113706,0.5413110088113706,1.0,2.220446049250313e-16,0.5185079535774452,0.08024867440375914,48.14920464225549,1,
828,828,0.47553961030080727,0.47553961030080727,1.0,2.220446049250313e-16,0.516581481452045,0.08056975309132584,48.34185185479551,1,
829,829,0.4980393773368877,0.4980393773368877,1.0,2.220446049250313e-16,0.513504470892092,0.08108258818465135,48.64955291079081,1,
830,830,0.4750478290499447,0.4750478290499447,1.0,2.220446049250313e-16,0.508917864745868,0.08184702254235536,49.10821352541322,1,
831,831,1.066611333449679,0.9989999999999994,0.9366110865979573,1.1102230246251565e-16,0.4096969391694539,0.09838384347175769,59.03030608305462,1,
832,832,0.5558629472033574,0.5558629472033574,1.0,2.220446049250313e-16,0.4436503057014645,0.09272494904975591,55.63496942985354,1,
833,833,0.46031400886225526,0.46031400886225526,1.0,2.220446049250313e-16,0.4636791076796919,0.089386815386718,53.6320892320308,1,
834,834,0.42477441512221464,0.42477441512221464,1.0,1.1102230246251565e-16,0.4685683467348408,0.08857194221085986,53.14316532651592,1,
835,835,0.47969961872368144,0.47969961872368144,1.0,2.220446049250313e-16,0.4719206660490517,0.08801322232515806,52.80793339509483,1,
836,836,0.6933088683553613,0.6933088683553613,1.0,2.220446049250313e-16,0.45528327936243046,0.09078612010626157,54.47167206375695,1,
837,837,0.6630470631925104,0.6630470631925104,1.0,2.220446049250313e-16,0.4834178307525671,0.0860970282079055,51.65821692474329,1,
838,838,0.519038956616317,0.519038956616317,1.0,2.220446049250313e-16,0.5119543134257785,0.08134094776237026,48.80456865742215,1,
839,839,0.535974983053851,0.535974983053851,1.0,1.1102230246251565e-16,0.5339911011225688,0.07766814981290521,46.60088988774312,1,
840,840,0.5604573092041566,0.5604573092041566,1.0,1.1102230246251565e-16,0.5461904888718991,0.07563491852135014,45.38095111281009,1,
