Date,SOLVPN,log_price,log_price_hat,price_hat
2023-02-23,866.26,6.764185094449026,6.761046908938819,863.5457765158526
2023-02-24,845.06,6.739407630753533,6.760526908091572,863.0968487119632
2023-02-27,851.69,6.747222610854671,6.760013359549548,862.6537203773756
2023-02-28,848.9,6.743941393743922,6.759506322270157,862.2164336516433
2023-03-01,844.83,6.73913542368512,6.759005855126119,861.7850306160781
2023-03-02,852.29,6.747926844501541,6.758512016901271,861.3595532934877
2023-03-03,865.29,6.763064710860371,6.75802486628637,860.9400436479367
2023-03-06,861.38,6.758535754333287,6.757544461874836,860.5265435844825
2023-03-07,841.38,6.735043400966615,6.757070862158491,860.1190949489281
2023-03-08,851.7,6.747234352147035,6.756604125523236,859.7177395275583
2023-03-09,835.31,6.727802913436878,6.756144310244705,859.3225190468712
