target,tc_index,tc_date_approx,m,w,A,B,C1,C2,r2,sse,is_positive_bubble
SOLVPN,1431.3542890275075,2026-04-29,0.6216047161681809,6.0,7.334036372516608,-0.007053076317351792,0.0005096927278898595,-0.0026124702088283465,0.771915734693555,7.060049833082454,1
