Date,COPPER,log_price,log_price_hat,price_hat
2024-07-17,4.4085,1.4835344955449448,1.5423296287225656,4.6754697020595986
2024-07-18,4.2795,1.4538361803395272,1.5422250202365777,4.674980633833573
2024-07-19,4.2365,1.4437374566563819,1.54209800975987,4.674386900020676
2024-07-22,4.1975,1.4344891099695587,1.5419486027905271,4.673688566209676
2024-07-23,4.1605,1.4256352593583475,1.5417768119743542,4.672885738397546
2024-07-24,4.109,1.4131796899012727,1.5415826572175535,4.671978563472463
2024-07-25,4.1255,1.4171872245622608,1.541366165799045,4.670967229682509
2024-07-26,4.124,1.4168235661547135,1.5411273724823709,4.669851967089583
2024-07-29,4.0845,1.407199321799787,1.54086631962712,4.668633048008051
2024-07-30,4.098,1.410499049816708,1.5405830572998118,4.66731078742767
2024-07-31,4.1875,1.4321038971511848,1.5402776433841718,4.665885543420329
2024-08-01,4.095,1.4097667173050328,1.5399501436907292,4.664357717530131
2024-08-02,4.115,1.4146388341290332,1.5396006320656728,4.662727755146426
2024-08-05,4.0105,1.3889159218248424,1.5392291904988868,4.6609961458593006
2024-08-06,4.036,1.3952541024913625,1.5388359092310995,4.659163423797155
2024-08-07,3.9635,1.3771274732950733,1.5384208868600644,4.657230167945934
2024-08-08,3.97,1.3787660946990992,1.5379842304457005,4.655197002449614
2024-08-09,4.002,1.3867942361615415,1.537526055614108,4.653064596891569
2024-08-12,4.075,1.404870746692826,1.5370464866603841,4.650833666556449
2024-08-13,4.056,1.400197266288882,1.536545656650147,4.648504972672182
2024-08-14,4.046,1.3977287387455537,1.5360237075196896,4.6460793226318025
2024-08-15,4.153,1.4238309646486165,1.5354807901746736,4.643557570194737
2024-08-16,4.149,1.422867341350731,1.534917064587269,4.640940615667248
2024-08-19,4.1885,1.4323426746117272,1.5343326998916527,4.6382294060617415
2024-08-20,4.168,1.4274363044510658,1.5337278744777696,4.635424935234642
2024-08-21,4.197,1.434369984351454,1.5331027760832567,4.632528244002585
2024-08-22,4.1545,1.424192084122899,1.532457601883437,4.629540420236662
2024-08-23,4.211,1.4377001491797907,1.5317925585792742,4.626462598934496
2024-08-26,4.235,1.4433833281040178,1.531107862483192,4.6232959622699275
2024-08-27,4.2575,1.4486821335547064,1.5304037396026453,4.6200417396201185
2024-08-28,4.1725,1.4285153765538532,1.5296804257213394,4.616701207569882
2024-08-29,4.1985,1.4347273186414808,1.5289381664779846,4.6132756898931095
2024-08-30,4.189,1.432462041964898,1.52817721744247,4.609766557511101
2024-09-03,4.0715,1.404011481925049,1.5273978441893468,4.606175228427738
2024-09-04,4.058,1.4006902414036229,1.526600322368499,4.602503167641353
2024-09-05,4.1155,1.4147603334305616,1.5257849377728758,4.5987518870332
2024-09-06,4.0525,1.3993339746276943,1.5249519864031735,4.594922945232512
2024-09-09,4.123,1.416581053724763,1.5241017745293313,4.591017947458053
2024-09-10,4.0765,1.4052387771208286,1.5232346187487178,4.587038545336154
2024-09-11,4.12,1.415853163361435,1.5223508460408728,4.582986436695209
2024-09-12,4.172,1.428395537138526,1.521450793818676,4.578863365336673
2024-09-13,4.213,1.4381749829968795,1.5205348099758047,4.574671120782564
2024-09-16,4.2505,1.4470366230752765,1.5196032529303347,4.570411537999505
2024-09-17,4.2495,1.446801328956544,1.518656491664358,4.566086497099418
2024-09-18,4.273,1.4523161566618878,1.5176949057594575,4.561697923016898
2024-09-19,4.321,1.463486856949796,1.5167188854279008,4.557247785163398
2024-09-20,4.316,1.462329047395888,1.5157288315394066,4.552738097058357
2024-09-23,4.3195,1.4631396548168016,1.5147251556433197,4.548170915937346
2024-09-24,4.462,1.4955970960103406,1.5137082799860555,4.543548342337462
2024-09-25,4.4605,1.495260867371701,1.5126786375236458,4.538872519660063
2024-09-26,4.61,1.5282278570085572,1.5116366719292305,4.5341456337110655
2024-09-27,4.5995,1.5259476019350748,1.5105828375953338,4.529369912218992
2024-09-30,4.553,1.515786356352645,1.5095175996307606,4.5245476243309675
2024-10-01,4.589,1.5236621354126965,1.5084414338519412,4.519681080086888
2024-10-02,4.649,1.5366521427084476,1.5073548267685597,4.514772629871983
2024-10-03,4.553,1.515786356352645,1.5062582755632947,4.5098246638480495
2024-10-04,4.574,1.5203880956005893,1.5051522880654948,4.504839611363572
2024-10-07,4.5665,1.5187470471495965,1.5040373827186075,4.4998199403429835
2024-10-08,4.4565,1.494363704588635,1.502914088541195,4.4947681566553825
2024-10-09,4.3995,1.4814908981034782,1.5017829450813416,4.489686803462933
2024-10-10,4.4275,1.4878350906748516,1.5006445023642785,4.484578460549253
2024-10-11,4.4935,1.502631908116291,1.4994993208330338,4.479445743628064
2024-10-15,4.3375,1.4672981452729776,1.4983479712819214,4.4742913036323895
