target,tc_index,tc_date_approx,m,w,A,B,C1,C2,r2,sse,is_positive_bubble
COPPER,1325.0,2026-01-13,0.5121175215129425,6.338316854936128,1.6811074122007676,-0.010465830729571598,0.0038522521549279537,0.00010532874372354089,0.6013040702640942,8.105011519517262,0
