t,rho_raw,row_err,diag_mean,offdiag_mean,tci
20,0.7590566183392473,1.1102230246251565e-16,0.4714863109428347,0.08808561484286088,52.85136890571652
21,0.5016862806344089,2.220446049250313e-16,0.48638228305880193,0.08560295282353303,51.36177169411982
22,0.4870287394904299,1.1102230246251565e-16,0.4932064448513157,0.08446559252478071,50.679355514868426
23,0.4886799008857506,2.220446049250313e-16,0.5141769184918433,0.08097051358469276,48.582308150815656
24,0.617287128849723,1.1102230246251565e-16,0.5025557795176937,0.08290737008038439,49.74442204823063
25,0.7537683522665397,2.220446049250313e-16,0.47507556929377415,0.08748740511770431,52.492443070622585
26,0.7488306867167849,3.3306690738754696e-16,0.49752376507062934,0.0837460391548951,50.247623492937066
27,0.7289203485467907,2.220446049250313e-16,0.5302308470388751,0.07829485882685414,46.97691529611249
28,0.7015296723219867,1.1102230246251565e-16,0.5666387330759184,0.0722268778206803,43.33612669240817
29,0.6989256106752354,1.1102230246251565e-16,0.5659096724092371,0.07234838793179381,43.40903275907628
30,0.6549699349287063,1.1102230246251565e-16,0.562179351532835,0.07297010807786082,43.78206484671649
31,0.4432005491517647,2.220446049250313e-16,0.5398993207229583,0.07668344654617361,46.01006792770416
32,0.5313246878496556,2.220446049250313e-16,0.5547771065641405,0.07420381557264324,44.52228934358594
33,0.5153938574016379,2.220446049250313e-16,0.5600539615965229,0.07332433973391286,43.994603840347715
34,0.5153732856186529,2.220446049250313e-16,0.5478158402987022,0.07536402661688298,45.21841597012978
35,0.46240585003269313,2.220446049250313e-16,0.5670116234603636,0.07216472942327272,43.29883765396364
36,0.49204493964496543,2.220446049250313e-16,0.5385150118367411,0.07691416469387648,46.14849881632588
37,0.5319265209669084,2.220446049250313e-16,0.5098269037359224,0.08169551604401296,49.017309626407766
38,0.42482268115627364,0.0,0.5126788069627689,0.08122019883953852,48.73211930372311
39,0.4111870250207261,2.220446049250313e-16,0.5080803088945213,0.08198661518424645,49.19196911054787
40,0.4087551194639768,2.220446049250313e-16,0.5113723187275033,0.08143794687874945,48.862768127249666
41,0.366569004239992,1.1102230246251565e-16,0.5055516445753385,0.08240805923744356,49.44483554246614
42,0.4134074926958843,3.3306690738754696e-16,0.5046379588277238,0.0825603401953794,49.53620411722764
43,0.587754406008242,2.220446049250313e-16,0.4510307511964871,0.09149487480058548,54.896924880351285
44,0.5440579332586348,2.220446049250313e-16,0.5062280183395466,0.08229533027674225,49.377198166045346
45,0.49505401383750147,2.220446049250313e-16,0.44829963944198503,0.09195006009300248,55.17003605580149
46,0.49599158562609647,2.220446049250313e-16,0.48940228970042143,0.08509961838326315,51.05977102995788
47,0.6649826660631069,2.220446049250313e-16,0.4783379977442464,0.0869436670426256,52.166200225575366
48,0.5775821753341724,2.220446049250313e-16,0.5328385486273237,0.07786024189544608,46.716145137267645
49,0.5569389200743249,1.1102230246251565e-16,0.5481612079315982,0.07530646534473363,45.18387920684018
50,0.6253956807496337,2.220446049250313e-16,0.5601712805221838,0.07330478657963606,43.98287194778163
51,0.6081510227954815,2.220446049250313e-16,0.5699379881384216,0.07167700197692974,43.00620118615784
52,0.5587526499472183,1.1102230246251565e-16,0.5571311378115171,0.0738114770314138,44.28688621884828
53,0.3888461139747384,2.220446049250313e-16,0.5903953752403803,0.0682674374599366,40.96046247596196
54,0.384474982288449,2.220446049250313e-16,0.5884685384792222,0.06858857692012962,41.153146152077774
55,0.3915682619360607,2.220446049250313e-16,0.5932165405783644,0.06779724323693927,40.67834594216356
56,0.7664316296790601,2.220446049250313e-16,0.5484222525398289,0.0752629579100285,45.157774746017104
57,0.669436501491511,2.220446049250313e-16,0.557183216087991,0.07380279731866816,44.2816783912009
58,0.8435605132747194,2.220446049250313e-16,0.47288220762622313,0.08785296539562948,52.711779237377684
59,0.6776649441836601,2.220446049250313e-16,0.5666377488412284,0.07222704185979527,43.33622511587716
60,0.6331868424094033,2.220446049250313e-16,0.551311834297638,0.07478136095039367,44.8688165702362
61,0.5453169995889414,2.220446049250313e-16,0.5563551704008061,0.073940804933199,44.36448295991941
62,0.447446219881731,2.220446049250313e-16,0.553859859989914,0.07435669000168099,44.6140140010086
63,0.37912757011192016,4.440892098500626e-16,0.5742373738110429,0.07096043769815952,42.576262618895704
64,0.4852376778728138,2.220446049250313e-16,0.5740581813123028,0.07099030311461621,42.594181868769724
65,0.4778738153464951,2.220446049250313e-16,0.5618290212189269,0.07302849646351217,43.817097878107305
66,0.4827257173756451,2.220446049250313e-16,0.5401423430702985,0.0766429428216169,45.98576569297014
67,0.5231790213598212,2.220446049250313e-16,0.5441527382262406,0.07597454362895993,45.584726177375956
68,0.5370144594170736,2.220446049250313e-16,0.5394823244547513,0.07675294592420812,46.051767554524865
69,0.5950071326904331,2.220446049250313e-16,0.5203536506912309,0.07994105821812822,47.96463493087693
70,0.6639090150361427,2.220446049250313e-16,0.5551541739246091,0.07414097101256516,44.484582607539096
71,0.7548847760310151,2.220446049250313e-16,0.5210840767727334,0.0798193205378778,47.89159232272668
72,0.5425176788505314,2.220446049250313e-16,0.5073015109466288,0.08211641484222854,49.26984890533711
73,0.5233374451158999,1.1102230246251565e-16,0.5070465100689802,0.08215891498850329,49.29534899310198
74,0.5074362978163894,2.220446049250313e-16,0.4973615506393772,0.08377307489343712,50.26384493606228
75,0.5554395449084986,2.220446049250313e-16,0.468414394411014,0.08859760093149767,53.15856055889861
76,0.6053190093747077,2.220446049250313e-16,0.46298410347363134,0.08950264942106145,53.70158965263687
77,0.5169631295959393,3.3306690738754696e-16,0.45407598325211324,0.0909873361246478,54.59240167478867
78,0.6637610357266543,2.220446049250313e-16,0.5009759519466203,0.08317067467556327,49.90240480533796
79,0.6829585626097412,2.220446049250313e-16,0.513543238123171,0.08107612697947152,48.64567618768291
80,0.6887985775912508,2.220446049250313e-16,0.45594604845418496,0.09067565859096915,54.40539515458149
81,0.6662857895342346,2.220446049250313e-16,0.4910819050394628,0.08481968249342287,50.89180949605372
82,0.643053533139076,2.220446049250313e-16,0.49658399389036745,0.08390266768493879,50.34160061096327
83,0.5628719342197124,2.220446049250313e-16,0.5082390001798986,0.08196016663668355,49.17609998201013
84,0.5197216228643803,1.1102230246251565e-16,0.512200421835982,0.08129992969400297,48.77995781640179
85,0.6514892012902532,1.1102230246251565e-16,0.5252668932434987,0.07912218445941688,47.47331067565013
86,0.6169126604628854,2.220446049250313e-16,0.5673831011977158,0.07210281646704736,43.26168988022842
87,0.5820355546619304,2.220446049250313e-16,0.5362649124163539,0.07728918126394103,46.37350875836462
88,0.5732485001541803,2.220446049250313e-16,0.5344326948916265,0.07759455085139559,46.556730510837355
89,0.638621313734446,1.1102230246251565e-16,0.5120080712626359,0.08133198812289398,48.79919287373639
90,0.5804735797387744,2.220446049250313e-16,0.4655457296712582,0.089075711721457,53.44542703287419
91,0.5689875826185813,1.1102230246251565e-16,0.4905364895783837,0.08491058507026938,50.94635104216163
92,0.5523064083406243,2.220446049250313e-16,0.4966788638958234,0.08388685601736277,50.332113610417665
93,0.5607505479394141,2.220446049250313e-16,0.5046516277386784,0.08255806204355358,49.53483722613215
94,0.5757146019517495,2.220446049250313e-16,0.5218555857502849,0.07969073570828585,47.814441424971506
95,0.506225102617526,1.1102230246251565e-16,0.5454362993180817,0.07576061678031974,45.456370068191845
96,0.4762330285091847,2.220446049250313e-16,0.5513475175261953,0.07477541374563412,44.86524824738048
97,0.4486016192922466,2.220446049250313e-16,0.5537682585409386,0.07437195690984355,44.623174145906134
98,0.6472116124715508,2.220446049250313e-16,0.5334350858031925,0.07776081903280126,46.65649141968075
99,0.8398242582814669,2.220446049250313e-16,0.5070911452624555,0.08215147578959076,49.29088547375445
100,0.7991583603638621,0.0,0.4997319881803345,0.08337800196994426,50.026801181966555
101,0.7971483381295962,2.220446049250313e-16,0.49994998470821955,0.08334166921529676,50.00500152917805
102,0.6611635226863998,2.220446049250313e-16,0.5246236357867782,0.07922939403553694,47.53763642132217
103,0.7173539340116293,1.1102230246251565e-16,0.5185049617202442,0.080249173046626,48.1495038279756
104,0.5360578285683327,2.220446049250313e-16,0.5627783903984264,0.07287026826692891,43.722160960157346
105,0.5650880239983933,2.220446049250313e-16,0.5723315256104132,0.07127807906493115,42.76684743895869
106,0.6023512452055674,2.220446049250313e-16,0.5837727394542034,0.06937121009096613,41.62272605457967
107,0.39782985991966113,2.220446049250313e-16,0.59443154303296,0.06759474282784,40.556845696704
108,0.49882923265870205,2.220446049250313e-16,0.559636995321553,0.0733938341130745,44.036300467844704
109,0.5351527704398035,2.220446049250313e-16,0.552338381689809,0.07461026971836515,44.76616183101908
110,0.5453334698382744,2.220446049250313e-16,0.5624540927175183,0.07292431788041363,43.754590728248175
111,0.534177940095906,2.220446049250313e-16,0.5520659739440504,0.07465567100932494,44.79340260559496
112,0.3856387491952098,2.220446049250313e-16,0.5365390530321498,0.0772434911613084,46.34609469678503
113,0.3537056359050583,1.1102230246251565e-16,0.5823436942937549,0.06960938428437419,41.76563057062451
114,0.44216719889505796,1.1102230246251565e-16,0.5146303232255603,0.08089494612907325,48.53696767744395
115,0.36411259834670023,2.220446049250313e-16,0.4940734193452171,0.08432109677579715,50.59265806547829
116,0.47947020103505694,2.220446049250313e-16,0.5096919767675834,0.08171800387206944,49.03080232324166
117,0.4154138358433328,2.220446049250313e-16,0.509262635978318,0.08178956067028034,49.0737364021682
118,0.5067226384948946,2.220446049250313e-16,0.5128305009615782,0.08119491650640366,48.71694990384219
119,0.4677847853077038,1.1102230246251565e-16,0.5225276111741097,0.07957873147098171,47.74723888258903
120,0.561056002471932,2.220446049250313e-16,0.5178092453550767,0.08036512577415389,48.21907546449234
121,0.5987305099625342,0.0,0.5277794494817262,0.07870342508637897,47.222055051827375
122,0.6075317156405219,2.220446049250313e-16,0.5454823605466862,0.07575293990888567,45.4517639453314
123,0.43492706176175344,2.220446049250313e-16,0.5458599769709661,0.07569000383817233,45.41400230290339
124,0.49808946146881244,2.220446049250313e-16,0.5386559626708631,0.07689067288818947,46.13440373291368
125,0.754550900652768,1.1102230246251565e-16,0.5344907224494053,0.07758487959176578,46.550927755059476
126,0.4560518165541002,2.220446049250313e-16,0.46175871187401907,0.08970688135433018,53.824128812598104
127,0.7050871802522962,2.220446049250313e-16,0.5064016110752416,0.0822663981541264,49.35983889247584
128,0.7002436772018852,2.220446049250313e-16,0.5230515407060826,0.07949140988231955,47.69484592939173
129,0.6051317919990375,2.220446049250313e-16,0.5310337087164505,0.07816104854725825,46.89662912835495
130,0.6233443900573319,1.1102230246251565e-16,0.5292333110028598,0.07846111483285674,47.07666889971404
131,0.6871836140239178,2.220446049250313e-16,0.5348422279472765,0.07752629534212058,46.51577720527234
132,0.5785986772145751,2.220446049250313e-16,0.5308611021098085,0.07818981631503191,46.913889789019144
133,0.6225432885722164,2.220446049250313e-16,0.5130625927316704,0.08115623454472158,48.69374072683295
134,0.5595614928765055,2.220446049250313e-16,0.4813028212367367,0.0864495297938772,51.86971787632631
135,0.5694284033518449,0.0,0.4832783768079585,0.08612027053200692,51.67216231920415
136,0.5347578551412163,2.220446049250313e-16,0.49196114102979654,0.08467314316170058,50.80388589702035
137,0.5108999260025195,2.220446049250313e-16,0.4984582405538566,0.08359029324102389,50.154175944614344
138,0.502526372229715,2.220446049250313e-16,0.5066583576679123,0.08222360705534794,49.33416423320876
139,0.5012790747463283,2.220446049250313e-16,0.49012306554584056,0.08497948907569322,50.98769344541593
140,0.5014000473879765,2.220446049250313e-16,0.49601691284649035,0.08399718119225161,50.39830871535097
141,0.49151676727805343,1.1102230246251565e-16,0.5115373896030591,0.08141043506615685,48.84626103969411
142,0.5461344005775797,2.220446049250313e-16,0.5378561587220795,0.07702397354632011,46.214384127792066
143,0.5500903235780029,2.220446049250313e-16,0.5077376948676915,0.08204371752205145,49.22623051323086
144,0.5174303584606823,1.1102230246251565e-16,0.5356378724541092,0.07739368792431514,46.436212754589086
145,0.5621078132337107,2.220446049250313e-16,0.5407535292986857,0.07654107845021903,45.924647070131414
146,0.5534867401214338,2.220446049250313e-16,0.5496273370998941,0.07506211048335099,45.037266290010585
147,0.5181116794883289,2.220446049250313e-16,0.5559757022717966,0.07400404962136725,44.40242977282035
148,0.5183883599785425,3.3306690738754696e-16,0.5467362262560849,0.07554396229065251,45.326377374391505
149,0.5349632069426451,4.440892098500626e-16,0.5544561391034425,0.07425731014942623,44.554386089655736
150,0.6522760536683352,2.220446049250313e-16,0.5019037916680529,0.08301603472199119,49.809620833194714
151,0.5895469364202868,1.1102230246251565e-16,0.5343144312450432,0.07761426145915944,46.568556875495666
152,0.5856786636009191,2.220446049250313e-16,0.5325294208900525,0.07791176318499124,46.74705791099475
153,0.6440291794696144,2.220446049250313e-16,0.5377352202162954,0.07704412996395078,46.22647797837047
154,0.5752327870298701,2.220446049250313e-16,0.5467204488851971,0.07554659185246715,45.32795511148029
155,0.5991868072672628,2.220446049250313e-16,0.5275283422172831,0.0787452762971195,47.24716577827169
156,0.4569841336252309,1.1102230246251565e-16,0.5404648171329697,0.07658919714450506,45.95351828670303
157,0.44424703937671356,2.220446049250313e-16,0.5219898935113977,0.07966835108143372,47.801010648860235
158,0.41730781716712384,1.1102230246251565e-16,0.5020134549598984,0.08299775750668362,49.79865450401017
159,0.4019735919630288,1.1102230246251565e-16,0.4938177017718529,0.08436371637135782,50.6182298228147
160,0.32494208564581883,2.220446049250313e-16,0.5336901971667182,0.07771830047221365,46.630980283328185
161,0.36477344626998787,1.1102230246251565e-16,0.5328155856484847,0.07786406905858587,46.718441435151526
162,0.4976670839964462,2.220446049250313e-16,0.4993905289090659,0.08343491184848902,50.06094710909341
163,0.39912133488341967,2.220446049250313e-16,0.4877128576704589,0.08538119038825684,51.22871423295411
164,0.34787780614457375,2.220446049250313e-16,0.5006750841103214,0.08322081931494645,49.93249158896787
165,0.32441270232953384,1.1102230246251565e-16,0.5094926414111149,0.08175122643148085,49.05073585888851
166,0.30614543034412184,2.220446049250313e-16,0.5367904817237024,0.07720158637938293,46.320951827629756
167,0.41231860126796704,1.1102230246251565e-16,0.5149677489176352,0.08083870851372744,48.503225108236464
168,0.44160090610632186,2.220446049250313e-16,0.5411495274350726,0.07647507876082124,45.88504725649275
169,0.44861536042358113,2.220446049250313e-16,0.53858906040951,0.07690182326508167,46.14109395904901
170,0.4460119658544452,2.220446049250313e-16,0.5464595189297355,0.07559008017837743,45.354048107026465
171,0.35528437786269923,2.220446049250313e-16,0.5776647490914674,0.07038920848475547,42.23352509085328
172,0.32503263118621417,2.220446049250313e-16,0.5794796338582145,0.07008672769029758,42.05203661417855
173,0.4277323533942825,1.1102230246251565e-16,0.5826493170816465,0.0695584471530589,41.73506829183534
174,0.6221123291833613,2.220446049250313e-16,0.5515582232443833,0.0747402961259361,44.84417767556167
175,0.48933038881074914,2.220446049250313e-16,0.5562495130510597,0.07395841449149006,44.37504869489403
176,0.7528481772184883,1.1102230246251565e-16,0.5576670542992938,0.07372215761678438,44.233294570070626
177,0.6731813709846017,2.220446049250313e-16,0.5882822377844822,0.06861962703591964,41.17177622155178
178,0.7032844833248049,2.220446049250313e-16,0.5771125576972395,0.07048124038379341,42.28874423027605
179,0.6181603416034878,2.220446049250313e-16,0.5760250252529044,0.07066249579118257,42.39749747470954
180,0.6301946378491303,2.220446049250313e-16,0.5181716463607905,0.0803047256065349,48.18283536392094
181,0.6582121681599644,2.220446049250313e-16,0.5235849614851337,0.0794025064191444,47.64150385148663
182,0.44496001640932825,2.220446049250313e-16,0.5465954583779006,0.07556742360368325,45.340454162209944
183,0.4387141353061123,2.220446049250313e-16,0.5446853676048067,0.07588577206586555,45.531463239519326
184,0.4970164890180989,1.1102230246251565e-16,0.4763698063174579,0.08727169894709033,52.36301936825419
185,0.5136210157487918,2.220446049250313e-16,0.4469896250693095,0.09216839582178177,55.30103749306906
186,0.47768363845671813,2.220446049250313e-16,0.4790358780398098,0.08682735366003172,52.09641219601904
187,0.5190568587310481,2.220446049250313e-16,0.4840457008717051,0.08599238318804917,51.5954299128295
188,0.5621266933187326,2.220446049250313e-16,0.4675355034583855,0.08874408275693575,53.246449654161445
189,0.6291773285879176,2.220446049250313e-16,0.46984749489661554,0.08835875085056408,53.01525051033844
190,0.7019317241015381,0.0,0.4729211764844404,0.08784647058592661,52.70788235155596
191,0.7693071821846369,2.220446049250313e-16,0.48746334786299667,0.08542277535616723,51.25366521370033
192,0.6182272984787497,2.220446049250313e-16,0.45374917425503725,0.0910418042908271,54.62508257449626
193,0.8005410603107153,2.220446049250313e-16,0.5130063800444014,0.0811656033259331,48.69936199555986
194,0.9404664080045031,1.1102230246251565e-16,0.527072196840278,0.07882130052662036,47.29278031597221
195,0.7770508902326443,1.1102230246251565e-16,0.5318649693970142,0.07802250510049763,46.81350306029858
196,0.8010997184040334,2.220446049250313e-16,0.5349175124470288,0.07751374792549519,46.50824875529712
197,0.6015812399877932,2.220446049250313e-16,0.5018302906542904,0.0830282848909516,49.81697093457096
198,0.6097931962473391,2.220446049250313e-16,0.5016556224652501,0.08305739625579167,49.834437753475
199,0.6690182330025534,2.220446049250313e-16,0.42978173245406726,0.09503637792432212,57.02182675459328
200,0.5667779453027094,2.220446049250313e-16,0.44182892347005626,0.09302851275499062,55.817107652994366
201,0.5908473759810365,2.220446049250313e-16,0.4570553626159678,0.0904907728973387,54.29446373840322
202,0.46391492201370205,2.220446049250313e-16,0.5157464511635487,0.08070892480607521,48.42535488364512
203,0.4570668878624522,2.220446049250313e-16,0.496213059743919,0.08396449004268017,50.378694025608105
204,0.5682253631724173,2.220446049250313e-16,0.5439745983678532,0.0760042336053578,45.602540163214684
205,0.40319241854299825,1.1102230246251565e-16,0.5373143556683727,0.0771142740552712,46.26856443316272
206,0.47341530288935507,2.220446049250313e-16,0.5393392510590989,0.0767767914901502,46.066074894090114
207,0.35088810913597,2.220446049250313e-16,0.5251313233333161,0.07914477944444731,47.48686766666839
208,0.4700624364233359,2.220446049250313e-16,0.5371082348150702,0.07714862753082166,46.289176518492994
209,0.4456148502429258,2.220446049250313e-16,0.5454609174772479,0.07575651375379204,45.45390825227523
210,0.5034682738384265,2.220446049250313e-16,0.5512187429974764,0.07479687616708725,44.87812570025235
211,0.43484413934278204,2.220446049250313e-16,0.5847731859240891,0.06920446901265183,41.522681407591094
212,0.49005785595925894,1.1102230246251565e-16,0.5747467883600376,0.0708755352733271,42.52532116399626
213,0.4531974117324953,0.0,0.5908353643850723,0.06819410593582126,40.916463561492755
214,0.4607403469926607,4.440892098500626e-16,0.6045712352985797,0.0659047941169034,39.54287647014204
215,0.7275830054206159,1.1102230246251565e-16,0.5629323825111932,0.07284460291480119,43.706761748880716
216,0.48391647698470097,2.220446049250313e-16,0.567453031300643,0.07209116144989285,43.25469686993571
217,0.5733171994657373,2.220446049250313e-16,0.5722633214599432,0.07128944642334283,42.7736678540057
218,0.48336489439761443,2.220446049250313e-16,0.5795258219413023,0.0700790296764496,42.04741780586976
219,0.45653322987654105,2.220446049250313e-16,0.5888785440381482,0.06852024266030862,41.11214559618518
220,0.43925176818393236,2.220446049250313e-16,0.5932344606793796,0.06779425655343677,40.676553932062056
221,0.5186355601547605,2.220446049250313e-16,0.5539425089783443,0.07434291517027598,44.60574910216559
222,0.4678050052093322,1.1102230246251565e-16,0.5908706991440872,0.0681882168093188,40.912930085591285
223,0.5674059958644204,2.220446049250313e-16,0.6361172306137206,0.060647128231046565,36.38827693862794
224,0.6970950294591068,1.1102230246251565e-16,0.5919468381016565,0.06800886031639057,40.80531618983434
225,0.44927756373999045,2.220446049250313e-16,0.612797495527668,0.06453375074538864,38.720250447233184
226,0.37593101251792604,2.220446049250313e-16,0.5850278927041757,0.06916201788263737,41.49721072958242
227,0.34263016895509796,2.220446049250313e-16,0.5987888380913741,0.06686852698477098,40.121116190862594
228,0.4735482440984902,2.220446049250313e-16,0.5691866709846549,0.07180222150255752,43.081332901534516
229,0.4737339650762727,2.220446049250313e-16,0.5221353959173435,0.07964410068044278,47.78646040826567
230,0.4603635986036268,1.1102230246251565e-16,0.5504729113433539,0.0749211814427743,44.95270886566459
231,0.4490735017143487,2.220446049250313e-16,0.5411219469982521,0.07647967550029132,45.88780530017479
232,0.5596396365602782,2.220446049250313e-16,0.5283062697754072,0.07861562170409883,47.1693730224593
233,0.5834884699646744,1.1102230246251565e-16,0.5204464054187001,0.0799255990968833,47.95535945812999
234,0.6071930428255654,1.1102230246251565e-16,0.5510557045461003,0.0748240492423166,44.89442954538996
235,0.5189369104117836,2.220446049250313e-16,0.5425732911694138,0.07623778480509771,45.74267088305862
236,0.5687282486276088,0.0,0.5457215271567327,0.0757130788072112,45.427847284326724
237,0.5548772199920318,3.3306690738754696e-16,0.5733198285348029,0.07111336191086617,42.6680171465197
238,0.5200392905468951,2.220446049250313e-16,0.5434738272640762,0.07608769545598733,45.65261727359239
239,0.46819850383884637,2.220446049250313e-16,0.5678823024807144,0.07201961625321429,43.21176975192857
240,0.4062424441269123,1.1102230246251565e-16,0.5749039727839097,0.0708493378693484,42.509602721609035
241,0.4035300751836806,2.220446049250313e-16,0.5808591727295023,0.06985680454508297,41.91408272704978
242,0.4178751710697375,2.220446049250313e-16,0.5814481066621495,0.06975864888964171,41.855189333785034
243,0.44371666033268525,1.1102230246251565e-16,0.5314208470745515,0.07809652548757473,46.85791529254484
244,0.5894096219473979,2.220446049250313e-16,0.5317869118833478,0.0780355146861087,46.82130881166522
245,0.9991352681085293,2.220446049250313e-16,0.4747921560968775,0.08753464065052041,52.520784390312244
246,0.6142681504648558,1.1102230246251565e-16,0.4595409493496309,0.09007650844172818,54.04590506503691
247,0.6755476766508757,2.220446049250313e-16,0.49612217387427565,0.08397963768762072,50.38778261257243
248,0.6687008844110038,2.220446049250313e-16,0.5106659554712492,0.08155567408812514,48.93340445287508
249,0.6511368987825671,1.1102230246251565e-16,0.47862752049068263,0.0868954132515529,52.13724795093173
250,0.7769327107731052,3.3306690738754696e-16,0.48084380293600215,0.08652603284399962,51.915619706399774
251,0.7339735588002065,2.220446049250313e-16,0.49396758605922336,0.08433873565679613,50.60324139407768
252,0.823803968678536,2.220446049250313e-16,0.4974647655997643,0.0837558724000393,50.253523440023585
253,0.9390027021942662,2.220446049250313e-16,0.46287155694812077,0.0895214071753132,53.71284430518792
254,0.597299025195918,1.1102230246251565e-16,0.5122914010032477,0.08128476649945872,48.77085989967523
255,0.6306785178862189,2.220446049250313e-16,0.5217838067704449,0.07970269887159252,47.82161932295551
256,0.7953338702607718,1.1102230246251565e-16,0.4776585903621768,0.08705690160630387,52.23414096378233
257,0.9150542060507029,2.220446049250313e-16,0.46703955681255316,0.08882674053124114,53.296044318744684
258,0.5334605159078999,2.220446049250313e-16,0.46566057960057883,0.08905657006657017,53.4339420399421
259,0.4522152236112978,0.0,0.4893965628506002,0.0851005728582333,51.06034371493998
260,0.44804947914309795,2.220446049250313e-16,0.4893888903319102,0.08510185161134831,51.06111096680899
261,0.6041071853220542,2.220446049250313e-16,0.4741952028365657,0.08763413286057238,52.58047971634343
262,0.6316546724684705,2.220446049250313e-16,0.5054228502373319,0.08242952496044469,49.45771497626681
263,0.6041553319972572,3.3306690738754696e-16,0.5250274452631857,0.0791620924561357,47.49725547368143
264,0.7003709621268336,3.3306690738754696e-16,0.5236805477069424,0.07938657538217629,47.63194522930578
265,0.49027761506122336,2.220446049250313e-16,0.4980137123968548,0.08366438126719086,50.19862876031451
266,0.47987515169207684,2.220446049250313e-16,0.5199392696414955,0.08001012172641742,48.006073035850456
267,0.4590944819514107,2.220446049250313e-16,0.5365942745264575,0.07723428757892375,46.340572547354256
268,0.5773289006407631,2.220446049250313e-16,0.5433943695125433,0.07610093841457613,45.66056304874568
269,0.5285855684173948,2.220446049250313e-16,0.5433309094554717,0.07611151509075471,45.66690905445282
270,0.49651028825967836,2.220446049250313e-16,0.5435234848422287,0.07607941919296186,45.64765151577711
271,0.5107395839639509,2.220446049250313e-16,0.5239275501139459,0.07934540831434236,47.607244988605416
272,0.6522989674895567,2.220446049250313e-16,0.48163388009914687,0.08639435331680885,51.836611990085316
273,0.6087533684959107,2.220446049250313e-16,0.47216668489199687,0.08797221918466719,52.783331510800316
274,0.8401640341238966,2.220446049250313e-16,0.38299230099958276,0.10283461650006955,61.70076990004173
275,0.6260425650891541,2.220446049250313e-16,0.4010423113416604,0.09982628144305657,59.89576886583394
276,0.5937929509641555,2.220446049250313e-16,0.4504640533514809,0.09158932444141984,54.95359466485191
277,0.6542685162897387,2.220446049250313e-16,0.4395643247937624,0.09340594586770629,56.043567520623775
278,0.6408058417174196,2.220446049250313e-16,0.46205361400647427,0.08965773099892098,53.79463859935258
279,0.7527541045121383,2.220446049250313e-16,0.4057637779990543,0.09903937033349097,59.423622200094584
280,0.6281975969738203,2.220446049250313e-16,0.44568166444975493,0.09238638925837417,55.431833555024504
281,0.6877517801681164,2.220446049250313e-16,0.42864401795803403,0.0952259970069943,57.13559820419658
282,0.6064927491367961,2.220446049250313e-16,0.45530873824027523,0.09078187695995414,54.46912617597249
283,0.7084559694307268,2.220446049250313e-16,0.449855681179367,0.09169071980343883,55.014431882063306
284,0.6621871292294946,2.220446049250313e-16,0.4588937783314803,0.09018437027808661,54.110622166851975
285,0.6722559235232255,1.1102230246251565e-16,0.46522563331096134,0.08912906111483977,53.47743666890386
286,0.6635821792146105,2.220446049250313e-16,0.4817138685248937,0.0863810219125177,51.82861314751063
287,0.6580678901458518,4.440892098500626e-16,0.46194446811791284,0.08967592198034786,53.80555318820871
288,0.7683126759628235,2.220446049250313e-16,0.4679122577613136,0.08868129037311442,53.20877422386865
289,0.5595170516674264,2.220446049250313e-16,0.5047328124653891,0.08254453125576851,49.526718753461104
290,0.62577854523232,2.220446049250313e-16,0.45654751087168555,0.09057541485471907,54.345248912831444
